venture_id,name,sector,development_stage,entity_status,has_repo,has_revenue_model,capability_coverage_pct,readiness_pct,readiness_tier,repo_key,stage_verified,development_stage_v1_self_reported,development_stage_v2_computed,readiness_pct_v1,readiness_pct_v2
TECH-042-Smart-Home-AI,Smart Home Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-042-smart-home-ai,True,planned,validation,27.4,36.1
TECH-044-Data-Visualization-AI,Data Visualization Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-044-data-visualization-ai,True,planned,validation,27.4,36.1
TECH-047-Image-Recognition-AI,Image Recognition Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-047-image-recognition-ai,True,planned,validation,27.4,36.1
TECH-048-Video-Editor-AI,Video Editor Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-048-video-editor-ai,True,planned,validation,27.4,36.1
TECH-049-Speech-to-Text-AI,Speech To Text Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-049-speech-to-text-ai,True,planned,validation,27.4,36.1
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-051-fraud-prevention-ai,True,planned,validation,27.4,36.1
TECH-054-Database-Optimizer,Database Optimizer,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-054-database-optimizer,True,planned,validation,27.4,36.1
TECH-055-AI-Testing-Platform,Ai Testing Platform,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-055-ai-testing-platform,True,planned,validation,27.4,36.1
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-058-ai-ethics-auditor,True,planned,validation,27.4,36.1
TECH-060-AI-Training-Platform,Ai Training Platform,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,tech-060-ai-training-platform,True,planned,validation,27.4,36.1
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,operations,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,ops-001-fractional-cto-agency,True,planned,validation,27.4,36.1
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-001-youth-entrepreneurship-curriculum,True,planned,validation,27.4,36.1
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-003-coding-mentor-certification,True,planned,validation,27.4,36.1
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-004-real-estate-licensing-prep,True,planned,validation,27.4,36.1
EDU-005-Coding-Bootcamp,Coding Bootcamp,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-005-coding-bootcamp,True,planned,validation,27.4,36.1
EDU-009-Voiceover-Script-Library,Voiceover Script Library,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-009-voiceover-script-library,True,planned,validation,27.4,36.1
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-010-trade-skills-bootcamp,True,planned,validation,27.4,36.1
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-011-franchise-blueprint-system,True,planned,validation,27.4,36.1
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-012-low-income-housing-blueprint,True,planned,validation,27.4,36.1
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-014-bipoc-creator-incubator,True,planned,validation,27.4,36.1
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-016-virtual-black-art-museum,True,planned,validation,27.4,36.1
EDU-018-Online-Course-Creator,Online Course Creator,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-018-online-course-creator,True,planned,validation,27.4,36.1
EDU-019-Executive-Education-Program,Executive Education Program,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-019-executive-education-program,True,planned,validation,27.4,36.1
EDU-020-Youth-STEM-Program,Youth Stem Program,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-020-youth-stem-program,True,planned,validation,27.4,36.1
EDU-021-Remote-Work-Certification,Remote Work Certification,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-021-remote-work-certification,True,planned,validation,27.4,36.1
EDU-023-Personal-Finance-Coach,Personal Finance Coach,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,edu-023-personal-finance-coach,True,planned,validation,27.4,36.1
EM-001-Space-Habitat-AI,Space Habitat Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-001-space-habitat-ai,True,planned,validation,27.4,36.1
EM-002-Fusion-Energy-AI,Fusion Energy Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-002-fusion-energy-ai,True,planned,validation,27.4,36.1
EM-003-Teleportation-Research-AI,Teleportation Research Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-003-teleportation-research-ai,True,planned,validation,27.4,36.1
EM-004-Climate-Solutions-AI,Climate Solutions Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-004-climate-solutions-ai,True,planned,validation,27.4,36.1
EM-005-Holographic-Events-AI,Holographic Events Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-005-holographic-events-ai,True,planned,validation,27.4,36.1
EM-006-Neurofeedback-AI,Neurofeedback Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-006-neurofeedback-ai,True,planned,validation,27.4,36.1
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-007-autonomous-delivery-ai,True,planned,validation,27.4,36.1
EM-008-Gene-Editing-AI,Gene Editing Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-008-gene-editing-ai,True,planned,validation,27.4,36.1
EM-009-Space-Tourism-AI,Space Tourism Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-009-space-tourism-ai,True,planned,validation,27.4,36.1
EM-010-Wearables-AI,Wearables Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-010-wearables-ai,True,planned,validation,27.4,36.1
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-011-metaverse-hub-ai,True,planned,validation,27.4,36.1
EM-012-Energy-Grid-AI,Energy Grid Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-012-energy-grid-ai,True,planned,validation,27.4,36.1
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-014-ocean-cleanup-ai,True,planned,validation,27.4,36.1
EM-015-Crypto-Trading-AI,Crypto Trading Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-015-crypto-trading-ai,True,planned,validation,27.4,36.1
EM-016-Synthetic-Media-AI,Synthetic Media Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-016-synthetic-media-ai,True,planned,validation,27.4,36.1
EM-017-Space-Mining-AI,Space Mining Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-017-space-mining-ai,True,planned,validation,27.4,36.1
EM-018-VR-Therapy-AI,Vr Therapy Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-018-vr-therapy-ai,True,planned,validation,27.4,36.1
EM-019-Weather-Prediction-AI,Weather Prediction Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-019-weather-prediction-ai,True,planned,validation,27.4,36.1
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-020-autonomous-farming-ai,True,planned,validation,27.4,36.1
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-021-traffic-optimizer-ai,True,planned,validation,27.4,36.1
EM-022-Smart-Grid-AI,Smart Grid Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-022-smart-grid-ai,True,planned,validation,27.4,36.1
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-023-disaster-prediction-ai,True,planned,validation,27.4,36.1
EM-024-Nanotech-AI,Nanotech Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-024-nanotech-ai,True,planned,validation,27.4,36.1
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-025-personalized-medicine-ai,True,planned,validation,27.4,36.1
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-026-ai-diagnostic-lab,True,planned,validation,27.4,36.1
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-027-sustainable-cities-ai,True,planned,validation,27.4,36.1
EM-028-Renewable-Energy-AI,Renewable Energy Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-028-renewable-energy-ai,True,planned,validation,27.4,36.1
EM-029-Climate-Modeling-AI,Climate Modeling Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-029-climate-modeling-ai,True,planned,validation,27.4,36.1
EM-030-Policy-Advisor-AI,Policy Advisor Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-030-policy-advisor-ai,True,planned,validation,27.4,36.1
EM-031-Governance-Hub-AI,Governance Hub Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-031-governance-hub-ai,True,planned,validation,27.4,36.1
EM-032-Global-Challenges-AI,Global Challenges Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-032-global-challenges-ai,True,planned,validation,27.4,36.1
EM-033-Space-Exploration-AI,Space Exploration Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-033-space-exploration-ai,True,planned,validation,27.4,36.1
EM-034-Education-Equity-AI,Education Equity Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-034-education-equity-ai,True,planned,validation,27.4,36.1
EM-035-Health-Equity-AI,Health Equity Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-035-health-equity-ai,True,planned,validation,27.4,36.1
EM-036-Economic-Equity-AI,Economic Equity Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-036-economic-equity-ai,True,planned,validation,27.4,36.1
EM-037-Environmental-Justice-AI,Environmental Justice Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-037-environmental-justice-ai,True,planned,validation,27.4,36.1
EM-038-Human-Rights-AI,Human Rights Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-038-human-rights-ai,True,planned,validation,27.4,36.1
EM-039-Peacebuilding-AI,Peacebuilding Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-039-peacebuilding-ai,True,planned,validation,27.4,36.1
EM-040-Telemedicine-AI,Telemedicine Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-040-telemedicine-ai,True,planned,validation,27.4,36.1
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-041-ai-climate-adaptation,True,planned,validation,27.4,36.1
EM-042-Space-Agriculture-AI,Space Agriculture Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-042-space-agriculture-ai,True,planned,validation,27.4,36.1
EM-043-Quantum-Communication-AI,Quantum Communication Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-043-quantum-communication-ai,True,planned,validation,27.4,36.1
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-044-robotics-surgery-ai,True,planned,validation,27.4,36.1
EM-045-AI-Disaster-Response,Ai Disaster Response,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-045-ai-disaster-response,True,planned,validation,27.4,36.1
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-048-space-manufacturing-ai,True,planned,validation,27.4,36.1
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-049-ai-ocean-exploration,True,planned,validation,27.4,36.1
EM-050-AI-Archaeology,Ai Archaeology,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating,em-050-ai-archaeology,True,planned,validation,27.4,36.1
EC-002-New-World-Apparel,New World Apparel,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-002-new-world-apparel,True,planned,validation,27.0,35.8
EC-005-Sunglasses-AI,Sunglasses Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-005-sunglasses-ai,True,planned,validation,27.0,35.8
EC-007-Personal-Shopper-AI,Personal Shopper Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-007-personal-shopper-ai,True,planned,validation,27.0,35.8
EC-008-Custom-Sneaker-AI,Custom Sneaker Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-008-custom-sneaker-ai,True,planned,validation,27.0,35.8
EC-010-Jewelry-Designer-AI,Jewelry Designer Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-010-jewelry-designer-ai,True,planned,validation,27.0,35.8
EC-011-Virtual-Try-On-AI,Virtual Try On Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-011-virtual-try-on-ai,True,planned,validation,27.0,35.8
EC-014-Subscription-Box-AI,Subscription Box Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-014-subscription-box-ai,True,planned,validation,27.0,35.8
EC-015-Surf-Gear-AI,Surf Gear Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-015-surf-gear-ai,True,planned,validation,27.0,35.8
EC-016-Ski-Gear-AI,Ski Gear Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-016-ski-gear-ai,True,planned,validation,27.0,35.8
EC-017-Golf-Gear-AI,Golf Gear Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-017-golf-gear-ai,True,planned,validation,27.0,35.8
EC-018-Fishing-Gear-AI,Fishing Gear Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-018-fishing-gear-ai,True,planned,validation,27.0,35.8
EC-019-Yoga-Gear-AI,Yoga Gear Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-019-yoga-gear-ai,True,planned,validation,27.0,35.8
EC-020-Costume-Shop-AI,Costume Shop Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-020-costume-shop-ai,True,planned,validation,27.0,35.8
EC-021-Luggage-AI,Luggage Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-021-luggage-ai,True,planned,validation,27.0,35.8
EC-022-Home-Appliance-AI,Home Appliance Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-022-home-appliance-ai,True,planned,validation,27.0,35.8
EC-023-Tool-Shop-AI,Tool Shop Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-023-tool-shop-ai,True,planned,validation,27.0,35.8
EC-024-Garden-Supply-AI,Garden Supply Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-024-garden-supply-ai,True,planned,validation,27.0,35.8
EC-025-Collectible-AI,Collectible Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-025-collectible-ai,True,planned,validation,27.0,35.8
EC-026-Hobby-Shop-AI,Hobby Shop Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-026-hobby-shop-ai,True,planned,validation,27.0,35.8
EC-028-NFT-Fashion-Licensing,Nft Fashion Licensing,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-028-nft-fashion-licensing,True,planned,validation,27.0,35.8
EC-030-AI-Product-Photographer,Ai Product Photographer,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-030-ai-product-photographer,True,planned,validation,27.0,35.8
EC-033-Ad-Optimizer-AI,Ad Optimizer Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-033-ad-optimizer-ai,True,planned,validation,27.0,35.8
EC-035-Review-Aggregator-AI,Review Aggregator Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-035-review-aggregator-ai,True,planned,validation,27.0,35.8
EC-036-Fulfillment-Network-AI,Fulfillment Network Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-036-fulfillment-network-ai,True,planned,validation,27.0,35.8
EC-037-Return-Optimization-AI,Return Optimization Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-037-return-optimization-ai,True,planned,validation,27.0,35.8
EC-048-Wholesale-Marketplace-AI,Wholesale Marketplace Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-048-wholesale-marketplace-ai,True,planned,validation,27.0,35.8
EC-050-AI-Product-Descriptions,Ai Product Descriptions,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-050-ai-product-descriptions,True,planned,validation,27.0,35.8
EC-052-AI-Product-Bundler,Ai Product Bundler,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-052-ai-product-bundler,True,planned,validation,27.0,35.8
EC-053-AI-Visual-Merchandiser,Ai Visual Merchandiser,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-053-ai-visual-merchandiser,True,planned,validation,27.0,35.8
EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-054-ai-demand-forecasting,True,planned,validation,27.0,35.8
EC-055-AI-Warehouse-Management,Ai Warehouse Management,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-055-ai-warehouse-management,True,planned,validation,27.0,35.8
EC-056-AI-Supplier-Matching,Ai Supplier Matching,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-056-ai-supplier-matching,True,planned,validation,27.0,35.8
EC-057-AI-Quality-Control,Ai Quality Control,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-057-ai-quality-control,True,planned,validation,27.0,35.8
EC-058-AI-Packaging-Designer,Ai Packaging Designer,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-058-ai-packaging-designer,True,planned,validation,27.0,35.8
EC-059-AI-Logistics-Planner,Ai Logistics Planner,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-059-ai-logistics-planner,True,planned,validation,27.0,35.8
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-060-ai-customer-loyalty,True,planned,validation,27.0,35.8
EC-061-AI-Gift-Finder,Ai Gift Finder,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-061-ai-gift-finder,True,planned,validation,27.0,35.8
EC-062-AI-Trend-Hunter,Ai Trend Hunter,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-062-ai-trend-hunter,True,planned,validation,27.0,35.8
EC-063-AI-Market-Research,Ai Market Research,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-063-ai-market-research,True,planned,validation,27.0,35.8
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-064-ai-competitor-watcher,True,planned,validation,27.0,35.8
EC-065-AI-Product-Development,Ai Product Development,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-065-ai-product-development,True,planned,validation,27.0,35.8
EC-066-AI-Customer-Journey,Ai Customer Journey,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-066-ai-customer-journey,True,planned,validation,27.0,35.8
EC-068-AI-Returns-Management,Ai Returns Management,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-068-ai-returns-management,True,planned,validation,27.0,35.8
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-069-ai-shipping-labeler,True,planned,validation,27.0,35.8
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-070-ai-product-launch-coach,True,planned,validation,27.0,35.8
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-071-ai-vendor-negotiator,True,planned,validation,27.0,35.8
EC-072-AI-Product-Cataloger,Ai Product Cataloger,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-072-ai-product-cataloger,True,planned,validation,27.0,35.8
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-073-ai-order-prioritizer,True,planned,validation,27.0,35.8
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-074-ai-customer-segmentation,True,planned,validation,27.0,35.8
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-075-ai-pricing-analyst,True,planned,validation,27.0,35.8
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-077-ai-inventory-reordering,True,planned,validation,27.0,35.8
EC-078-AI-Product-Comparison,Ai Product Comparison,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-078-ai-product-comparison,True,planned,validation,27.0,35.8
EC-079-AI-Customer-Feedback,Ai Customer Feedback,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-079-ai-customer-feedback,True,planned,validation,27.0,35.8
EC-080-AI-Product-Updates,Ai Product Updates,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-080-ai-product-updates,True,planned,validation,27.0,35.8
EC-081-AI-Cross-Selling,Ai Cross Selling,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-081-ai-cross-selling,True,planned,validation,27.0,35.8
EC-082-AI-Up-Selling,Ai Up Selling,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-082-ai-up-selling,True,planned,validation,27.0,35.8
EC-083-AI-Product-Education,Ai Product Education,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-083-ai-product-education,True,planned,validation,27.0,35.8
EC-084-AI-Purchase-Timing,Ai Purchase Timing,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-084-ai-purchase-timing,True,planned,validation,27.0,35.8
EC-085-AI-Customer-Support,Ai Customer Support,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-085-ai-customer-support,True,planned,validation,27.0,35.8
EC-086-AI-Order-Tracking,Ai Order Tracking,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-086-ai-order-tracking,True,planned,validation,27.0,35.8
EC-087-AI-Product-Reviews,Ai Product Reviews,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-087-ai-product-reviews,True,planned,validation,27.0,35.8
EC-088-AI-Customer-Community,Ai Customer Community,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-088-ai-customer-community,True,planned,validation,27.0,35.8
EC-089-AI-Product-Customization,Ai Product Customization,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-089-ai-product-customization,True,planned,validation,27.0,35.8
EC-090-AI-Gift-Registry,Ai Gift Registry,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-090-ai-gift-registry,True,planned,validation,27.0,35.8
EC-091-AI-Wedding-Registry,Ai Wedding Registry,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-091-ai-wedding-registry,True,planned,validation,27.0,35.8
EC-092-AI-Baby-Registry,Ai Baby Registry,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-092-ai-baby-registry,True,planned,validation,27.0,35.8
EC-093-AI-Holiday-Planner,Ai Holiday Planner,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-093-ai-holiday-planner,True,planned,validation,27.0,35.8
EC-094-AI-Personal-Shopper,Ai Personal Shopper,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-094-ai-personal-shopper,True,planned,validation,27.0,35.8
EC-095-AI-Color-Match,Ai Color Match,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-095-ai-color-match,True,planned,validation,27.0,35.8
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-096-ai-fabric-advisor,True,planned,validation,27.0,35.8
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-097-ai-fit-recommendation,True,planned,validation,27.0,35.8
EC-098-AI-Outfit-Builder,Ai Outfit Builder,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-098-ai-outfit-builder,True,planned,validation,27.0,35.8
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-099-ai-seasonal-forecast,True,planned,validation,27.0,35.8
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-100-ai-wardrobe-planner,True,planned,validation,27.0,35.8
EC-101-AI-Accessory-Match,Ai Accessory Match,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-101-ai-accessory-match,True,planned,validation,27.0,35.8
EC-102-AI-Shoe-Match,Ai Shoe Match,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-102-ai-shoe-match,True,planned,validation,27.0,35.8
EC-103-AI-Jewelry-Match,Ai Jewelry Match,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-103-ai-jewelry-match,True,planned,validation,27.0,35.8
EC-104-AI-Bag-Match,Ai Bag Match,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating,ec-104-ai-bag-match,True,planned,validation,27.0,35.8
