ID,Name,Sector,Stage,GitHub URL,GitHub Pages URL,Repo Match
null,Shipping Platform,Transportation,planned,https://github.com/Worldwidebro/lt-026-shipping-platform,https://worldwidebro.github.io/shipping-platform/,lt-026-shipping-platform
null,Fleet Management Saas,Transportation,planned,https://github.com/Worldwidebro/lt-027-fleet-management-saas,https://worldwidebro.github.io/fleet-management-saas/,lt-027-fleet-management-saas
null,Freight Ai Optimization,Transportation,planned,https://github.com/Worldwidebro/lt-028-freight-ai-optimization,https://worldwidebro.github.io/freight-ai-optimization/,lt-028-freight-ai-optimization
null,Supply Chain Analytics,Transportation,planned,https://github.com/Worldwidebro/lt-029-supply-chain-analytics,https://worldwidebro.github.io/supply-chain-analytics/,lt-029-supply-chain-analytics
null,Cold Chain Logistics,Transportation,validation,https://github.com/Worldwidebro/lt-030-cold-chain-logistics,https://worldwidebro.github.io/cold-chain-logistics/,lt-030-cold-chain-logistics
null,Business Consulting,Operations,mvp,https://github.com/Worldwidebro/ps-001-business-consulting,https://worldwidebro.github.io/business-consulting/,ps-001-business-consulting
null,Legal Services,Operations,validation,https://github.com/Worldwidebro/ps-002-legal-services,https://worldwidebro.github.io/legal-services/,ps-002-legal-services
null,Accounting Services,Operations,mvp,https://github.com/Worldwidebro/ps-003-accounting-services,https://worldwidebro.github.io/accounting-services/,ps-003-accounting-services
null,Hr Consulting,Operations,validation,https://github.com/Worldwidebro/ps-004-hr-consulting,https://worldwidebro.github.io/hr-consulting/,ps-004-hr-consulting
null,Marketing Agency,Operations,mvp,https://github.com/Worldwidebro/ps-005-marketing-agency,https://worldwidebro.github.io/marketing-agency/,ps-005-marketing-agency
null,Web Design Agency,Operations,mvp,https://github.com/Worldwidebro/ps-006-web-design-agency,https://worldwidebro.github.io/web-design-agency/,ps-006-web-design-agency
null,It Support Services,Operations,mvp,https://github.com/Worldwidebro/ps-007-it-support-services,https://worldwidebro.github.io/it-support-services/,ps-007-it-support-services
null,Virtual Assistant Service,Operations,mvp,https://github.com/Worldwidebro/ps-008-virtual-assistant-service,https://worldwidebro.github.io/virtual-assistant-service/,ps-008-virtual-assistant-service
null,Bookkeeping Service,Operations,mvp,https://github.com/Worldwidebro/ps-009-bookkeeping-service,https://worldwidebro.github.io/bookkeeping-service/,ps-009-bookkeeping-service
null,Tax Preparation Service,Operations,mvp,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,https://worldwidebro.github.io/tax-preparation-service/,fin-033-ai-tax-preparation-service
null,Real Estate Agency,Operations,validation,https://github.com/Worldwidebro/ps-011-real-estate-agency,https://worldwidebro.github.io/real-estate-agency/,ps-011-real-estate-agency
null,Insurance Agency,Operations,validation,https://github.com/Worldwidebro/ps-012-insurance-agency,https://worldwidebro.github.io/insurance-agency/,ps-012-insurance-agency
null,Financial Planning,Operations,mvp,,,
null,Event Planning,Operations,validation,https://github.com/Worldwidebro/ops-003-event-planning-ai,https://worldwidebro.github.io/event-planning/,ops-003-event-planning-ai
null,Interior Design,Operations,validation,https://github.com/zquestz/s,https://worldwidebro.github.io/interior-design/,s
null,Photography Service,Operations,mvp,https://github.com/Worldwidebro/fh-033-food-photography-service,https://worldwidebro.github.io/photography-service/,fh-033-food-photography-service
null,Videography Service,Operations,mvp,https://github.com/Worldwidebro/ps-017-videography-service,https://worldwidebro.github.io/videography-service/,ps-017-videography-service
null,Translation Services,Operations,validation,https://github.com/Worldwidebro/ps-018-translation-services,https://worldwidebro.github.io/translation-services/,ps-018-translation-services
null,Copywriting Service,Operations,mvp,https://github.com/Worldwidebro/ps-019-copywriting-service,https://worldwidebro.github.io/copywriting-service/,ps-019-copywriting-service
null,Social Media Management,Operations,mvp,https://github.com/Worldwidebro/ps-020-social-media-management,https://worldwidebro.github.io/social-media-management/,ps-020-social-media-management
null,Seo Agency,Operations,mvp,https://github.com/Worldwidebro/ps-021-seo-agency,https://worldwidebro.github.io/seo-agency/,ps-021-seo-agency
null,Ppc Management,Operations,mvp,https://github.com/Worldwidebro/ps-022-ppc-management,https://worldwidebro.github.io/ppc-management/,ps-022-ppc-management
null,Pr Agency,Operations,validation,https://github.com/Worldwidebro/ps-023-pr-agency,https://worldwidebro.github.io/pr-agency/,ps-023-pr-agency
null,Recruiting Agency,Operations,validation,https://github.com/Worldwidebro/ps-024-recruiting-agency,https://worldwidebro.github.io/recruiting-agency/,ps-024-recruiting-agency
null,Business Brokerage,Operations,planned,https://github.com/Worldwidebro/ps-025-business-brokerage,https://worldwidebro.github.io/business-brokerage/,ps-025-business-brokerage
null,Youtube Channel Network,Media,mvp,https://github.com/Worldwidebro/mc-001-youtube-channel-network,https://worldwidebro.github.io/youtube-channel-network/,mc-001-youtube-channel-network
null,Podcast Network,Media,mvp,https://github.com/Worldwidebro/mc-002-podcast-network,https://worldwidebro.github.io/podcast-network/,mc-002-podcast-network
null,Blog Network,Media,mvp,https://github.com/Worldwidebro/mc-003-blog-network,https://worldwidebro.github.io/blog-network/,mc-003-blog-network
null,Influencer Agency,Media,validation,https://github.com/Worldwidebro/mc-004-influencer-agency,https://worldwidebro.github.io/influencer-agency/,mc-004-influencer-agency
null,Content Creation Studio,Media,mvp,https://github.com/Worldwidebro/mc-005-content-creation-studio,https://worldwidebro.github.io/content-creation-studio/,mc-005-content-creation-studio
null,Video Production Company,Media,validation,https://github.com/Worldwidebro/mc-006-video-production-company,https://worldwidebro.github.io/video-production-company/,mc-006-video-production-company
null,Animation Studio,Media,planned,https://github.com/Worldwidebro/mc-007-animation-studio,https://worldwidebro.github.io/animation-studio/,mc-007-animation-studio
null,Music Production,Media,validation,https://github.com/Worldwidebro/mc-008-music-production,https://worldwidebro.github.io/music-production/,mc-008-music-production
null,Stock Photography,Media,mvp,https://github.com/Worldwidebro/mc-009-stock-photography,https://worldwidebro.github.io/stock-photography/,mc-009-stock-photography
null,Stock Video,Media,mvp,https://github.com/Worldwidebro/mc-010-stock-video,https://worldwidebro.github.io/stock-video/,mc-010-stock-video
null,Online Magazine,Media,mvp,https://github.com/Worldwidebro/mc-011-online-magazine,https://worldwidebro.github.io/online-magazine/,mc-011-online-magazine
null,News Website,Media,validation,https://github.com/Worldwidebro/mc-012-news-website,https://worldwidebro.github.io/news-website/,mc-012-news-website
null,Streaming Platform,Media,planned,https://github.com/Worldwidebro/mc-013-streaming-platform,https://worldwidebro.github.io/streaming-platform/,mc-013-streaming-platform
null,Gaming Channel,Media,mvp,https://github.com/Worldwidebro/mc-014-gaming-channel,https://worldwidebro.github.io/gaming-channel/,mc-014-gaming-channel
null,Esports Team,Media,planned,https://github.com/Worldwidebro/mc-015-esports-team,https://worldwidebro.github.io/esports-team/,mc-015-esports-team
null,Virtual Events Platform,Media,planned,https://github.com/Worldwidebro/mc-016-virtual-events-platform,https://worldwidebro.github.io/virtual-events-platform/,mc-016-virtual-events-platform
null,Online Course Platform,Media,mvp,https://github.com/Worldwidebro/mc-017-online-course-platform,https://worldwidebro.github.io/online-course-platform/,mc-017-online-course-platform
null,Membership Site,Media,mvp,https://github.com/Worldwidebro/mc-018-membership-site,https://worldwidebro.github.io/membership-site/,mc-018-membership-site
null,Digital Download Store,Media,mvp,https://github.com/Worldwidebro/mc-019-digital-download-store,https://worldwidebro.github.io/digital-download-store/,mc-019-digital-download-store
null,Nft Marketplace,Media,planned,https://github.com/Worldwidebro/mc-020-nft-marketplace,https://worldwidebro.github.io/nft-marketplace/,mc-020-nft-marketplace
null,Online Tutoring Platform,Education,mvp,https://github.com/Worldwidebro/et-001-online-tutoring-platform,https://worldwidebro.github.io/online-tutoring-platform/,et-001-online-tutoring-platform
null,Language Learning App,Education,mvp,https://github.com/Worldwidebro/et-002-language-learning-app,https://worldwidebro.github.io/language-learning-app/,et-002-language-learning-app
null,Test Prep Service,Education,validation,https://github.com/Worldwidebro/et-003-test-prep-service,https://worldwidebro.github.io/test-prep-service/,et-003-test-prep-service
null,Coding Bootcamp,Education,validation,https://github.com/Worldwidebro/edu-005-coding-bootcamp,https://worldwidebro.github.io/coding-bootcamp/,edu-005-coding-bootcamp
null,Professional Certification,Education,validation,https://github.com/Worldwidebro/et-005-professional-certification,https://worldwidebro.github.io/professional-certification/,et-005-professional-certification
null,Corporate Training,Education,validation,https://github.com/Worldwidebro/edu-026-corporate-training-ai,https://worldwidebro.github.io/corporate-training/,edu-026-corporate-training-ai
null,Skills Assessment Platform,Education,planned,https://github.com/Worldwidebro/et-007-skills-assessment-platform,https://worldwidebro.github.io/skills-assessment-platform/,et-007-skills-assessment-platform
null,Career Coaching,Education,mvp,https://github.com/Worldwidebro/et-008-career-coaching,https://worldwidebro.github.io/career-coaching/,et-008-career-coaching
null,Resume Writing Service,Education,mvp,https://github.com/Worldwidebro/et-009-resume-writing-service,https://worldwidebro.github.io/resume-writing-service/,et-009-resume-writing-service
null,Interview Prep Platform,Education,mvp,https://github.com/Worldwidebro/et-010-interview-prep-platform,https://worldwidebro.github.io/interview-prep-platform/,et-010-interview-prep-platform
null,Mentorship Platform,Education,planned,https://github.com/Worldwidebro/et-011-mentorship-platform,https://worldwidebro.github.io/mentorship-platform/,et-011-mentorship-platform
null,Educational Content Library,Education,mvp,https://github.com/Worldwidebro/et-012-educational-content-library,https://worldwidebro.github.io/educational-content-library/,et-012-educational-content-library
null,Vr Training Simulations,Education,planned,https://github.com/Worldwidebro/et-013-vr-training-simulations,https://worldwidebro.github.io/vr-training-simulations/,et-013-vr-training-simulations
null,Gamified Learning App,Education,planned,https://github.com/Worldwidebro/et-014-gamified-learning-app,https://worldwidebro.github.io/gamified-learning-app/,et-014-gamified-learning-app
null,Homeschool Curriculum,Education,validation,https://github.com/Worldwidebro/et-015-homeschool-curriculum,https://worldwidebro.github.io/homeschool-curriculum/,et-015-homeschool-curriculum
null,Saas Platform,Technology,mvp,https://github.com/async-labs/saas,https://worldwidebro.github.io/saas-platform/,saas
null,Mobile App Development,Technology,mvp,,,
null,Web Development Agency,Technology,mvp,,,
null,Custom Software Development,Technology,validation,https://github.com/zquestz/s,https://worldwidebro.github.io/custom-software-development/,s
null,Api Development,Technology,mvp,https://github.com/earendil-works/pi,https://worldwidebro.github.io/api-development/,pi
null,Cloud Infrastructure,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/cloud-infrastructure/,s
null,Devops Consulting,Technology,validation,https://github.com/zquestz/s,https://worldwidebro.github.io/devops-consulting/,s
null,Cybersecurity Service,Technology,validation,https://github.com/zquestz/s,https://worldwidebro.github.io/cybersecurity-service/,s
null,Data Analytics Platform,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/data-analytics-platform/,s
null,Business Intelligence Tool,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/business-intelligence-tool/,s
null,Crm Platform,Technology,planned,https://github.com/trycompai/crm,https://worldwidebro.github.io/crm-platform/,crm
null,Project Management Tool,Technology,planned,,,
null,Communication Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/communication-platform/,platform
null,Collaboration Software,Technology,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/collaboration-software/,s
null,Automation Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/automation-platform/,platform
null,Ai,Technology,planned,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,https://worldwidebro.github.io/ai/,fin-033-ai-tax-preparation-service
null,Chatbot Builder,Technology,mvp,,,
null,E Commerce Platform,Technology,planned,https://github.com/Worldwidebro/ec-044-live-commerce-platform,https://worldwidebro.github.io/e-commerce-platform/,ec-044-live-commerce-platform
null,Payment Processing,Technology,validation,https://github.com/zquestz/s,https://worldwidebro.github.io/payment-processing/,s
null,Blockchain Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/blockchain-platform/,platform
null,Iot Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/iot-platform/,platform
null,Ar,Technology,planned,https://github.com/santifer/career-ops,https://worldwidebro.github.io/ar/,career-ops
null,Game Development,Technology,validation,,,
null,Marketing Automation,Technology,mvp,https://github.com/Worldwidebro/iza-os-marketing-automation-analytics-bot,https://worldwidebro.github.io/marketing-automation/,iza-os-marketing-automation-analytics-bot
null,Sales Automation,Technology,mvp,https://github.com/Worldwidebro/iza-os-sales-automation-monitoring-bot,https://worldwidebro.github.io/sales-automation/,iza-os-sales-automation-monitoring-bot
null,Hr Tech Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/hr-tech-platform/,platform
null,Legal Tech Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/legal-tech-platform/,platform
null,Health Tech Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/health-tech-platform/,platform
null,Edtech Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/edtech-platform/,platform
null,Proptech Platform,Technology,planned,https://github.com/hcengineering/platform,https://worldwidebro.github.io/proptech-platform/,platform
null,Angels In Daylight,Marketplace,planned,https://github.com/Worldwidebro/ec-001-angels-in-daylight,https://worldwidebro.github.io/angels-in-daylight/,ec-001-angels-in-daylight
null,New World Apparel,Marketplace,planned,https://github.com/Worldwidebro/ec-002-new-world-apparel,https://worldwidebro.github.io/new-world-apparel/,ec-002-new-world-apparel
null,Shopify Autopilot,Marketplace,planned,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/,ec-003-shopify-autopilot
null,Shoe Customizer,Marketplace,planned,https://github.com/Worldwidebro/ec-004-shoe-customizer,https://worldwidebro.github.io/shoe-customizer/,ec-004-shoe-customizer
null,Sunglasses Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-005-sunglasses-ai,https://worldwidebro.github.io/sunglasses-ai/,ec-005-sunglasses-ai
null,Dropship Hub,Marketplace,planned,https://github.com/Worldwidebro/ec-006-dropship-hub,https://worldwidebro.github.io/dropship-hub/,ec-006-dropship-hub
null,Personal Shopper Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-007-personal-shopper-ai,https://worldwidebro.github.io/personal-shopper-ai/,ec-007-personal-shopper-ai
null,Custom Sneaker Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai,https://worldwidebro.github.io/custom-sneaker-ai/,ec-008-custom-sneaker-ai
null,Sustainable Fashion Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai,https://worldwidebro.github.io/sustainable-fashion-ai/,ec-009-sustainable-fashion-ai
null,Jewelry Designer Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai,https://worldwidebro.github.io/jewelry-designer-ai/,ec-010-jewelry-designer-ai
null,Virtual Try On Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-011-virtual-try-on-ai,https://worldwidebro.github.io/virtual-try-on-ai/,ec-011-virtual-try-on-ai
null,Fashion Designer Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-012-fashion-designer-ai,https://worldwidebro.github.io/fashion-designer-ai/,ec-012-fashion-designer-ai
null,Merch Licensing,Marketplace,planned,https://github.com/Worldwidebro/ec-013-merch-licensing,https://worldwidebro.github.io/merch-licensing/,ec-013-merch-licensing
null,Subscription Box Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-014-subscription-box-ai,https://worldwidebro.github.io/subscription-box-ai/,ec-014-subscription-box-ai
null,Surf Gear Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-015-surf-gear-ai,https://worldwidebro.github.io/surf-gear-ai/,ec-015-surf-gear-ai
null,Ski Gear Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-016-ski-gear-ai,https://worldwidebro.github.io/ski-gear-ai/,ec-016-ski-gear-ai
null,Golf Gear Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-017-golf-gear-ai,https://worldwidebro.github.io/golf-gear-ai/,ec-017-golf-gear-ai
null,Fishing Gear Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-018-fishing-gear-ai,https://worldwidebro.github.io/fishing-gear-ai/,ec-018-fishing-gear-ai
null,Yoga Gear Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-019-yoga-gear-ai,https://worldwidebro.github.io/yoga-gear-ai/,ec-019-yoga-gear-ai
null,Costume Shop Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-020-costume-shop-ai,https://worldwidebro.github.io/costume-shop-ai/,ec-020-costume-shop-ai
null,Luggage Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-021-luggage-ai,https://worldwidebro.github.io/luggage-ai/,ec-021-luggage-ai
null,Home Appliance Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-022-home-appliance-ai,https://worldwidebro.github.io/home-appliance-ai/,ec-022-home-appliance-ai
null,Tool Shop Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-023-tool-shop-ai,https://worldwidebro.github.io/tool-shop-ai/,ec-023-tool-shop-ai
null,Garden Supply Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-024-garden-supply-ai,https://worldwidebro.github.io/garden-supply-ai/,ec-024-garden-supply-ai
null,Collectible Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-025-collectible-ai,https://worldwidebro.github.io/collectible-ai/,ec-025-collectible-ai
null,Hobby Shop Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-026-hobby-shop-ai,https://worldwidebro.github.io/hobby-shop-ai/,ec-026-hobby-shop-ai
null,Kids Toy Line,Marketplace,planned,https://github.com/Worldwidebro/ec-027-kids-toy-line,https://worldwidebro.github.io/kids-toy-line/,ec-027-kids-toy-line
null,Nft Fashion Licensing,Marketplace,planned,https://github.com/Worldwidebro/ec-028-nft-fashion-licensing,https://worldwidebro.github.io/nft-fashion-licensing/,ec-028-nft-fashion-licensing
null,Instant Brand Generator,Marketplace,planned,https://github.com/Worldwidebro/ec-029-instant-brand-generator,https://worldwidebro.github.io/instant-brand-generator/,ec-029-instant-brand-generator
null,Ai Product Photographer,Marketplace,planned,https://github.com/Worldwidebro/ec-030-ai-product-photographer,https://worldwidebro.github.io/ai-product-photographer/,ec-030-ai-product-photographer
null,Automated Inventory Forecaster,Marketplace,planned,https://github.com/Worldwidebro/ec-031-automated-inventory-forecaster,https://worldwidebro.github.io/automated-inventory-forecaster/,ec-031-automated-inventory-forecaster
null,Dynamic Pricing Engine,Marketplace,planned,https://github.com/Worldwidebro/ec-032-dynamic-pricing-engine,https://worldwidebro.github.io/dynamic-pricing-engine/,ec-032-dynamic-pricing-engine
null,Ad Optimizer Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-033-ad-optimizer-ai,https://worldwidebro.github.io/ad-optimizer-ai/,ec-033-ad-optimizer-ai
null,Recommendation Engine,Marketplace,planned,https://github.com/Worldwidebro/ec-034-recommendation-engine,https://worldwidebro.github.io/recommendation-engine/,ec-034-recommendation-engine
null,Review Aggregator Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-035-review-aggregator-ai,https://worldwidebro.github.io/review-aggregator-ai/,ec-035-review-aggregator-ai
null,Fulfillment Network Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-036-fulfillment-network-ai,https://worldwidebro.github.io/fulfillment-network-ai/,ec-036-fulfillment-network-ai
null,Return Optimization Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-037-return-optimization-ai,https://worldwidebro.github.io/return-optimization-ai/,ec-037-return-optimization-ai
null,Chatbot Customer Service,Marketplace,planned,https://github.com/Worldwidebro/ec-038-chatbot-customer-service,https://worldwidebro.github.io/chatbot-customer-service/,ec-038-chatbot-customer-service
null,Visual Search Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-039-visual-search-ai,https://worldwidebro.github.io/visual-search-ai/,ec-039-visual-search-ai
null,Abandoned Cart Recovery,Marketplace,planned,https://github.com/Worldwidebro/ec-040-abandoned-cart-recovery,https://worldwidebro.github.io/abandoned-cart-recovery/,ec-040-abandoned-cart-recovery
null,Seasonal Trend Predictor,Marketplace,planned,https://github.com/Worldwidebro/ec-041-seasonal-trend-predictor,https://worldwidebro.github.io/seasonal-trend-predictor/,ec-041-seasonal-trend-predictor
null,Influencer Matchmaker,Marketplace,planned,https://github.com/Worldwidebro/ec-042-influencer-matchmaker,https://worldwidebro.github.io/influencer-matchmaker/,ec-042-influencer-matchmaker
null,Ugc Content Aggregator,Marketplace,planned,https://github.com/Worldwidebro/ec-043-ugc-content-aggregator,https://worldwidebro.github.io/ugc-content-aggregator/,ec-043-ugc-content-aggregator
null,Live Commerce Platform,Marketplace,growth,https://github.com/Worldwidebro/ec-044-live-commerce-platform,https://worldwidebro.github.io/live-commerce-platform/,ec-044-live-commerce-platform
null,Ar Virtual Fitting Room,Marketplace,planned,https://github.com/Worldwidebro/ec-045-ar-virtual-fitting-room,https://worldwidebro.github.io/ar-virtual-fitting-room/,ec-045-ar-virtual-fitting-room
null,3D Product Viewer,Marketplace,growth,https://github.com/Worldwidebro/ec-046-3d-product-viewer,https://worldwidebro.github.io/3d-product-viewer/,ec-046-3d-product-viewer
null,Carbon Footprint Tracker,Marketplace,planned,https://github.com/Worldwidebro/ec-047-carbon-footprint-tracker,https://worldwidebro.github.io/carbon-footprint-tracker/,ec-047-carbon-footprint-tracker
null,Wholesale Marketplace Ai,Marketplace,planned,https://github.com/Worldwidebro/ec-048-wholesale-marketplace-ai,https://worldwidebro.github.io/wholesale-marketplace-ai/,ec-048-wholesale-marketplace-ai
null,Rental Marketplace,Marketplace,planned,https://github.com/Worldwidebro/ec-049-rental-marketplace,https://worldwidebro.github.io/rental-marketplace/,ec-049-rental-marketplace
null,Ai Product Descriptions,Marketplace,planned,https://github.com/Worldwidebro/ec-050-ai-product-descriptions,https://worldwidebro.github.io/ai-product-descriptions/,ec-050-ai-product-descriptions
null,Ai Email Marketing,Marketplace,planned,https://github.com/Worldwidebro/ec-051-ai-email-marketing,https://worldwidebro.github.io/ai-email-marketing/,ec-051-ai-email-marketing
null,Ai Product Bundler,Marketplace,planned,https://github.com/Worldwidebro/ec-052-ai-product-bundler,https://worldwidebro.github.io/ai-product-bundler/,ec-052-ai-product-bundler
null,Ai Visual Merchandiser,Marketplace,planned,https://github.com/Worldwidebro/ec-053-ai-visual-merchandiser,https://worldwidebro.github.io/ai-visual-merchandiser/,ec-053-ai-visual-merchandiser
null,Ai Demand Forecasting,Marketplace,planned,https://github.com/Worldwidebro/ec-054-ai-demand-forecasting,https://worldwidebro.github.io/ai-demand-forecasting/,ec-054-ai-demand-forecasting
null,Ai Warehouse Management,Marketplace,planned,https://github.com/Worldwidebro/ec-055-ai-warehouse-management,https://worldwidebro.github.io/ai-warehouse-management/,ec-055-ai-warehouse-management
null,Ai Supplier Matching,Marketplace,planned,https://github.com/Worldwidebro/ec-056-ai-supplier-matching,https://worldwidebro.github.io/ai-supplier-matching/,ec-056-ai-supplier-matching
null,Ai Quality Control,Marketplace,planned,https://github.com/Worldwidebro/ec-057-ai-quality-control,https://worldwidebro.github.io/ai-quality-control/,ec-057-ai-quality-control
null,Ai Packaging Designer,Marketplace,planned,https://github.com/Worldwidebro/ec-058-ai-packaging-designer,https://worldwidebro.github.io/ai-packaging-designer/,ec-058-ai-packaging-designer
null,Ai Logistics Planner,Marketplace,planned,https://github.com/Worldwidebro/ec-059-ai-logistics-planner,https://worldwidebro.github.io/ai-logistics-planner/,ec-059-ai-logistics-planner
null,Ai Customer Loyalty,Marketplace,planned,https://github.com/Worldwidebro/ec-060-ai-customer-loyalty,https://worldwidebro.github.io/ai-customer-loyalty/,ec-060-ai-customer-loyalty
null,Ai Gift Finder,Marketplace,planned,https://github.com/Worldwidebro/ec-061-ai-gift-finder,https://worldwidebro.github.io/ai-gift-finder/,ec-061-ai-gift-finder
null,Ai Trend Hunter,Marketplace,planned,https://github.com/Worldwidebro/ec-062-ai-trend-hunter,https://worldwidebro.github.io/ai-trend-hunter/,ec-062-ai-trend-hunter
null,Ai Market Research,Marketplace,planned,https://github.com/Worldwidebro/ec-063-ai-market-research,https://worldwidebro.github.io/ai-market-research/,ec-063-ai-market-research
null,Ai Competitor Watcher,Marketplace,planned,https://github.com/Worldwidebro/ec-064-ai-competitor-watcher,https://worldwidebro.github.io/ai-competitor-watcher/,ec-064-ai-competitor-watcher
null,Ai Product Development,Marketplace,planned,https://github.com/Worldwidebro/ec-065-ai-product-development,https://worldwidebro.github.io/ai-product-development/,ec-065-ai-product-development
null,Ai Customer Journey,Marketplace,planned,https://github.com/Worldwidebro/ec-066-ai-customer-journey,https://worldwidebro.github.io/ai-customer-journey/,ec-066-ai-customer-journey
null,Ai Payment Optimization,Marketplace,planned,https://github.com/Worldwidebro/ec-067-ai-payment-optimization,https://worldwidebro.github.io/ai-payment-optimization/,ec-067-ai-payment-optimization
null,Ai Returns Management,Marketplace,planned,https://github.com/Worldwidebro/ec-068-ai-returns-management,https://worldwidebro.github.io/ai-returns-management/,ec-068-ai-returns-management
null,Ai Shipping Labeler,Marketplace,planned,https://github.com/Worldwidebro/ec-069-ai-shipping-labeler,https://worldwidebro.github.io/ai-shipping-labeler/,ec-069-ai-shipping-labeler
null,Ai Product Launch Coach,Marketplace,planned,https://github.com/Worldwidebro/ec-070-ai-product-launch-coach,https://worldwidebro.github.io/ai-product-launch-coach/,ec-070-ai-product-launch-coach
null,Ai Vendor Negotiator,Marketplace,planned,https://github.com/Worldwidebro/ec-071-ai-vendor-negotiator,https://worldwidebro.github.io/ai-vendor-negotiator/,ec-071-ai-vendor-negotiator
null,Ai Product Cataloger,Marketplace,planned,https://github.com/Worldwidebro/ec-072-ai-product-cataloger,https://worldwidebro.github.io/ai-product-cataloger/,ec-072-ai-product-cataloger
null,Ai Order Prioritizer,Marketplace,planned,https://github.com/Worldwidebro/ec-073-ai-order-prioritizer,https://worldwidebro.github.io/ai-order-prioritizer/,ec-073-ai-order-prioritizer
null,Ai Customer Segmentation,Marketplace,planned,https://github.com/Worldwidebro/ec-074-ai-customer-segmentation,https://worldwidebro.github.io/ai-customer-segmentation/,ec-074-ai-customer-segmentation
null,Ai Pricing Analyst,Marketplace,planned,https://github.com/Worldwidebro/ec-075-ai-pricing-analyst,https://worldwidebro.github.io/ai-pricing-analyst/,ec-075-ai-pricing-analyst
null,Ai Sales Forecasting,Marketplace,planned,https://github.com/Worldwidebro/ec-076-ai-sales-forecasting,https://worldwidebro.github.io/ai-sales-forecasting/,ec-076-ai-sales-forecasting
null,Ai Inventory Reordering,Marketplace,planned,https://github.com/Worldwidebro/ec-077-ai-inventory-reordering,https://worldwidebro.github.io/ai-inventory-reordering/,ec-077-ai-inventory-reordering
null,Ai Product Comparison,Marketplace,planned,https://github.com/Worldwidebro/ec-078-ai-product-comparison,https://worldwidebro.github.io/ai-product-comparison/,ec-078-ai-product-comparison
null,Ai Customer Feedback,Marketplace,planned,https://github.com/Worldwidebro/ec-079-ai-customer-feedback,https://worldwidebro.github.io/ai-customer-feedback/,ec-079-ai-customer-feedback
null,Ai Product Updates,Marketplace,planned,https://github.com/Worldwidebro/ec-080-ai-product-updates,https://worldwidebro.github.io/ai-product-updates/,ec-080-ai-product-updates
null,Ai Cross Selling,Marketplace,planned,https://github.com/Worldwidebro/ec-081-ai-cross-selling,https://worldwidebro.github.io/ai-cross-selling/,ec-081-ai-cross-selling
null,Ai Up Selling,Marketplace,planned,https://github.com/Worldwidebro/ec-082-ai-up-selling,https://worldwidebro.github.io/ai-up-selling/,ec-082-ai-up-selling
null,Ai Product Education,Marketplace,planned,https://github.com/Worldwidebro/ec-083-ai-product-education,https://worldwidebro.github.io/ai-product-education/,ec-083-ai-product-education
null,Ai Purchase Timing,Marketplace,planned,https://github.com/Worldwidebro/ec-084-ai-purchase-timing,https://worldwidebro.github.io/ai-purchase-timing/,ec-084-ai-purchase-timing
