repo,venture_id,name,sector,band,completion_est,signal_quality,has_code,has_dashboard,has_payments,notes
ec-011-virtual-try-on-ai,EC-011-Virtual-Try-On-AI,Virtual Try On Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-012-fashion-designer-ai,EC-012-Fashion-Designer-AI,Fashion Designer Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-013-merch-licensing,EC-013-Merch-Licensing,Merch Licensing,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-014-subscription-box-ai,EC-014-Subscription-Box-AI,Subscription Box Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-015-surf-gear-ai,EC-015-Surf-Gear-AI,Surf Gear Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-016-ski-gear-ai,EC-016-Ski-Gear-AI,Ski Gear Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-017-golf-gear-ai,EC-017-Golf-Gear-AI,Golf Gear Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-018-fishing-gear-ai,EC-018-Fishing-Gear-AI,Fishing Gear Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-019-yoga-gear-ai,EC-019-Yoga-Gear-AI,Yoga Gear Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-020-costume-shop-ai,EC-020-Costume-Shop-AI,Costume Shop Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-021-luggage-ai,EC-021-Luggage-AI,Luggage Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-022-home-appliance-ai,EC-022-Home-Appliance-AI,Home Appliance Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-023-tool-shop-ai,EC-023-Tool-Shop-AI,Tool Shop Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-024-garden-supply-ai,EC-024-Garden-Supply-AI,Garden Supply Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-025-collectible-ai,EC-025-Collectible-AI,Collectible Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-026-hobby-shop-ai,EC-026-Hobby-Shop-AI,Hobby Shop Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-027-kids-toy-line,EC-027-Kids-Toy-Line,Kids Toy Line,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-028-nft-fashion-licensing,EC-028-NFT-Fashion-Licensing,Nft Fashion Licensing,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-029-instant-brand-generator,EC-029-Instant-Brand-Generator,Instant Brand Generator,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-030-ai-product-photographer,EC-030-AI-Product-Photographer,Ai Product Photographer,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-031-automated-inventory-forecaster,EC-031-Automated-Inventory-Forecaster,Automated Inventory Forecaster,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-032-dynamic-pricing-engine,EC-032-Dynamic-Pricing-Engine,Dynamic Pricing Engine,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-033-ad-optimizer-ai,EC-033-Ad-Optimizer-AI,Ad Optimizer Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-034-recommendation-engine,EC-034-Recommendation-Engine,Recommendation Engine,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-035-review-aggregator-ai,EC-035-Review-Aggregator-AI,Review Aggregator Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-036-fulfillment-network-ai,EC-036-Fulfillment-Network-AI,Fulfillment Network Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-037-return-optimization-ai,EC-037-Return-Optimization-AI,Return Optimization Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-038-chatbot-customer-service,EC-038-Chatbot-Customer-Service,Chatbot Customer Service,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-039-visual-search-ai,EC-039-Visual-Search-AI,Visual Search Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-040-abandoned-cart-recovery,EC-040-Abandoned-Cart-Recovery,Abandoned Cart Recovery,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-041-seasonal-trend-predictor,EC-041-Seasonal-Trend-Predictor,Seasonal Trend Predictor,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-042-influencer-matchmaker,EC-042-Influencer-Matchmaker,Influencer Matchmaker,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-043-ugc-content-aggregator,EC-043-UGC-Content-Aggregator,Ugc Content Aggregator,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-045-ar-virtual-fitting-room,EC-045-AR-Virtual-Fitting-Room,Ar Virtual Fitting Room,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-047-carbon-footprint-tracker,EC-047-Carbon-Footprint-Tracker,Carbon Footprint Tracker,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-048-wholesale-marketplace-ai,EC-048-Wholesale-Marketplace-AI,Wholesale Marketplace Ai,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-049-rental-marketplace,EC-049-Rental-Marketplace,Rental Marketplace,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-050-ai-product-descriptions,EC-050-AI-Product-Descriptions,Ai Product Descriptions,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-051-ai-email-marketing,EC-051-AI-Email-Marketing,Ai Email Marketing,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-052-ai-product-bundler,EC-052-AI-Product-Bundler,Ai Product Bundler,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-053-ai-visual-merchandiser,EC-053-AI-Visual-Merchandiser,Ai Visual Merchandiser,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-054-ai-demand-forecasting,EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-055-ai-warehouse-management,EC-055-AI-Warehouse-Management,Ai Warehouse Management,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-056-ai-supplier-matching,EC-056-AI-Supplier-Matching,Ai Supplier Matching,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-057-ai-quality-control,EC-057-AI-Quality-Control,Ai Quality Control,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-058-ai-packaging-designer,EC-058-AI-Packaging-Designer,Ai Packaging Designer,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-059-ai-logistics-planner,EC-059-AI-Logistics-Planner,Ai Logistics Planner,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-060-ai-customer-loyalty,EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-061-ai-gift-finder,EC-061-AI-Gift-Finder,Ai Gift Finder,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-062-ai-trend-hunter,EC-062-AI-Trend-Hunter,Ai Trend Hunter,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-063-ai-market-research,EC-063-AI-Market-Research,Ai Market Research,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-064-ai-competitor-watcher,EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-065-ai-product-development,EC-065-AI-Product-Development,Ai Product Development,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-066-ai-customer-journey,EC-066-AI-Customer-Journey,Ai Customer Journey,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-067-ai-payment-optimization,EC-067-AI-Payment-Optimization,Ai Payment Optimization,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-068-ai-returns-management,EC-068-AI-Returns-Management,Ai Returns Management,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-069-ai-shipping-labeler,EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-070-ai-product-launch-coach,EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-071-ai-vendor-negotiator,EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-072-ai-product-cataloger,EC-072-AI-Product-Cataloger,Ai Product Cataloger,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-073-ai-order-prioritizer,EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-074-ai-customer-segmentation,EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-075-ai-pricing-analyst,EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-076-ai-sales-forecasting,EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-077-ai-inventory-reordering,EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-078-ai-product-comparison,EC-078-AI-Product-Comparison,Ai Product Comparison,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-079-ai-customer-feedback,EC-079-AI-Customer-Feedback,Ai Customer Feedback,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-080-ai-product-updates,EC-080-AI-Product-Updates,Ai Product Updates,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-081-ai-cross-selling,EC-081-AI-Cross-Selling,Ai Cross Selling,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-082-ai-up-selling,EC-082-AI-Up-Selling,Ai Up Selling,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-083-ai-product-education,EC-083-AI-Product-Education,Ai Product Education,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-084-ai-purchase-timing,EC-084-AI-Purchase-Timing,Ai Purchase Timing,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-085-ai-customer-support,EC-085-AI-Customer-Support,Ai Customer Support,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-086-ai-order-tracking,EC-086-AI-Order-Tracking,Ai Order Tracking,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-087-ai-product-reviews,EC-087-AI-Product-Reviews,Ai Product Reviews,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-088-ai-customer-community,EC-088-AI-Customer-Community,Ai Customer Community,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-089-ai-product-customization,EC-089-AI-Product-Customization,Ai Product Customization,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-090-ai-gift-registry,EC-090-AI-Gift-Registry,Ai Gift Registry,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-091-ai-wedding-registry,EC-091-AI-Wedding-Registry,Ai Wedding Registry,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-092-ai-baby-registry,EC-092-AI-Baby-Registry,Ai Baby Registry,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-093-ai-holiday-planner,EC-093-AI-Holiday-Planner,Ai Holiday Planner,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-094-ai-personal-shopper,EC-094-AI-Personal-Shopper,Ai Personal Shopper,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-095-ai-color-match,EC-095-AI-Color-Match,Ai Color Match,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-096-ai-fabric-advisor,EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-097-ai-fit-recommendation,EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-098-ai-outfit-builder,EC-098-AI-Outfit-Builder,Ai Outfit Builder,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-099-ai-seasonal-forecast,EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-100-ai-wardrobe-planner,EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-101-ai-accessory-match,EC-101-AI-Accessory-Match,Ai Accessory Match,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-102-ai-shoe-match,EC-102-AI-Shoe-Match,Ai Shoe Match,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-103-ai-jewelry-match,EC-103-AI-Jewelry-Match,Ai Jewelry Match,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-104-ai-bag-match,EC-104-AI-Bag-Match,Ai Bag Match,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-105-ai-color-palette,EC-105-AI-Color-Palette,Ai Color Palette,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-106-ai-outfit-recycling,EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-107-ai-style-evolution,EC-107-AI-Style-Evolution,Ai Style Evolution,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-108-ai-budget-stylist,EC-108-AI-Budget-Stylist,Ai Budget Stylist,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-109-ai-trend-archive,EC-109-AI-Trend-Archive,Ai Trend Archive,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
ec-110-ai-vintage-advisor,EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,e-commerce,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-001-youth-entrepreneurship-curriculum,EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-002-ai-literacy-program,EDU-002-AI-Literacy-Program,Ai Literacy Program,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-003-coding-mentor-certification,EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-004-real-estate-licensing-prep,EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-005-coding-bootcamp,EDU-005-Coding-Bootcamp,Coding Bootcamp,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-007-ai-tutoring-platform,EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-008-branding-templates-marketplace,EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-009-voiceover-script-library,EDU-009-Voiceover-Script-Library,Voiceover Script Library,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-010-trade-skills-bootcamp,EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-011-franchise-blueprint-system,EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-012-low-income-housing-blueprint,EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-014-bipoc-creator-incubator,EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-015-ai-legal-doc-generator,EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-016-virtual-black-art-museum,EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-018-online-course-creator,EDU-018-Online-Course-Creator,Online Course Creator,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-019-executive-education-program,EDU-019-Executive-Education-Program,Executive Education Program,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-020-youth-stem-program,EDU-020-Youth-STEM-Program,Youth Stem Program,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-021-remote-work-certification,EDU-021-Remote-Work-Certification,Remote Work Certification,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-022-ai-research-assistant,EDU-022-AI-Research-Assistant,Ai Research Assistant,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-023-personal-finance-coach,EDU-023-Personal-Finance-Coach,Personal Finance Coach,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-024-language-learning-ai,EDU-024-Language-Learning-AI,Language Learning Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-025-test-preparation-ai,EDU-025-Test-Preparation-AI,Test Preparation Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-026-corporate-training-ai,EDU-026-Corporate-Training-AI,Corporate Training Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-027-medical-education-ai,EDU-027-Medical-Education-AI,Medical Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-028-legal-education-ai,EDU-028-Legal-Education-AI,Legal Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-029-music-education-ai,EDU-029-Music-Education-AI,Music Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-030-art-education-ai,EDU-030-Art-Education-AI,Art Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-031-physical-education-ai,EDU-031-Physical-Education-AI,Physical Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-032-environmental-education-ai,EDU-032-Environmental-Education-AI,Environmental Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-033-social-studies-ai,EDU-033-Social-Studies-AI,Social Studies Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-034-math-education-ai,EDU-034-Math-Education-AI,Math Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-035-science-education-ai,EDU-035-Science-Education-AI,Science Education Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-036-reading-comprehension-ai,EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-037-writing-instruction-ai,EDU-037-Writing-Instruction-AI,Writing Instruction Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-038-critical-thinking-ai,EDU-038-Critical-Thinking-AI,Critical Thinking Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-039-emotional-intelligence-ai,EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
edu-040-time-management-ai,EDU-040-Time-Management-AI,Time Management Ai,education,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-001-space-habitat-ai,EM-001-Space-Habitat-AI,Space Habitat Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-002-fusion-energy-ai,EM-002-Fusion-Energy-AI,Fusion Energy Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-003-teleportation-research-ai,EM-003-Teleportation-Research-AI,Teleportation Research Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-004-climate-solutions-ai,EM-004-Climate-Solutions-AI,Climate Solutions Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-005-holographic-events-ai,EM-005-Holographic-Events-AI,Holographic Events Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-006-neurofeedback-ai,EM-006-Neurofeedback-AI,Neurofeedback Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-007-autonomous-delivery-ai,EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-008-gene-editing-ai,EM-008-Gene-Editing-AI,Gene Editing Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-009-space-tourism-ai,EM-009-Space-Tourism-AI,Space Tourism Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-010-wearables-ai,EM-010-Wearables-AI,Wearables Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-011-metaverse-hub-ai,EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-012-energy-grid-ai,EM-012-Energy-Grid-AI,Energy Grid Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-013-brain-computer-interface,EM-013-Brain-Computer-Interface,Brain Computer Interface,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-014-ocean-cleanup-ai,EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-015-crypto-trading-ai,EM-015-Crypto-Trading-AI,Crypto Trading Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-016-synthetic-media-ai,EM-016-Synthetic-Media-AI,Synthetic Media Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-017-space-mining-ai,EM-017-Space-Mining-AI,Space Mining Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-018-vr-therapy-ai,EM-018-VR-Therapy-AI,Vr Therapy Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-019-weather-prediction-ai,EM-019-Weather-Prediction-AI,Weather Prediction Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-020-autonomous-farming-ai,EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-021-traffic-optimizer-ai,EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-022-smart-grid-ai,EM-022-Smart-Grid-AI,Smart Grid Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-023-disaster-prediction-ai,EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-024-nanotech-ai,EM-024-Nanotech-AI,Nanotech Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-025-personalized-medicine-ai,EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-026-ai-diagnostic-lab,EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-027-sustainable-cities-ai,EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-028-renewable-energy-ai,EM-028-Renewable-Energy-AI,Renewable Energy Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-029-climate-modeling-ai,EM-029-Climate-Modeling-AI,Climate Modeling Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-030-policy-advisor-ai,EM-030-Policy-Advisor-AI,Policy Advisor Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-031-governance-hub-ai,EM-031-Governance-Hub-AI,Governance Hub Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-032-global-challenges-ai,EM-032-Global-Challenges-AI,Global Challenges Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
em-033-space-exploration-ai,EM-033-Space-Exploration-AI,Space Exploration Ai,emerging,planned,5,stage-band-estimate,,,,no numeric completion field; banded from development_stage=planned
