venture_id,venture_name,sector,tier,department,control_type,revenue_model,capability_score,confidence,top_repo,dependencies
89eda625-6182-4a89-b469-d3a926f16591,Math Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
649519c6-9a3d-4213-bf0e-06d17caecd6d,Writing Instruction Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5a37a3c2-1d1d-47ef-b37a-33ab4e203cf0,Critical Thinking Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6c67f50e-b6ae-44d8-9107-2482914ed3f5,Ai Vendor Negotiator,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c60f76e3-d4fb-4978-aca2-9f38198a4cf2,Workflow Automation,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
7b51ad29-9423-424f-83e9-e3865cc498ef,Ai Customer Segmentation,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
35cda89c-dc7c-4391-8323-5d8237921766,Ai Sales Forecasting,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5d1dba3e-c471-4576-8a95-3046773736d3,Ai Inventory Reordering,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f999b069-6bfe-47b6-9291-64f2477fe2cf,Ai Product Comparison,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f9cf7ded-9f65-4bf8-851f-45c3a927951b,Ai Customer Feedback,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5db8782d-eae9-4d82-a273-695467be0159,Ai Product Updates,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
fe3f5bec-194c-4cc5-a5b9-bb7eb4f0d768,Ai Cross Selling,market,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
863af29c-17ba-4e86-b796-048d1a97a443,Ai Purchase Timing,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7ac61052-8b16-4926-9d1c-180d55d137a7,Public Event Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
465f5a33-6a8b-4bf2-847b-4a465c95e144,Community Cultural Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b746feb5-f28a-4b19-b5fd-99a4134f0811,Space Habitat Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
3b81aa14-8681-4f7e-97c5-779f95583946,Fusion Energy Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d35482fa-2f2f-4f1d-a547-e8ba9939523e,Climate Solutions Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f9417c58-3412-4b2a-8f60-5935fb4b7880,Holographic Events Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
462dc7ad-c2e9-4d02-a180-c1e675dc609a,Autonomous Delivery Ai,ai,5,LOGISTICS,PLATFORM,system-fees,0.00,low,LightRAG,none
9f0ce87e-c94f-46c2-a3a6-3deca7f1683f,Space Tourism Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f362e4a1-9b2a-4210-841c-32e5849f033c,Wearables Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
61f08d5a-e28a-4569-a632-21becabb0eb5,Metaverse Hub Ai,ai,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
df80379c-7d48-40cb-8e3e-5837f6f71f95,Brain Computer Interface,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
cdb90c3f-c73c-4124-917f-e880bf648e9f,Crypto Trading Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
70e9d207-5837-4acd-af2d-023fbab7ea82,Synthetic Media Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
183352d5-3ad0-46bc-830f-4609de0c8361,Ai Customer Support,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
31c6fede-cbc0-44a0-8617-11c205aa0d84,Ai Order Tracking,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d16e5b60-facb-48d4-a756-1eb320e77b48,Ai Product Reviews,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1c5521f5-b350-4cb0-b3a4-34736d9d383b,Ai Order Prioritizer,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
dd8c7cb1-1fd7-45b2-9518-3d7bec60cf89,Ai Wedding Registry,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8d5ae8d2-1bbc-4f9f-b4d7-7ecc849614c9,Ai Baby Registry,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c7b8d47f-618a-457e-956d-ca1ea69613ef,Peacebuilding Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
cbc1103d-7555-46c6-bd06-d1e9a252d114,Ai Climate Adaptation,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d985554c-f2b7-4b93-9c0d-fb6415d1bcdf,Space Agriculture Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f04481bb-b6e9-4e0d-bad1-2480feed4a8f,Quantum Communication Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
310c6e69-8b89-4b1f-b438-dc63dd0bc542,Smart City Governance,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
af7e5551-0af1-4c68-8358-cfdb842b2750,Ai Environmental Monitoring,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4f9fc8f1-343e-4350-b721-507bd19da93c,Space Manufacturing Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b,Ai Personal Shopper,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
57f222b2-4bd7-47fe-a6b9-4ca9fb85f397,Ai Color Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b908c142-2cd7-4dd3-80a3-333072fc2139,Ai Fabric Advisor,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
248ceb22-f8ba-41b3-81e0-83deabb758af,Ai Outfit Builder,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
507946b2-75db-480d-a46c-011213b4797f,Ai Wardrobe Planner,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
efb86511-f300-4a3b-b79c-fd66c475c586,Ai Accessory Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e6196ee6-bfda-4687-bff6-2ca57d6b5f4c,Ai Shoe Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
59e5eaf3-ebcb-4166-b3f7-ad1535df269d,Ai Bag Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d6153a57-d968-48fd-aa9f-bf8ba187b554,Ai Color Palette,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
75c46304-481e-4f5e-9d1a-ab0474e66c89,Ai Outfit Recycling,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f18dc898-2522-49f6-928c-7f9ca7598d20,Ai Style Evolution,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b389eacf-e7a7-48d9-8fd7-1d99d2dc97e5,Quantum Algorithm Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d3b24622-a957-4a68-9bb4-dc9e00d6a245,Ai Compliance Scanner,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ede0bdfb-19e6-42a3-935b-4850be760652,Cloud Management Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8b0bf5f8-d060-4167-9db6-516793066349,Voice Assistant Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
374e89eb-cbba-4476-ae24-9d60206b3dbe,Space Tourism Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a306d181-86e5-4256-92ba-c37849a7cd19,Cybersecurity Shield,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
b562bbaa-659e-4974-8264-80065d382b01,Smart Home Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
19572aad-b666-44dc-aff0-f39d630ece7d,Supply Chain Optimizer,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
dadadc33-e64c-4c6e-a47b-4cafc13052ad,Data Visualization Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a81be96a-951a-4afd-95c3-5cf9ef8bd6a4,Image Recognition Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
785ecd3a-9d1b-4465-a65d-fdd093c2a41d,Video Editor Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
9c46c082-a263-4568-be84-f7ffabec8eda,Speech To Text Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8c27a047-693c-4e80-a4d9-d1fee4b14e6d,Text To Speech Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7220407f-5263-4c7e-9cc4-67593b853661,Recommendation Engine,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
773b0048-8659-477f-8859-8378495dc667,Network Security Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
95c489ba-d841-4d94-977c-b33190309d97,Database Optimizer,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4eb03215-ebec-4529-b315-9bd4094687b8,Virtual Assistant Builder,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
ce33a2c6-164f-4af3-9caf-18d68ce7eb19,Ai Ethics Auditor,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a4ee6bdf-0333-4f5f-b69e-d78b5ddc478a,Predictive Analytics Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8403d2c5-67ed-441c-bc22-8cae50439488,Ai Training Platform,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
2fb6e87b-cb75-429f-b212-1b62959a69d6,Ai Monitoring System,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
484527cc-44f6-43f6-af66-a5d5744c370d,Edge Computing Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8c1bf10c-3b77-4866-9a66-9d6cf79ca183,Ai Integration Hub,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
983772dd-4f7e-47ce-afc6-99391b68aa7b,Ai Compliance Scanner,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ad144268-9278-4730-aac8-5ca2410c6e9c,Cloud Management Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
76da1050-6573-4962-acd6-03457e2ab645,Robotics Training Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
784227e4-eee7-42d3-81dd-56c84e2bd49b,Customer Insights Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a0752d71-eb3d-4ba9-90b8-5f614fbaf4b6,Cybersecurity Shield,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0,Smart Home Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d7c6d5b8-6783-493c-bb58-1d185806c1e3,Space Mining Ai,ai,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
dc041a65-d057-4b51-8f6a-ba84c53fb0a2,Workflow Automation,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
7d04489d-5b1e-4e2b-afb2-68b64e768ed9,Sentiment Analyzer,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
de1cd4e3-c1c1-4413-9ebf-38e5cc542990,Image Recognition Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d798fded-ea57-4f57-bc7b-d8da7dd04c61,Text To Speech Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d07a8663-445f-490b-a178-ac2d19a5120e,Fraud Prevention Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
bf1ac472-40b5-4a68-8fc7-cb950d4cd142,Recommendation Engine,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
a1fe0e85-0c38-4f3c-8f31-a6170dddfa05,Database Optimizer,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f056380a-41a5-4b71-b862-f0617adffbb6,Ai Testing Platform,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
dbf8bf61-5599-467c-b5ad-fc1b6e3e4f83,Virtual Assistant Builder,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
5c2c7466-5d9e-4407-ae8f-1df9d3b589a4,Ai Ethics Auditor,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
557a4aa2-7e4e-4eb6-8970-59813355bf0f,Predictive Analytics Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b416b597-7785-44d4-b385-3474f465f588,Fractional Cto Agency,infra,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
ac384256-9843-484a-b8af-07a7c2e700e5,Supply Chain Optimizer,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1fb0e709-9257-4ae0-813c-6cb58db2e67f,Inventory Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c81d179b-e9bd-4621-9ca6-4549ad54a4c5,Project Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8bbadd79-cc3b-4b86-8e03-cfcf42ba8020,Document Automation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
bd4104e7-b7a8-46ff-a812-ab83ea81e18f,Recruitment Ai,infra,5,STAFFING,PLATFORM,system-fees,0.00,low,LightRAG,none
df8ee065-d3df-42ba-965a-36aa4447dad0,Onboarding Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5aa9e65e-074b-4408-807c-0a61a3933178,Performance Review Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ca25a4c2-eb95-4398-8a59-9582d5b1d55e,It Support Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
fafe2c68-f76b-4d84-9253-8ea7ac027ba4,Contract Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
72608f4f-f023-4385-821e-8ad4f20052ac,Compliance Monitoring Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2dbe782e-9a2d-4c1d-876f-1809ee9b1044,Quality Control Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4f726b51-54a4-472d-9f27-78ae5868efb5,Data Visualization Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
99b6908a-8869-480f-9cc3-f82e3ee15e00,Document Security Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f7a0bd5f-e055-49a7-87ad-36d53d8998c6,Knowledge Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
933b10c3-7a89-4d1b-82b1-febd2e6a61c1,Resource Allocation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4f023153-7cc2-4fd6-a3cd-f26cd8027276,Budget Planning Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
783ccaf8-0436-4f3d-9284-79e695dcdf33,Cost Optimization Ai,infra,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
2b217759-65d7-4d87-bced-0e92d53f7731,Procurement Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
64ce1558-ee32-401f-b32d-282226c6334b,Contract Negotiation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a261645e-f15b-413d-8da7-a5322ba956df,Legal Document Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2f16da0b-8695-4e68-afe3-b40d36cb83ea,Compliance Reporting Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
213c42db-79a1-4d1f-84da-4f7fe03ab2fd,Employee Engagement Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
39a765a6-ab7e-4202-a7a0-2f46f2770030,Workspace Design Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a308c3f3-0233-459a-9e84-6bdc4cfa3643,Energy Efficiency Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
cb23cdff-eb11-4032-b28c-bdeb2ba30206,Disaster Recovery Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
47f63152-0995-4ec3-b05a-aa6fa827cbd7,It Asset Management,infra,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
60a726f2-9209-404b-a0e5-dccb069e47e3,Cloud Cost Management,infra,3,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
b1d14f32-5a17-4f6a-93a2-e6b71b9df4f9,Data Governance Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
66f63ebc-0cf0-41c6-87e0-ece2ac619d71,Software Licensing Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
622c2502-572f-453f-93f4-13b966aa4d29,It Procurement Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
95727391-6ad0-4fd1-9802-046ed618ca5d,System Integration Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b3f6845c-1dcd-49dd-942a-d40a725a0c33,Compliance Audit Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ebb70e0c-1063-4a75-a802-6388956cf2c9,Document Collaboration Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b4aadd69-a0cd-4372-accb-0f10755d6931,Video Conferencing Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d948b9d2-9bdc-4bfc-9844-a1e41782328d,Calendar Optimization Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
36187a90-6ff7-4f05-8b4f-a38f837a560f,Time Tracking Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6157c3ab-7857-4765-b145-e5fc04344d95,Time Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ea968b19-2da6-411f-b8be-2afe004e4eea,Meeting Minutes Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
36b4103e-f7c1-4c87-a4fb-3c4d6d989890,Form Automation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5ed5ea2b-a0c7-49c6-88af-40910a9737b4,Analytics Platform Ai,infra,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
46887285-5cb6-44c2-a347-9f941465932c,Data Cleaning Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1982f9d5-9906-4258-b726-8b7a1dc134ad,Youth Entrepreneurship Curriculum,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
f46b7bb4-f6c6-48f8-ba17-40df684211eb,Coding Mentor Certification,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
441ec840-4799-4986-b515-9b687e0ea01a,Real Estate Licensing Prep,edtech,5,REAL_ESTATE,PLATFORM,system-fees,0.00,low,LightRAG,none
f3a1e437-3730-4ecc-93de-8bd39ce4ab73,Coding Bootcamp,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
76fc699c-07a5-47f1-850b-1b87d4b09383,Ai Tutoring Platform,edtech,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
50fdd75b-08e3-4b25-adb5-3252b0218edc,Voiceover Script Library,edtech,4,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,ast-analysis|authentication
ec0ff7a7-721f-46a0-90a3-e3844221e78f,Trade Skills Bootcamp,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
ddd8bd06-d375-4481-bbc8-094e7dd3297a,Franchise Blueprint System,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
5e6d3547-fc5a-4511-b7dc-ea829aff7b17,Automated Empire Book,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
cbd335a4-72a4-4872-ae3d-cf1ba1a704d3,Bipoc Creator Incubator,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
dc8b2b20-b9d9-4fe4-a751-0a6c19e15f63,Virtual Black Art Museum,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
563d83e2-b55d-4660-8124-578d94f48393,Ai Coding Tutor,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
32788fce-aee1-4580-be35-f23a5ba2e185,Executive Education Program,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
eab49199-7a5e-43e3-b17a-7783f2ba88df,Youth Stem Program,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
57714f4e-8b35-4ba2-acd6-be638b5651bc,Remote Work Certification,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
f24c9f6e-f7d9-45e2-b7c3-eb3983488101,Ai Research Assistant,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
53d29854-db4f-4077-9bc4-a425e90dd022,Quantum Algorithm Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1beee46c-512a-4465-bea0-930c5cf9b6c4,Voice Assistant Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b0c2ff55-8805-49a7-bd66-0e33ea1eda89,Task Prioritization Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5dd46624-6e8a-467e-9e4b-b23248929ede,Community Garden Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
01f74934-8d29-4292-86d9-4a5c6af217ed,Trade Finance Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b0ebffe2-21fe-4d7f-917a-1c648598d852,Medical Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7db5a21d-82bf-48aa-a931-5e6b014afa57,Legal Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c90e4c85-735c-4771-a7b5-d25aff635d61,Art Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
fdfc8bd5-9c3f-484f-8fbe-dcf2287efe1c,Physical Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
46361eff-dc42-4c53-bb98-9c307b472ff2,Environmental Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
db4cffab-87d5-450e-a9c6-6aa34417c735,Math Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
85ce4f91-864f-40b1-946b-d9c061866584,Writing Instruction Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
da90d565-e3c0-4f88-b518-d36ebcd01c9b,Critical Thinking Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6dbf2ae4-e7cb-4a89-a953-7f7810fff452,Emotional Intelligence Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f2dd65e6-3f8c-4797-8d8f-b00486d6c65a,Time Management Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c4a823cd-b52a-41a9-bea1-1a9762807f93,Brotherhood Coaching Network,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
a0243d57-44bb-4d84-b65b-6f365551c43a,Community Outreach Nonprofit,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
