repo_name,github_url,type,sector,disk_mb,last_pushed,stars,status,notes
con-002-residential-construction,https://github.com/Worldwidebro/con-002-residential-construction,venture,CON,21,2026-04-16,0,ACTIVE,
con-003-commercial-construction,https://github.com/Worldwidebro/con-003-commercial-construction,venture,CON,21,2026-04-16,0,ACTIVE,
con-005-construction-equipment-rental,https://github.com/Worldwidebro/con-005-construction-equipment-rental,venture,CON,21,2026-04-16,0,ACTIVE,
con-004-industrial-construction,https://github.com/Worldwidebro/con-004-industrial-construction,venture,CON,21,2026-04-16,0,ACTIVE,
con-006-construction-project-management,https://github.com/Worldwidebro/con-006-construction-project-management,venture,CON,21,2026-04-16,0,ACTIVE,
con-007-green-building-services,https://github.com/Worldwidebro/con-007-green-building-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-008-home-renovation-services,https://github.com/Worldwidebro/con-008-home-renovation-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-011-electrical-services,https://github.com/Worldwidebro/con-011-electrical-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-012-hvac-services,https://github.com/Worldwidebro/con-012-hvac-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-013-painting-services,https://github.com/Worldwidebro/con-013-painting-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-014-flooring-services,https://github.com/Worldwidebro/con-014-flooring-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-015-landscaping-services,https://github.com/Worldwidebro/con-015-landscaping-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-016-demolition-services,https://github.com/Worldwidebro/con-016-demolition-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-017-concrete-services,https://github.com/Worldwidebro/con-017-concrete-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-018-carpentry-services,https://github.com/Worldwidebro/con-018-carpentry-services,venture,CON,21,2026-04-16,0,ACTIVE,
con-019-window-installation,https://github.com/Worldwidebro/con-019-window-installation,venture,CON,21,2026-04-16,0,ACTIVE,
con-020-insulation-services,https://github.com/Worldwidebro/con-020-insulation-services,venture,CON,21,2026-04-16,0,ACTIVE,
fin-002-credit-repair-automation,https://github.com/Worldwidebro/fin-002-credit-repair-automation,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-003-ai-boss-hub-lite,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-004-genixbanks-ai-treasurer,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-005-u-haul-rental-affiliate,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-007-business-credit-building,https://github.com/Worldwidebro/fin-007-business-credit-building,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-008-business-formation-services,https://github.com/Worldwidebro/fin-008-business-formation-services,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-010-ai-powered-garbage-collection,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-011-automated-bookkeeping,https://github.com/Worldwidebro/fin-011-automated-bookkeeping,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-012-invoice-factoring-ai,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-013-charity-donation-ai,https://github.com/Worldwidebro/fin-013-charity-donation-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-014-expense-tracker-ai,https://github.com/Worldwidebro/fin-014-expense-tracker-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-015-financial-wellness-coach,https://github.com/Worldwidebro/fin-015-financial-wellness-coach,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-016-trade-finance-ai,https://github.com/Worldwidebro/fin-016-trade-finance-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-017-remittance-ai,https://github.com/Worldwidebro/fin-017-remittance-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-018-wealth-transfer-ai,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fin-019-payment-gateway-ai,https://github.com/Worldwidebro/fin-019-payment-gateway-ai,venture,FIN,21,2026-04-16,0,ACTIVE,
fs-001-gym,https://github.com/Worldwidebro/fs-001-gym,other,OTHER,21,2026-04-16,0,ACTIVE,
fs-016-fitness-app,https://github.com/Worldwidebro/fs-016-fitness-app,other,OTHER,21,2026-04-16,0,ACTIVE,
ec-072-ai-product-cataloger,https://github.com/Worldwidebro/ec-072-ai-product-cataloger,venture,EC,20,2026-06-22,0,ACTIVE,
ec-050-ai-product-descriptions,https://github.com/Worldwidebro/ec-050-ai-product-descriptions,venture,EC,20,2026-06-22,0,ACTIVE,
ec-030-ai-product-photographer,https://github.com/Worldwidebro/ec-030-ai-product-photographer,venture,EC,20,2026-06-22,0,ACTIVE,
ec-044-live-commerce-platform,https://github.com/Worldwidebro/ec-044-live-commerce-platform,venture,EC,20,2026-04-16,0,ACTIVE,
fs-008-online-coaching,https://github.com/Worldwidebro/fs-008-online-coaching,other,OTHER,20,2026-04-16,0,ACTIVE,
fs-018-gym-management-software,https://github.com/Worldwidebro/fs-018-gym-management-software,other,OTHER,20,2026-04-16,0,ACTIVE,
ec-013-merch-licensing,https://github.com/Worldwidebro/ec-013-merch-licensing,venture,EC,19,2026-06-22,0,ACTIVE,
ec-010-jewelry-designer-ai,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai,venture,EC,19,2026-04-16,0,ACTIVE,
ec-011-virtual-try-on-ai,https://github.com/Worldwidebro/ec-011-virtual-try-on-ai,venture,EC,19,2026-04-16,0,ACTIVE,
ec-028-nft-fashion-licensing,https://github.com/Worldwidebro/ec-028-nft-fashion-licensing,venture,EC,19,2026-04-16,0,ACTIVE,
ec-031-automated-inventory-forecaster,https://github.com/Worldwidebro/ec-031-automated-inventory-forecaster,venture,EC,19,2026-04-16,0,ACTIVE,
ec-036-fulfillment-network-ai,https://github.com/Worldwidebro/ec-036-fulfillment-network-ai,venture,EC,19,2026-04-16,0,ACTIVE,
ec-037-return-optimization-ai,https://github.com/Worldwidebro/ec-037-return-optimization-ai,venture,EC,19,2026-04-16,0,ACTIVE,
ec-038-chatbot-customer-service,https://github.com/Worldwidebro/ec-038-chatbot-customer-service,venture,EC,19,2026-04-16,0,ACTIVE,
ec-041-seasonal-trend-predictor,https://github.com/Worldwidebro/ec-041-seasonal-trend-predictor,venture,EC,19,2026-04-16,0,ACTIVE,
ec-040-abandoned-cart-recovery,https://github.com/Worldwidebro/ec-040-abandoned-cart-recovery,venture,EC,19,2026-04-16,0,ACTIVE,
ec-043-ugc-content-aggregator,https://github.com/Worldwidebro/ec-043-ugc-content-aggregator,venture,EC,19,2026-04-16,0,ACTIVE,
ec-053-ai-visual-merchandiser,https://github.com/Worldwidebro/ec-053-ai-visual-merchandiser,venture,EC,19,2026-04-16,0,ACTIVE,
ec-055-ai-warehouse-management,https://github.com/Worldwidebro/ec-055-ai-warehouse-management,venture,EC,19,2026-04-16,0,ACTIVE,
ec-056-ai-supplier-matching,https://github.com/Worldwidebro/ec-056-ai-supplier-matching,venture,EC,19,2026-04-16,0,ACTIVE,
ec-059-ai-logistics-planner,https://github.com/Worldwidebro/ec-059-ai-logistics-planner,venture,EC,19,2026-04-16,0,ACTIVE,
ec-060-ai-customer-loyalty,https://github.com/Worldwidebro/ec-060-ai-customer-loyalty,venture,EC,19,2026-04-16,0,ACTIVE,
ec-066-ai-customer-journey,https://github.com/Worldwidebro/ec-066-ai-customer-journey,venture,EC,19,2026-04-16,0,ACTIVE,
ec-067-ai-payment-optimization,https://github.com/Worldwidebro/ec-067-ai-payment-optimization,venture,EC,19,2026-04-16,0,ACTIVE,
ec-071-ai-vendor-negotiator,https://github.com/Worldwidebro/ec-071-ai-vendor-negotiator,venture,EC,19,2026-04-16,0,ACTIVE,
ec-074-ai-customer-segmentation,https://github.com/Worldwidebro/ec-074-ai-customer-segmentation,venture,EC,19,2026-04-16,0,ACTIVE,
ec-079-ai-customer-feedback,https://github.com/Worldwidebro/ec-079-ai-customer-feedback,venture,EC,19,2026-04-16,0,ACTIVE,
ec-088-ai-customer-community,https://github.com/Worldwidebro/ec-088-ai-customer-community,venture,EC,19,2026-04-16,0,ACTIVE,
ec-099-ai-seasonal-forecast,https://github.com/Worldwidebro/ec-099-ai-seasonal-forecast,venture,EC,19,2026-04-16,0,ACTIVE,
ec-012-fashion-designer-ai,https://github.com/Worldwidebro/ec-012-fashion-designer-ai,venture,EC,18,2026-06-22,0,ACTIVE,
ec-009-sustainable-fashion-ai,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai,venture,EC,18,2026-06-22,0,ACTIVE,
ec-003-shopify-autopilot,https://github.com/Worldwidebro/ec-003-shopify-autopilot,venture,EC,18,2026-06-22,0,ACTIVE,
ec-004-shoe-customizer,https://github.com/Worldwidebro/ec-004-shoe-customizer,venture,EC,18,2026-04-16,0,ACTIVE,
ec-005-sunglasses-ai,https://github.com/Worldwidebro/ec-005-sunglasses-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-007-personal-shopper-ai,https://github.com/Worldwidebro/ec-007-personal-shopper-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-008-custom-sneaker-ai,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-014-subscription-box-ai,https://github.com/Worldwidebro/ec-014-subscription-box-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-015-surf-gear-ai,https://github.com/Worldwidebro/ec-015-surf-gear-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-017-golf-gear-ai,https://github.com/Worldwidebro/ec-017-golf-gear-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-018-fishing-gear-ai,https://github.com/Worldwidebro/ec-018-fishing-gear-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-020-costume-shop-ai,https://github.com/Worldwidebro/ec-020-costume-shop-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-021-luggage-ai,https://github.com/Worldwidebro/ec-021-luggage-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-023-tool-shop-ai,https://github.com/Worldwidebro/ec-023-tool-shop-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-024-garden-supply-ai,https://github.com/Worldwidebro/ec-024-garden-supply-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-027-kids-toy-line,https://github.com/Worldwidebro/ec-027-kids-toy-line,venture,EC,18,2026-04-16,0,ACTIVE,
ec-033-ad-optimizer-ai,https://github.com/Worldwidebro/ec-033-ad-optimizer-ai,venture,EC,18,2026-04-16,0,ACTIVE,
ec-034-recommendation-engine,https://github.com/Worldwidebro/ec-034-recommendation-engine,venture,EC,18,2026-04-16,0,ACTIVE,
ec-046-3d-product-viewer,https://github.com/Worldwidebro/ec-046-3d-product-viewer,venture,EC,18,2026-04-16,0,ACTIVE,
ec-049-rental-marketplace,https://github.com/Worldwidebro/ec-049-rental-marketplace,venture,EC,18,2026-04-16,0,ACTIVE,
ec-052-ai-product-bundler,https://github.com/Worldwidebro/ec-052-ai-product-bundler,venture,EC,18,2026-04-16,0,ACTIVE,
ec-057-ai-quality-control,https://github.com/Worldwidebro/ec-057-ai-quality-control,venture,EC,18,2026-04-16,0,ACTIVE,
ec-062-ai-trend-hunter,https://github.com/Worldwidebro/ec-062-ai-trend-hunter,venture,EC,18,2026-04-16,0,ACTIVE,
ec-063-ai-market-research,https://github.com/Worldwidebro/ec-063-ai-market-research,venture,EC,18,2026-04-16,0,ACTIVE,
ec-065-ai-product-development,https://github.com/Worldwidebro/ec-065-ai-product-development,venture,EC,18,2026-04-16,0,ACTIVE,
ec-075-ai-pricing-analyst,https://github.com/Worldwidebro/ec-075-ai-pricing-analyst,venture,EC,18,2026-04-16,0,ACTIVE,
ec-076-ai-sales-forecasting,https://github.com/Worldwidebro/ec-076-ai-sales-forecasting,venture,EC,18,2026-04-16,0,ACTIVE,
ec-078-ai-product-comparison,https://github.com/Worldwidebro/ec-078-ai-product-comparison,venture,EC,18,2026-04-16,0,ACTIVE,
ec-081-ai-cross-selling,https://github.com/Worldwidebro/ec-081-ai-cross-selling,venture,EC,18,2026-04-16,0,ACTIVE,
ec-082-ai-up-selling,https://github.com/Worldwidebro/ec-082-ai-up-selling,venture,EC,18,2026-04-16,0,ACTIVE,
ec-084-ai-purchase-timing,https://github.com/Worldwidebro/ec-084-ai-purchase-timing,venture,EC,18,2026-04-16,0,ACTIVE,
ec-085-ai-customer-support,https://github.com/Worldwidebro/ec-085-ai-customer-support,venture,EC,18,2026-04-16,0,ACTIVE,
ec-086-ai-order-tracking,https://github.com/Worldwidebro/ec-086-ai-order-tracking,venture,EC,18,2026-04-16,0,ACTIVE,
ec-089-ai-product-customization,https://github.com/Worldwidebro/ec-089-ai-product-customization,venture,EC,18,2026-04-16,0,ACTIVE,
ec-092-ai-baby-registry,https://github.com/Worldwidebro/ec-092-ai-baby-registry,venture,EC,18,2026-04-16,0,ACTIVE,
ec-094-ai-personal-shopper,https://github.com/Worldwidebro/ec-094-ai-personal-shopper,venture,EC,18,2026-04-16,0,ACTIVE,
ec-095-ai-color-match,https://github.com/Worldwidebro/ec-095-ai-color-match,venture,EC,18,2026-04-16,0,ACTIVE,
ec-097-ai-fit-recommendation,https://github.com/Worldwidebro/ec-097-ai-fit-recommendation,venture,EC,18,2026-04-16,0,ACTIVE,
ec-098-ai-outfit-builder,https://github.com/Worldwidebro/ec-098-ai-outfit-builder,venture,EC,18,2026-04-16,0,ACTIVE,
ec-101-ai-accessory-match,https://github.com/Worldwidebro/ec-101-ai-accessory-match,venture,EC,18,2026-04-16,0,ACTIVE,
ec-102-ai-shoe-match,https://github.com/Worldwidebro/ec-102-ai-shoe-match,venture,EC,18,2026-04-16,0,ACTIVE,
ec-104-ai-bag-match,https://github.com/Worldwidebro/ec-104-ai-bag-match,venture,EC,18,2026-04-16,0,ACTIVE,
ec-105-ai-color-palette,https://github.com/Worldwidebro/ec-105-ai-color-palette,venture,EC,18,2026-04-16,0,ACTIVE,
ec-107-ai-style-evolution,https://github.com/Worldwidebro/ec-107-ai-style-evolution,venture,EC,18,2026-04-16,0,ACTIVE,
ec-108-ai-budget-stylist,https://github.com/Worldwidebro/ec-108-ai-budget-stylist,venture,EC,18,2026-04-16,0,ACTIVE,
ec-109-ai-trend-archive,https://github.com/Worldwidebro/ec-109-ai-trend-archive,venture,EC,18,2026-04-16,0,ACTIVE,
ec-006-dropship-hub,https://github.com/Worldwidebro/ec-006-dropship-hub,venture,EC,17,2026-04-16,0,ACTIVE,
ec-016-ski-gear-ai,https://github.com/Worldwidebro/ec-016-ski-gear-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-019-yoga-gear-ai,https://github.com/Worldwidebro/ec-019-yoga-gear-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-022-home-appliance-ai,https://github.com/Worldwidebro/ec-022-home-appliance-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-025-collectible-ai,https://github.com/Worldwidebro/ec-025-collectible-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-026-hobby-shop-ai,https://github.com/Worldwidebro/ec-026-hobby-shop-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-029-instant-brand-generator,https://github.com/Worldwidebro/ec-029-instant-brand-generator,venture,EC,17,2026-04-16,0,ACTIVE,
ec-032-dynamic-pricing-engine,https://github.com/Worldwidebro/ec-032-dynamic-pricing-engine,venture,EC,17,2026-04-16,0,ACTIVE,
ec-035-review-aggregator-ai,https://github.com/Worldwidebro/ec-035-review-aggregator-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-039-visual-search-ai,https://github.com/Worldwidebro/ec-039-visual-search-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-042-influencer-matchmaker,https://github.com/Worldwidebro/ec-042-influencer-matchmaker,venture,EC,17,2026-04-16,0,ACTIVE,
ec-045-ar-virtual-fitting-room,https://github.com/Worldwidebro/ec-045-ar-virtual-fitting-room,venture,EC,17,2026-04-16,0,ACTIVE,
ec-047-carbon-footprint-tracker,https://github.com/Worldwidebro/ec-047-carbon-footprint-tracker,venture,EC,17,2026-04-16,0,ACTIVE,
ec-048-wholesale-marketplace-ai,https://github.com/Worldwidebro/ec-048-wholesale-marketplace-ai,venture,EC,17,2026-04-16,0,ACTIVE,
ec-051-ai-email-marketing,https://github.com/Worldwidebro/ec-051-ai-email-marketing,venture,EC,17,2026-04-16,0,ACTIVE,
ec-054-ai-demand-forecasting,https://github.com/Worldwidebro/ec-054-ai-demand-forecasting,venture,EC,17,2026-04-16,0,ACTIVE,
ec-058-ai-packaging-designer,https://github.com/Worldwidebro/ec-058-ai-packaging-designer,venture,EC,17,2026-04-16,0,ACTIVE,
ec-061-ai-gift-finder,https://github.com/Worldwidebro/ec-061-ai-gift-finder,venture,EC,17,2026-04-16,0,ACTIVE,
ec-064-ai-competitor-watcher,https://github.com/Worldwidebro/ec-064-ai-competitor-watcher,venture,EC,17,2026-04-16,0,ACTIVE,
ec-068-ai-returns-management,https://github.com/Worldwidebro/ec-068-ai-returns-management,venture,EC,17,2026-04-16,0,ACTIVE,
ec-069-ai-shipping-labeler,https://github.com/Worldwidebro/ec-069-ai-shipping-labeler,venture,EC,17,2026-04-16,0,ACTIVE,
ec-070-ai-product-launch-coach,https://github.com/Worldwidebro/ec-070-ai-product-launch-coach,venture,EC,17,2026-04-16,0,ACTIVE,
ec-073-ai-order-prioritizer,https://github.com/Worldwidebro/ec-073-ai-order-prioritizer,venture,EC,17,2026-04-16,0,ACTIVE,
ec-077-ai-inventory-reordering,https://github.com/Worldwidebro/ec-077-ai-inventory-reordering,venture,EC,17,2026-04-16,0,ACTIVE,
ec-080-ai-product-updates,https://github.com/Worldwidebro/ec-080-ai-product-updates,venture,EC,17,2026-04-16,0,ACTIVE,
ec-083-ai-product-education,https://github.com/Worldwidebro/ec-083-ai-product-education,venture,EC,17,2026-04-16,0,ACTIVE,
ec-087-ai-product-reviews,https://github.com/Worldwidebro/ec-087-ai-product-reviews,venture,EC,17,2026-04-16,0,ACTIVE,
ec-090-ai-gift-registry,https://github.com/Worldwidebro/ec-090-ai-gift-registry,venture,EC,17,2026-04-16,0,ACTIVE,
ec-091-ai-wedding-registry,https://github.com/Worldwidebro/ec-091-ai-wedding-registry,venture,EC,17,2026-04-16,0,ACTIVE,
ec-093-ai-holiday-planner,https://github.com/Worldwidebro/ec-093-ai-holiday-planner,venture,EC,17,2026-04-16,0,ACTIVE,
ec-096-ai-fabric-advisor,https://github.com/Worldwidebro/ec-096-ai-fabric-advisor,venture,EC,17,2026-04-16,0,ACTIVE,
ec-100-ai-wardrobe-planner,https://github.com/Worldwidebro/ec-100-ai-wardrobe-planner,venture,EC,17,2026-04-16,0,ACTIVE,
ec-103-ai-jewelry-match,https://github.com/Worldwidebro/ec-103-ai-jewelry-match,venture,EC,17,2026-04-16,0,ACTIVE,
ec-106-ai-outfit-recycling,https://github.com/Worldwidebro/ec-106-ai-outfit-recycling,venture,EC,17,2026-04-16,0,ACTIVE,
ec-110-ai-vintage-advisor,https://github.com/Worldwidebro/ec-110-ai-vintage-advisor,venture,EC,17,2026-04-16,0,ACTIVE,
edu-001-youth-entrepreneurship-curriculum,https://github.com/Worldwidebro/edu-001-youth-entrepreneurship-curriculum,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-002-ai-literacy-program,https://github.com/Worldwidebro/edu-002-ai-literacy-program,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-003-coding-mentor-certification,https://github.com/Worldwidebro/edu-003-coding-mentor-certification,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-004-real-estate-licensing-prep,https://github.com/Worldwidebro/edu-004-real-estate-licensing-prep,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-005-coding-bootcamp,https://github.com/Worldwidebro/edu-005-coding-bootcamp,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-007-ai-tutoring-platform,https://github.com/Worldwidebro/edu-007-ai-tutoring-platform,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-008-branding-templates-marketplace,https://github.com/Worldwidebro/edu-008-branding-templates-marketplace,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-009-voiceover-script-library,https://github.com/Worldwidebro/edu-009-voiceover-script-library,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-010-trade-skills-bootcamp,https://github.com/Worldwidebro/edu-010-trade-skills-bootcamp,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-011-franchise-blueprint-system,https://github.com/Worldwidebro/edu-011-franchise-blueprint-system,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-012-low-income-housing-blueprint,https://github.com/Worldwidebro/edu-012-low-income-housing-blueprint,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-014-bipoc-creator-incubator,https://github.com/Worldwidebro/edu-014-bipoc-creator-incubator,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-015-ai-legal-doc-generator,https://github.com/Worldwidebro/edu-015-ai-legal-doc-generator,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-016-virtual-black-art-museum,https://github.com/Worldwidebro/edu-016-virtual-black-art-museum,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-017-ai-coding-tutor,https://github.com/Worldwidebro/edu-017-ai-coding-tutor,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-018-online-course-creator,https://github.com/Worldwidebro/edu-018-online-course-creator,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-019-executive-education-program,https://github.com/Worldwidebro/edu-019-executive-education-program,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-020-youth-stem-program,https://github.com/Worldwidebro/edu-020-youth-stem-program,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-021-remote-work-certification,https://github.com/Worldwidebro/edu-021-remote-work-certification,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-022-ai-research-assistant,https://github.com/Worldwidebro/edu-022-ai-research-assistant,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-023-personal-finance-coach,https://github.com/Worldwidebro/edu-023-personal-finance-coach,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-024-language-learning-ai,https://github.com/Worldwidebro/edu-024-language-learning-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-025-test-preparation-ai,https://github.com/Worldwidebro/edu-025-test-preparation-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-026-corporate-training-ai,https://github.com/Worldwidebro/edu-026-corporate-training-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-027-medical-education-ai,https://github.com/Worldwidebro/edu-027-medical-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-028-legal-education-ai,https://github.com/Worldwidebro/edu-028-legal-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-029-music-education-ai,https://github.com/Worldwidebro/edu-029-music-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-030-art-education-ai,https://github.com/Worldwidebro/edu-030-art-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-031-physical-education-ai,https://github.com/Worldwidebro/edu-031-physical-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-032-environmental-education-ai,https://github.com/Worldwidebro/edu-032-environmental-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-033-social-studies-ai,https://github.com/Worldwidebro/edu-033-social-studies-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-034-math-education-ai,https://github.com/Worldwidebro/edu-034-math-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-035-science-education-ai,https://github.com/Worldwidebro/edu-035-science-education-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-036-reading-comprehension-ai,https://github.com/Worldwidebro/edu-036-reading-comprehension-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-037-writing-instruction-ai,https://github.com/Worldwidebro/edu-037-writing-instruction-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-038-critical-thinking-ai,https://github.com/Worldwidebro/edu-038-critical-thinking-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-039-emotional-intelligence-ai,https://github.com/Worldwidebro/edu-039-emotional-intelligence-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
edu-040-time-management-ai,https://github.com/Worldwidebro/edu-040-time-management-ai,venture,EDU,17,2026-04-16,0,ACTIVE,
em-001-space-habitat-ai,https://github.com/Worldwidebro/em-001-space-habitat-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-002-fusion-energy-ai,https://github.com/Worldwidebro/em-002-fusion-energy-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-003-teleportation-research-ai,https://github.com/Worldwidebro/em-003-teleportation-research-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-004-climate-solutions-ai,https://github.com/Worldwidebro/em-004-climate-solutions-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-005-holographic-events-ai,https://github.com/Worldwidebro/em-005-holographic-events-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-006-neurofeedback-ai,https://github.com/Worldwidebro/em-006-neurofeedback-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-007-autonomous-delivery-ai,https://github.com/Worldwidebro/em-007-autonomous-delivery-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-008-gene-editing-ai,https://github.com/Worldwidebro/em-008-gene-editing-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-009-space-tourism-ai,https://github.com/Worldwidebro/em-009-space-tourism-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-011-metaverse-hub-ai,https://github.com/Worldwidebro/em-011-metaverse-hub-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-012-energy-grid-ai,https://github.com/Worldwidebro/em-012-energy-grid-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-013-brain-computer-interface,https://github.com/Worldwidebro/em-013-brain-computer-interface,other,OTHER,17,2026-04-16,0,ACTIVE,
em-014-ocean-cleanup-ai,https://github.com/Worldwidebro/em-014-ocean-cleanup-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-015-crypto-trading-ai,https://github.com/Worldwidebro/em-015-crypto-trading-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-017-space-mining-ai,https://github.com/Worldwidebro/em-017-space-mining-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-016-synthetic-media-ai,https://github.com/Worldwidebro/em-016-synthetic-media-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-018-vr-therapy-ai,https://github.com/Worldwidebro/em-018-vr-therapy-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-019-weather-prediction-ai,https://github.com/Worldwidebro/em-019-weather-prediction-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-020-autonomous-farming-ai,https://github.com/Worldwidebro/em-020-autonomous-farming-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-021-traffic-optimizer-ai,https://github.com/Worldwidebro/em-021-traffic-optimizer-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-022-smart-grid-ai,https://github.com/Worldwidebro/em-022-smart-grid-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-023-disaster-prediction-ai,https://github.com/Worldwidebro/em-023-disaster-prediction-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
em-025-personalized-medicine-ai,https://github.com/Worldwidebro/em-025-personalized-medicine-ai,other,OTHER,17,2026-04-16,0,ACTIVE,
