ID,Name,Description,Sector,Status
d16e5b60-facb-48d4-a756-1eb320e77b48,Ai Product Reviews,Ai Product Reviews,market,active
bfc7ced0-d7ac-4d3d-9c3c-0f986dd4fe00,Ai Product Customization,Ai Product Customization,market,active
374e89eb-cbba-4476-ae24-9d60206b3dbe,Space Tourism Ai,Space Tourism Ai,ai,active
dd8c7cb1-1fd7-45b2-9518-3d7bec60cf89,Ai Wedding Registry,Ai Wedding Registry,market,active
8d5ae8d2-1bbc-4f9f-b4d7-7ecc849614c9,Ai Baby Registry,Ai Baby Registry,market,active
c7b8d47f-618a-457e-956d-ca1ea69613ef,Peacebuilding Ai,Peacebuilding Ai,ai,active
bddbf6d2-0a57-4029-8f4a-5a836f9b2518,Telemedicine Ai,Telemedicine Ai,ai,active
cbc1103d-7555-46c6-bd06-d1e9a252d114,Ai Climate Adaptation,Ai Climate Adaptation,ai,active
d985554c-f2b7-4b93-9c0d-fb6415d1bcdf,Space Agriculture Ai,Space Agriculture Ai,ai,active
f04481bb-b6e9-4e0d-bad1-2480feed4a8f,Quantum Communication Ai,Quantum Communication Ai,ai,active
7cceb5d5-d2de-4a59-8527-c3d852a9f509,Ai Disaster Response,Ai Disaster Response,ai,active
310c6e69-8b89-4b1f-b438-dc63dd0bc542,Smart City Governance,Smart City Governance,ai,active
af7e5551-0af1-4c68-8358-cfdb842b2750,Ai Environmental Monitoring,Ai Environmental Monitoring,ai,active
4f9fc8f1-343e-4350-b721-507bd19da93c,Space Manufacturing Ai,Space Manufacturing Ai,ai,active
9c7bfa8b-7f10-4440-8653-fb724bb14b96,Ai Holiday Planner,Ai Holiday Planner,market,active
b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b,Ai Personal Shopper,Ai Personal Shopper,market,active
57f222b2-4bd7-47fe-a6b9-4ca9fb85f397,Ai Color Match,Ai Color Match,market,active
b908c142-2cd7-4dd3-80a3-333072fc2139,Ai Fabric Advisor,Ai Fabric Advisor,market,active
248ceb22-f8ba-41b3-81e0-83deabb758af,Ai Outfit Builder,Ai Outfit Builder,market,active
d164ed2d-5fee-4093-8a56-497160748693,Ai Seasonal Forecast,Ai Seasonal Forecast,market,active
507946b2-75db-480d-a46c-011213b4797f,Ai Wardrobe Planner,Ai Wardrobe Planner,market,active
efb86511-f300-4a3b-b79c-fd66c475c586,Ai Accessory Match,Ai Accessory Match,market,active
e6196ee6-bfda-4687-bff6-2ca57d6b5f4c,Ai Shoe Match,Ai Shoe Match,market,active
8daa80d5-9dc6-4f36-ae07-531d75b141c3,Ai Jewelry Match,Ai Jewelry Match,market,active
59e5eaf3-ebcb-4166-b3f7-ad1535df269d,Ai Bag Match,Ai Bag Match,market,active
d6153a57-d968-48fd-aa9f-bf8ba187b554,Ai Color Palette,Ai Color Palette,market,active
75c46304-481e-4f5e-9d1a-ab0474e66c89,Ai Outfit Recycling,Ai Outfit Recycling,market,active
f18dc898-2522-49f6-928c-7f9ca7598d20,Ai Style Evolution,Ai Style Evolution,market,active
2aa052f5-86fa-4b5f-b82c-3803b6fa0658,Ai Budget Stylist,Ai Budget Stylist,market,active
058bc6e3-2b03-4234-ade7-5bdc10a27e79,Ai Vintage Advisor,Ai Vintage Advisor,market,active
b389eacf-e7a7-48d9-8fd7-1d99d2dc97e5,Quantum Algorithm Ai,Quantum Algorithm Ai,devtools,active
d3b24622-a957-4a68-9bb4-dc9e00d6a245,Ai Compliance Scanner,Ai Compliance Scanner,devtools,active
ede0bdfb-19e6-42a3-935b-4850be760652,Cloud Management Ai,Cloud Management Ai,devtools,active
2910ebdd-594e-436d-8775-fa972b17b13f,Robotics Training Ai,Robotics Training Ai,devtools,active
06018304-6677-466a-b2ca-48b723420496,Customer Insights Ai,Customer Insights Ai,devtools,active
8b0bf5f8-d060-4167-9db6-516793066349,Voice Assistant Ai,Voice Assistant Ai,devtools,active
d7c6d5b8-6783-493c-bb58-1d185806c1e3,Space Mining Ai,Space Mining Ai,ai,active
a306d181-86e5-4256-92ba-c37849a7cd19,Cybersecurity Shield,Cybersecurity Shield,devtools,active
d93dd5eb-9f10-44aa-a99d-d4eb44a83acc,Content Studio Ai,Content Studio Ai,devtools,active
b562bbaa-659e-4974-8264-80065d382b01,Smart Home Ai,Smart Home Ai,devtools,active
19572aad-b666-44dc-aff0-f39d630ece7d,Supply Chain Optimizer,Supply Chain Optimizer,devtools,active
dadadc33-e64c-4c6e-a47b-4cafc13052ad,Data Visualization Ai,Data Visualization Ai,devtools,active
c60f76e3-d4fb-4978-aca2-9f38198a4cf2,Workflow Automation,Workflow Automation,devtools,active
a81be96a-951a-4afd-95c3-5cf9ef8bd6a4,Image Recognition Ai,Image Recognition Ai,devtools,active
785ecd3a-9d1b-4465-a65d-fdd093c2a41d,Video Editor Ai,Video Editor Ai,devtools,active
9c46c082-a263-4568-be84-f7ffabec8eda,Speech To Text Ai,Speech To Text Ai,devtools,active
8c27a047-693c-4e80-a4d9-d1fee4b14e6d,Text To Speech Ai,Text To Speech Ai,devtools,active
6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5,Fraud Prevention Ai,Fraud Prevention Ai,devtools,active
7220407f-5263-4c7e-9cc4-67593b853661,Recommendation Engine,Recommendation Engine,devtools,active
773b0048-8659-477f-8859-8378495dc667,Network Security Ai,Network Security Ai,devtools,active
95c489ba-d841-4d94-977c-b33190309d97,Database Optimizer,Database Optimizer,devtools,active
fa284812-facc-4c83-b825-106ea6626efd,Ai Testing Platform,Ai Testing Platform,devtools,active
4eb03215-ebec-4529-b315-9bd4094687b8,Virtual Assistant Builder,Virtual Assistant Builder,devtools,active
ce33a2c6-164f-4af3-9caf-18d68ce7eb19,Ai Ethics Auditor,Ai Ethics Auditor,devtools,active
a4ee6bdf-0333-4f5f-b69e-d78b5ddc478a,Predictive Analytics Ai,Predictive Analytics Ai,devtools,active
8403d2c5-67ed-441c-bc22-8cae50439488,Ai Training Platform,Ai Training Platform,devtools,active
f98ce20d-3fb9-4dae-a8af-890f97920a98,Digital Twin Ai,Digital Twin Ai,devtools,active
2fb6e87b-cb75-429f-b212-1b62959a69d6,Ai Monitoring System,Ai Monitoring System,devtools,active
484527cc-44f6-43f6-af66-a5d5744c370d,Edge Computing Ai,Edge Computing Ai,devtools,active
8c1bf10c-3b77-4866-9a66-9d6cf79ca183,Ai Integration Hub,Ai Integration Hub,devtools,active
53d29854-db4f-4077-9bc4-a425e90dd022,Quantum Algorithm Ai,Quantum Algorithm Ai,devtools,active
983772dd-4f7e-47ce-afc6-99391b68aa7b,Ai Compliance Scanner,Ai Compliance Scanner,devtools,active
ad144268-9278-4730-aac8-5ca2410c6e9c,Cloud Management Ai,Cloud Management Ai,devtools,active
76da1050-6573-4962-acd6-03457e2ab645,Robotics Training Ai,Robotics Training Ai,devtools,active
784227e4-eee7-42d3-81dd-56c84e2bd49b,Customer Insights Ai,Customer Insights Ai,devtools,active
1beee46c-512a-4465-bea0-930c5cf9b6c4,Voice Assistant Ai,Voice Assistant Ai,devtools,active
a0752d71-eb3d-4ba9-90b8-5f614fbaf4b6,Cybersecurity Shield,Cybersecurity Shield,devtools,active
0d31cc43-724b-4f18-ab7e-eee59d351acd,Content Studio Ai,Content Studio Ai,devtools,active
e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0,Smart Home Ai,Smart Home Ai,devtools,active
844dce42-970c-41a2-9fe5-8d0b48a1e3de,Personalized Medicine Ai,Personalized Medicine Ai,ai,active
4f726b51-54a4-472d-9f27-78ae5868efb5,Data Visualization Ai,Data Visualization Ai,devtools,active
dc041a65-d057-4b51-8f6a-ba84c53fb0a2,Workflow Automation,Workflow Automation,devtools,active
7d04489d-5b1e-4e2b-afb2-68b64e768ed9,Sentiment Analyzer,Sentiment Analyzer,devtools,active
de1cd4e3-c1c1-4413-9ebf-38e5cc542990,Image Recognition Ai,Image Recognition Ai,devtools,active
51c2c031-02b0-4148-b832-770c16239b68,Video Editor Ai,Video Editor Ai,devtools,active
d798fded-ea57-4f57-bc7b-d8da7dd04c61,Text To Speech Ai,Text To Speech Ai,devtools,active
d07a8663-445f-490b-a178-ac2d19a5120e,Fraud Prevention Ai,Fraud Prevention Ai,devtools,active
bf1ac472-40b5-4a68-8fc7-cb950d4cd142,Recommendation Engine,Recommendation Engine,devtools,active
80a66845-2d08-4c50-b0eb-fdfde32cbf73,Network Security Ai,Network Security Ai,devtools,active
a1fe0e85-0c38-4f3c-8f31-a6170dddfa05,Database Optimizer,Database Optimizer,devtools,active
f056380a-41a5-4b71-b862-f0617adffbb6,Ai Testing Platform,Ai Testing Platform,devtools,active
dbf8bf61-5599-467c-b5ad-fc1b6e3e4f83,Virtual Assistant Builder,Virtual Assistant Builder,devtools,active
aaefb38e-6387-4201-abec-6e5c7f7f25b2,Machine Learning Builder,Machine Learning Builder,devtools,active
5c2c7466-5d9e-4407-ae8f-1df9d3b589a4,Ai Ethics Auditor,Ai Ethics Auditor,devtools,active
557a4aa2-7e4e-4eb6-8970-59813355bf0f,Predictive Analytics Ai,Predictive Analytics Ai,devtools,active
b416b597-7785-44d4-b385-3474f465f588,Fractional Cto Agency,Fractional Cto Agency,infra,active
ac384256-9843-484a-b8af-07a7c2e700e5,Supply Chain Optimizer,Supply Chain Optimizer,infra,active
5e3fc237-1b40-4f1a-81f7-b66908c2d4fa,Event Planning Ai,Event Planning Ai,infra,active
1fb0e709-9257-4ae0-813c-6cb58db2e67f,Inventory Management Ai,Inventory Management Ai,infra,active
c81d179b-e9bd-4621-9ca6-4549ad54a4c5,Project Management Ai,Project Management Ai,infra,active
8bbadd79-cc3b-4b86-8e03-cfcf42ba8020,Document Automation Ai,Document Automation Ai,infra,active
3a440860-6aed-44b2-8493-72da772496b6,Meeting Assistant Ai,Meeting Assistant Ai,infra,active
bd4104e7-b7a8-46ff-a812-ab83ea81e18f,Recruitment Ai,Recruitment Ai,infra,active
df8ee065-d3df-42ba-965a-36aa4447dad0,Onboarding Ai,Onboarding Ai,infra,active
143e7aea-a027-43c8-8d0e-8d0f2bb56ebe,Training Platform Ai,Training Platform Ai,infra,active
5aa9e65e-074b-4408-807c-0a61a3933178,Performance Review Ai,Performance Review Ai,infra,active
ca25a4c2-eb95-4398-8a59-9582d5b1d55e,It Support Ai,It Support Ai,infra,active
791334c8-a949-41bf-b656-a9c2891eec02,Travel Booking Ai,Travel Booking Ai,infra,active
0cb23daa-89cf-4024-8d48-19ef3070544b,Expense Management Ai,Expense Management Ai,infra,active
fafe2c68-f76b-4d84-9253-8ea7ac027ba4,Contract Management Ai,Contract Management Ai,infra,active
72608f4f-f023-4385-821e-8ad4f20052ac,Compliance Monitoring Ai,Compliance Monitoring Ai,infra,active
2dbe782e-9a2d-4c1d-876f-1809ee9b1044,Quality Control Ai,Quality Control Ai,infra,active
4dca4506-63b7-47fe-aaed-02f187174e0c,Education Equity Ai,Education Equity Ai,ai,active
36187a90-6ff7-4f05-8b4f-a38f837a560f,Time Tracking Ai,Time Tracking Ai,infra,active
99b6908a-8869-480f-9cc3-f82e3ee15e00,Document Security Ai,Document Security Ai,infra,active
f7a0bd5f-e055-49a7-87ad-36d53d8998c6,Knowledge Management Ai,Knowledge Management Ai,infra,active
4d4db78a-818f-4ad3-81fb-cb4b4a1f9fbe,Task Automation Ai,Task Automation Ai,infra,active
933b10c3-7a89-4d1b-82b1-febd2e6a61c1,Resource Allocation Ai,Resource Allocation Ai,infra,active
4f023153-7cc2-4fd6-a3cd-f26cd8027276,Budget Planning Ai,Budget Planning Ai,infra,active
783ccaf8-0436-4f3d-9284-79e695dcdf33,Cost Optimization Ai,Cost Optimization Ai,infra,active
2b217759-65d7-4d87-bced-0e92d53f7731,Procurement Ai,Procurement Ai,infra,active
9161fa5c-e0fb-4f9d-9a95-6f1134138635,Vendor Management Ai,Vendor Management Ai,infra,active
64ce1558-ee32-401f-b32d-282226c6334b,Contract Negotiation Ai,Contract Negotiation Ai,infra,active
a261645e-f15b-413d-8da7-a5322ba956df,Legal Document Ai,Legal Document Ai,infra,active
2f16da0b-8695-4e68-afe3-b40d36cb83ea,Compliance Reporting Ai,Compliance Reporting Ai,infra,active
f63eb65f-2a9c-4cf6-857c-a306d4e95c7f,Training Content Ai,Training Content Ai,infra,active
213c42db-79a1-4d1f-84da-4f7fe03ab2fd,Employee Engagement Ai,Employee Engagement Ai,infra,active
39a765a6-ab7e-4202-a7a0-2f46f2770030,Workspace Design Ai,Workspace Design Ai,infra,active
a308c3f3-0233-459a-9e84-6bdc4cfa3643,Energy Efficiency Ai,Energy Efficiency Ai,infra,active
7a6cd400-f3e4-4653-8fcb-4c4c6a4918ab,Security Monitoring Ai,Security Monitoring Ai,infra,active
012af0d5-5417-42ba-8396-a5b6a507f98a,Health Safety Ai,Health Safety Ai,infra,active
cb23cdff-eb11-4032-b28c-bdeb2ba30206,Disaster Recovery Ai,Disaster Recovery Ai,infra,active
47f63152-0995-4ec3-b05a-aa6fa827cbd7,It Asset Management,It Asset Management,infra,active
60a726f2-9209-404b-a0e5-dccb069e47e3,Cloud Cost Management,Cloud Cost Management,infra,active
b1d14f32-5a17-4f6a-93a2-e6b71b9df4f9,Data Governance Ai,Data Governance Ai,infra,active
69639ed0-9841-4162-9ace-487b616a5091,Network Monitoring Ai,Network Monitoring Ai,infra,active
66f63ebc-0cf0-41c6-87e0-ece2ac619d71,Software Licensing Ai,Software Licensing Ai,infra,active
622c2502-572f-453f-93f4-13b966aa4d29,It Procurement Ai,It Procurement Ai,infra,active
95727391-6ad0-4fd1-9802-046ed618ca5d,System Integration Ai,System Integration Ai,infra,active
b8200ab5-1190-49c0-b132-4724ca99e76b,Business Continuity Ai,Business Continuity Ai,infra,active
b3f6845c-1dcd-49dd-942a-d40a725a0c33,Compliance Audit Ai,Compliance Audit Ai,infra,active
ebb70e0c-1063-4a75-a802-6388956cf2c9,Document Collaboration Ai,Document Collaboration Ai,infra,active
b4aadd69-a0cd-4372-accb-0f10755d6931,Video Conferencing Ai,Video Conferencing Ai,infra,active
0c6aee03-1791-4ee5-be62-3b728b329507,Email Management Ai,Email Management Ai,infra,active
d948b9d2-9bdc-4bfc-9844-a1e41782328d,Calendar Optimization Ai,Calendar Optimization Ai,infra,active
31235023-353f-4589-a488-017922da121d,Space Agriculture Ai,Space Agriculture Ai,ai,active
203edd61-c09c-41e0-abef-16e704e8a993,Resource Forecasting Ai,Resource Forecasting Ai,infra,active
b0c2ff55-8805-49a7-bd66-0e33ea1eda89,Task Prioritization Ai,Task Prioritization Ai,infra,active
6157c3ab-7857-4765-b145-e5fc04344d95,Time Management Ai,Time Management Ai,infra,active
ea968b19-2da6-411f-b8be-2afe004e4eea,Meeting Minutes Ai,Meeting Minutes Ai,infra,active
0b77ec4f-069c-4cec-a1ab-e512b6112c51,Document Translation Ai,Document Translation Ai,infra,active
36b4103e-f7c1-4c87-a4fb-3c4d6d989890,Form Automation Ai,Form Automation Ai,infra,active
8e2753b4-45a7-4962-8133-b68e39ecb7b6,Dashboard Creation Ai,Dashboard Creation Ai,infra,active
5ed5ea2b-a0c7-49c6-88af-40910a9737b4,Analytics Platform Ai,Analytics Platform Ai,infra,active
46887285-5cb6-44c2-a347-9f941465932c,Data Cleaning Ai,Data Cleaning Ai,infra,active
070d3984-7a16-478c-af2d-eb1ee1956679,Workflow Management Ai,Workflow Management Ai,infra,active
1982f9d5-9906-4258-b726-8b7a1dc134ad,Youth Entrepreneurship Curriculum,Youth Entrepreneurship Curriculum,edtech,active
86a605b4-2b10-40a8-aab4-f18b84d5c0fb,Ai Literacy Program,Ai Literacy Program,edtech,active
f46b7bb4-f6c6-48f8-ba17-40df684211eb,Coding Mentor Certification,Coding Mentor Certification,edtech,active
441ec840-4799-4986-b515-9b687e0ea01a,Real Estate Licensing Prep,Real Estate Licensing Prep,edtech,active
f3a1e437-3730-4ecc-93de-8bd39ce4ab73,Coding Bootcamp,Coding Bootcamp,edtech,active
76fc699c-07a5-47f1-850b-1b87d4b09383,Ai Tutoring Platform,Ai Tutoring Platform,edtech,active
f0148df8-77c8-4c40-9ef8-fcd5cb87edef,Branding Templates Marketplace,Branding Templates Marketplace,edtech,active
50fdd75b-08e3-4b25-adb5-3252b0218edc,Voiceover Script Library,Voiceover Script Library,edtech,active
ec0ff7a7-721f-46a0-90a3-e3844221e78f,Trade Skills Bootcamp,Trade Skills Bootcamp,edtech,active
ddd8bd06-d375-4481-bbc8-094e7dd3297a,Franchise Blueprint System,Franchise Blueprint System,edtech,active
4285eea8-23f3-45c8-8a66-f9fb65d29550,Low Income Housing Blueprint,Low Income Housing Blueprint,edtech,active
5e6d3547-fc5a-4511-b7dc-ea829aff7b17,Automated Empire Book,Automated Empire Book,edtech,active
cbd335a4-72a4-4872-ae3d-cf1ba1a704d3,Bipoc Creator Incubator,Bipoc Creator Incubator,edtech,active
dc8b2b20-b9d9-4fe4-a751-0a6c19e15f63,Virtual Black Art Museum,Virtual Black Art Museum,edtech,active
563d83e2-b55d-4660-8124-578d94f48393,Ai Coding Tutor,Ai Coding Tutor,edtech,active
a6ff4191-ea6d-4ae7-8594-4d8e5c817a24,Online Course Creator,Online Course Creator,edtech,active
32788fce-aee1-4580-be35-f23a5ba2e185,Executive Education Program,Executive Education Program,edtech,active
eab49199-7a5e-43e3-b17a-7783f2ba88df,Youth Stem Program,Youth Stem Program,edtech,active
57714f4e-8b35-4ba2-acd6-be638b5651bc,Remote Work Certification,Remote Work Certification,edtech,active
f24c9f6e-f7d9-45e2-b7c3-eb3983488101,Ai Research Assistant,Ai Research Assistant,edtech,active
3579fc6c-200c-4f67-af16-e9d6daa8aeef,Language Learning Ai,Language Learning Ai,edtech,active
a62dd704-6931-4492-a602-8b69579a8f1a,Local Business Directory,Local Business Directory,market,active
c6c67e0b-3945-4ce9-a06a-bc4908a07584,Neighborhood Watch Ai,Neighborhood Watch Ai,market,active
5dd46624-6e8a-467e-9e4b-b23248929ede,Community Garden Ai,Community Garden Ai,market,active
97e20624-c42a-4c26-a4f2-b2b4a23cf7e0,Public Transportation Ai,Public Transportation Ai,market,active
b0ebffe2-21fe-4d7f-917a-1c648598d852,Medical Education Ai,Medical Education Ai,edtech,active
7db5a21d-82bf-48aa-a931-5e6b014afa57,Legal Education Ai,Legal Education Ai,edtech,active
96e42cd0-c04d-49c2-a9c7-696fc08fe1f1,Music Education Ai,Music Education Ai,edtech,active
c90e4c85-735c-4771-a7b5-d25aff635d61,Art Education Ai,Art Education Ai,edtech,active
fdfc8bd5-9c3f-484f-8fbe-dcf2287efe1c,Physical Education Ai,Physical Education Ai,edtech,active
46361eff-dc42-4c53-bb98-9c307b472ff2,Environmental Education Ai,Environmental Education Ai,edtech,active
09da8b0a-9a94-461e-a1ac-3009d7e8cf5e,Social Studies Ai,Social Studies Ai,edtech,active
db4cffab-87d5-450e-a9c6-6aa34417c735,Math Education Ai,Math Education Ai,edtech,active
e6e855f6-f953-4c57-8070-969ec53bbe81,Reading Comprehension Ai,Reading Comprehension Ai,edtech,active
85ce4f91-864f-40b1-946b-d9c061866584,Writing Instruction Ai,Writing Instruction Ai,edtech,active
da90d565-e3c0-4f88-b518-d36ebcd01c9b,Critical Thinking Ai,Critical Thinking Ai,edtech,active
6dbf2ae4-e7cb-4a89-a953-7f7810fff452,Emotional Intelligence Ai,Emotional Intelligence Ai,edtech,active
f2dd65e6-3f8c-4797-8d8f-b00486d6c65a,Time Management Ai,Time Management Ai,edtech,active
51b7c13a-d958-4d87-91c1-e4a5a49a789a,Luminary Worldwide Events,Luminary Worldwide Events,market,active
c4a823cd-b52a-41a9-bea1-1a9762807f93,Brotherhood Coaching Network,Brotherhood Coaching Network,market,active
a0243d57-44bb-4d84-b65b-6f365551c43a,Community Outreach Nonprofit,Community Outreach Nonprofit,market,active
96ce7a14-8c57-4c0a-9b22-e4e72ca2b6f5,Ace Food Security Ai,Ace Food Security Ai,market,active
691a2d51-26a0-40db-b14e-e62995a73f5e,Community Technology Access Ai,Community Technology Access Ai,market,active
90169a53-ccf0-4bae-b9c5-b8e5c953859b,Youth Leadership Ai,Youth Leadership Ai,market,active
bbdddf73-f481-4f73-ada7-6fb998501bd2,Community Fundraising Ai,Community Fundraising Ai,market,active
8d2ef00c-2f60-47ea-8d5f-f94e8b8bc701,Volunteer Hub Ai,Volunteer Hub Ai,market,active
3a4480a4-8bd4-4746-a444-4858dec05e59,Disaster Relief Ai,Disaster Relief Ai,market,active
2016874b-887e-4fde-9df6-a28ab07a7f94,Indigenous Creator Hub,Indigenous Creator Hub,market,active
858c5450-298c-4bd6-bf37-1ab288b1963c,Women S Empowerment Network,Women S Empowerment Network,market,active
7c7d17f8-d8d1-42ae-8d45-fe0baffe69f4,Veterans Support Ai,Veterans Support Ai,market,active
e9e457f0-1c93-4c87-b5c2-3ca4024270b0,Youth Mentorship Program,Youth Mentorship Program,market,active
1f0860d6-28de-4dc9-94a9-b47451525e36,Community Health Ai,Community Health Ai,market,active
8d2079c2-7cd5-4858-a4e4-38f13d063054,Elder Companion Ai,Elder Companion Ai,market,active
ed6015ca-25bd-44a5-830a-0c133c775458,Youth Sports Ai,Youth Sports Ai,market,active
a479d43e-385b-4695-ad6d-7a846697369e,Community Legal Aid,Community Legal Aid,market,active
043c6a81-c6f6-40e2-9124-2b0e3558d65b,Public Education Ai,Public Education Ai,market,active
a28e1c68-b54f-4a44-baa8-3b710f6e7068,Local Government Ai,Local Government Ai,market,active
8ec68695-7424-4caa-8100-8f600999db01,Public Safety Ai,Public Safety Ai,market,active
6fc00e9b-1417-49ba-b99e-9123e2f6e0aa,Cultural Exchange Ai,Cultural Exchange Ai,market,active
f2a88c1a-16a4-4338-8635-285e380fa9eb,Community Investment Ai,Community Investment Ai,market,active
dc375d7b-5925-4346-b232-33e7c09e91ac,Public Health Ai,Public Health Ai,market,active
35805956-8944-40e8-a4f4-8977fb6b3746,Youth Innovation Hub,Youth Innovation Hub,market,active
4a1ed3f5-3513-4d52-8bf2-18010dc65aa3,Senior Tech Support,Senior Tech Support,market,active
05724c9d-2438-42d6-acb5-d56a1ee13700,Community Arts Ai,Community Arts Ai,market,active
68ec8784-6ac5-4852-ae40-3b82fd4d010e,Public Infrastructure Ai,Public Infrastructure Ai,market,active
c5e845a8-3112-44b9-8844-f4f54e8a2d9c,Community Policing Ai,Community Policing Ai,market,active
9b7afdc4-9d07-479c-aeca-87399619086c,Public Space Ai,Public Space Ai,market,active
2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef,Community Recycling Ai,Community Recycling Ai,market,active
12502e9e-f74e-477a-aaa7-692515b8e7bf,Public Wi Fi Ai,Public Wi Fi Ai,market,active
cee277a2-252a-4d6d-a6b4-ca2291f3b047,Community Energy Ai,Community Energy Ai,market,active
85d54f89-f312-44e7-8496-52e378792fd5,Local Food Network Ai,Local Food Network Ai,market,active
93f3303f-f348-4a6b-ba2e-6cb8c99e0017,Community Volunteering Ai,Community Volunteering Ai,market,active
ce8de855-9294-4cc0-b643-58194185a635,Public Childcare Ai,Public Childcare Ai,market,active
6e03ed0c-0d20-4147-a680-332e759a07dd,Community Pet Care Ai,Community Pet Care Ai,market,active
f3d6352b-6832-49fc-ae36-cf56de5c2bb1,Community Transportation Ai,Community Transportation Ai,market,active
e64973ab-ff5b-42b8-8715-b84995c4e0a0,Public Event Ai,Public Event Ai,market,active
77fab7a8-4d14-40ac-bc3e-e4b65f042b21,Community Cultural Ai,Community Cultural Ai,market,active
ae1db8ce-e797-4a15-9fe4-3bd28130ede1,Space Habitat Ai,Space Habitat Ai,ai,active
85d16b40-5ac1-4de3-bf86-6f28db432856,Fusion Energy Ai,Fusion Energy Ai,ai,active
2f9356bd-2837-42fd-85ff-24afab42dcf7,Teleportation Research Ai,Teleportation Research Ai,ai,active
bd8b505a-f5cf-4b38-a76f-2421d2152ffb,Climate Solutions Ai,Climate Solutions Ai,ai,active
60c66a64-9fd3-4e83-9cec-25ebf8435b7c,Neurofeedback Ai,Neurofeedback Ai,ai,active
dcc90fd7-aefc-4e45-b1e5-95703e50ea87,Autonomous Delivery Ai,Autonomous Delivery Ai,ai,active
921d1fab-e2b2-407a-a7a5-2613443f7ce4,Gene Editing Ai,Gene Editing Ai,ai,active
3b1b67db-86a0-43f5-ab28-c3c8f2e30747,Genixbank Lite,Genixbank Lite,fintech,active
15572af9-e058-492c-b9e9-0938b4d07fb7,Tax Prep Filing Services,Tax Prep Filing Services,fintech,active
6e468241-bfde-4f52-a4e0-e48cf1c708c6,Wearables Ai,Wearables Ai,ai,active
bb2867fc-3544-44d1-8990-2168165ffa9b,Metaverse Hub Ai,Metaverse Hub Ai,ai,active
69a86ec5-7a1f-42b1-ae57-b976b548af46,Energy Grid Ai,Energy Grid Ai,ai,active
5d2219fc-e6a0-4313-a159-2614709a6ca4,Brain Computer Interface,Brain Computer Interface,ai,active
d8574cc5-baa6-4f24-bc63-12992dd55968,Ocean Cleanup Ai,Ocean Cleanup Ai,ai,active
6bbaa1e6-372f-4f89-b412-8558aa0b3f2f,Crypto Trading Ai,Crypto Trading Ai,ai,active
6ae13ef3-1eb7-405e-874e-025f1a4133e5,Synthetic Media Ai,Synthetic Media Ai,ai,active
b2c657be-d3be-4c35-9e5f-b5a0b9760346,Vr Therapy Ai,Vr Therapy Ai,ai,active
acefbd2b-a175-4a66-a598-d551d89fb7ad,Weather Prediction Ai,Weather Prediction Ai,ai,active
8aa1ac6e-558e-4c0d-ac86-f48764bfe189,Autonomous Farming Ai,Autonomous Farming Ai,ai,active
acaebb39-b849-4de5-ab89-6e9d17bef695,Traffic Optimizer Ai,Traffic Optimizer Ai,ai,active
813ea1ce-b9cb-46db-8d8b-8e30dbd2ff18,Smart Grid Ai,Smart Grid Ai,ai,active
016c0093-6720-41b3-893a-c55ff3677484,Disaster Prediction Ai,Disaster Prediction Ai,ai,active
f13ca92d-2003-4bcc-a1b7-9ff740be2733,Nanotech Ai,Nanotech Ai,ai,active
12b83702-3d09-4d1e-8153-309513fa9c5d,Ai Diagnostic Lab,Ai Diagnostic Lab,ai,active
66ac7cd0-7c20-441b-a8c3-de3431b0edea,Sustainable Cities Ai,Sustainable Cities Ai,ai,active
c9b5a5f2-5901-40aa-90a2-c7eda2259360,Renewable Energy Ai,Renewable Energy Ai,ai,active
d65afe5a-bdf0-4f71-8f0f-413a55166c5a,Climate Modeling Ai,Climate Modeling Ai,ai,active
e59aaf3e-62d8-47b5-89cb-1bba1fa81404,Policy Advisor Ai,Policy Advisor Ai,ai,active
c733691c-866c-4f3a-86ca-cc71b2d86265,Governance Hub Ai,Governance Hub Ai,ai,active
eb2d7881-299f-4dd2-9241-d579b309de2c,Global Challenges Ai,Global Challenges Ai,ai,active
c74bf3af-4f91-4781-a379-e0ae3885030f,Space Exploration Ai,Space Exploration Ai,ai,active
423e48d7-b18c-433c-976f-6891707eb8db,Health Equity Ai,Health Equity Ai,ai,active
ebfcbbfd-0c78-4a4a-bbfa-f093388079c1,Economic Equity Ai,Economic Equity Ai,ai,active
068d1f15-87ae-483c-8f6d-d720b47353ad,Environmental Justice Ai,Environmental Justice Ai,ai,active
6e32000d-b9a2-4ceb-980b-b86e4b4472ff,Human Rights Ai,Human Rights Ai,ai,active
75d57c4e-04e8-4c92-9b3e-4af48bb31e73,Peacebuilding Ai,Peacebuilding Ai,ai,active
d7e0e22f-afbb-47c0-9885-5d906a01cf92,Telemedicine Ai,Telemedicine Ai,ai,active
29799a86-6a8c-4a38-870b-05dc18536eee,Ai Climate Adaptation,Ai Climate Adaptation,ai,active
331be19d-de55-4ef5-816c-61b2864cc5f6,Quantum Communication Ai,Quantum Communication Ai,ai,active
3d54893a-074f-4fbe-834c-e5290d6a81dd,Financial Wellness Coach,Financial Wellness Coach,fintech,active
