agent_name,sector,repo_name,repo_category,responsibility_type,escalation_threshold
qwen-financial-health,FH,fh-003-private-dinner-experiences,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-004-catering-company,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-005-corporate-lunch-service,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-006-healthy-meal-prep-for-gyms,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-007-elderly-meal-service,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-008-athlete-nutrition-service,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-009-packaged-food-brand,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-010-frozen-meals-company,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-011-sauce-or-seasoning-brand,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-012-protein-snacks-brand,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-013-meal-kit-company,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-014-cloud-kitchen,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-014-cloud-kitchen-,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-015-ai-nutrition-planner,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-016-recipe-app,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-017-cooking-content-brand,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-018-food-influencer-brand,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-019-cooking-course-platform,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-020-restaurant-pos-system,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-021-food-truck-business,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-022-specialty-coffee-shop,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-023-bakery---pastry-shop,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-024-juice-bar,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-025-ice-cream-shop,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-026-gourmet-food-market,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-027-food-delivery-platform,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-028-restaurant-management-saas,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-029-food-quality-testing-lab,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-030-organic-food-brand,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-031-vegan-food-company,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-032-keto-meal-service,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-033-food-photography-service,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-034-restaurant-consulting,aligned-venture,primary,$50K
qwen-financial-health,FH,fh-035-food-safety-training,aligned-venture,primary,$50K
qwen-finance,FIN,fin-001-genixbank-lite,aligned-venture,primary,$50K
qwen-finance,FIN,fin-002-credit-repair-automation,aligned-venture,primary,$50K
qwen-finance,FIN,fin-003-ai-boss-hub-lite,aligned-venture,primary,$50K
qwen-finance,FIN,fin-004-genixbanks-ai-treasurer,aligned-venture,primary,$50K
qwen-finance,FIN,fin-005-u-haul-rental-affiliate,aligned-venture,primary,$50K
qwen-finance,FIN,fin-006-tax-prep-filing-services,aligned-venture,primary,$50K
qwen-finance,FIN,fin-007-business-credit-building,aligned-venture,primary,$50K
qwen-finance,FIN,fin-008-business-formation-services,aligned-venture,primary,$50K
qwen-finance,FIN,fin-009-crypto-tax-optimizer,aligned-venture,primary,$50K
qwen-finance,FIN,fin-010-ai-powered-garbage-collection,aligned-venture,primary,$50K
qwen-finance,FIN,fin-011-automated-bookkeeping,aligned-venture,primary,$50K
qwen-finance,FIN,fin-012-invoice-factoring-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-013-charity-donation-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-014-expense-tracker-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-015-financial-wellness-coach,aligned-venture,primary,$50K
qwen-finance,FIN,fin-016-trade-finance-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-017-remittance-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-018-wealth-transfer-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-019-payment-gateway-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-020-debt-consolidation-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-021-tax-deduction-finder,aligned-venture,primary,$50K
qwen-finance,FIN,fin-022-budget-forecasting-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-023-investment-portfolio-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-024-crowdfunding-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-025-escrow-automation,aligned-venture,primary,$50K
qwen-finance,FIN,fin-026-financial-compliance-scanner,aligned-venture,primary,$50K
qwen-finance,FIN,fin-027-patent-writer-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-028-legal-analyzer-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-029-compliance-wallet-saas,aligned-venture,primary,$50K
qwen-finance,FIN,fin-030-local-seo-ranker-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-031-investor-dashboard-builder,aligned-venture,primary,$50K
qwen-finance,FIN,fin-032-legal-toolkit-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-033-ai-tax-preparation-service,aligned-venture,primary,$50K
qwen-finance,FIN,fin-033-legal-toolkit-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-034-payroll-automation,aligned-venture,primary,$50K
qwen-finance,FIN,fin-035-insurance-underwriting-ai,aligned-venture,primary,$50K
qwen-finance,FIN,fin-036-arbitrage-nexus-platform,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-001-gym,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-002-boutique-fitness-studio,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-003-personal-training-studio,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-004-women-only-gym,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-005-boxing-gym,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-006-crossfit-gym,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-007-luxury-fitness-club,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-008-online-coaching,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-009-personal-trainer-business,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-010-transformation-program,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-011-athlete-training-company,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-012-supplement-brand,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-013-fitness-apparel,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-014-workout-equipment-brand,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-015-recovery-products,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-016-fitness-app,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-017-ai-personal-trainer,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-018-gym-management-software,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-019-wearable-analytics-platform,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-020-yoga-studio,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-021-pilates-studio,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-022-dance-studio,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-023-martial-arts-dojo,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-024-sports-performance-center,aligned-venture,primary,$50K
qwen-financial-services,FS,fs-025-corporate-wellness-program,aligned-venture,primary,$50K
qwen-operations,OPS,iza-os-infra,aligned-venture,primary,$50K
qwen-ecommerce,EC,iza-os-marketing-automation-security-bot,aligned-venture,primary,$50K
qwen-construction,CON,iza-os-operations-security-bot,aligned-venture,primary,$50K
qwen-construction,CON,iza-os-third-party-apis,aligned-venture,primary,$50K
qwen-finance,FIN,iza-os-vector-database,aligned-venture,primary,$50K
qwen-logistics,LT,lt-001-truck-dispatch-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-002-freight-brokerage,aligned-venture,primary,$50K
qwen-logistics,LT,lt-003-logistics-dispatch-service,aligned-venture,primary,$50K
qwen-logistics,LT,lt-004-last-mile-delivery-dispatch,aligned-venture,primary,$50K
qwen-logistics,LT,lt-005-medical-courier-dispatch,aligned-venture,primary,$50K
qwen-logistics,LT,lt-006-amazon,aligned-venture,primary,$50K
qwen-logistics,LT,lt-007-construction-dispatch,aligned-venture,primary,$50K
qwen-logistics,LT,lt-008-towing-dispatch,aligned-venture,primary,$50K
qwen-logistics,LT,lt-009-hvac-technician-dispatch,aligned-venture,primary,$50K
qwen-logistics,LT,lt-010-field-service-dispatch,aligned-venture,primary,$50K
qwen-logistics,LT,lt-011-dispatch-software,aligned-venture,primary,$50K
qwen-logistics,LT,lt-012-fleet-tracking-platform,aligned-venture,primary,$50K
qwen-logistics,LT,lt-013-logistics-automation-system,aligned-venture,primary,$50K
qwen-logistics,LT,lt-014-ai-route-optimization,aligned-venture,primary,$50K
qwen-logistics,LT,lt-015-driver-management-platform,aligned-venture,primary,$50K
qwen-logistics,LT,lt-016-trucking-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-017-courier-service,aligned-venture,primary,$50K
qwen-logistics,LT,lt-018-local-delivery-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-019-moving-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-020-freight-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-021-warehouse-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-022-fulfillment-center,aligned-venture,primary,$50K
qwen-logistics,LT,lt-023-storage-business,aligned-venture,primary,$50K
qwen-logistics,LT,lt-024-distribution-company,aligned-venture,primary,$50K
qwen-logistics,LT,lt-025-logistics-marketplace,aligned-venture,primary,$50K
qwen-logistics,LT,lt-026-shipping-platform,aligned-venture,primary,$50K
qwen-logistics,LT,lt-027-fleet-management-saas,aligned-venture,primary,$50K
qwen-logistics,LT,lt-028-freight-ai-optimization,aligned-venture,primary,$50K
qwen-logistics,LT,lt-029-supply-chain-analytics,aligned-venture,primary,$50K
qwen-logistics,LT,lt-030-cold-chain-logistics,aligned-venture,primary,$50K
qwen-media-content,MC,mc-001-youtube-channel-network,aligned-venture,primary,$50K
qwen-media-content,MC,mc-002-podcast-network,aligned-venture,primary,$50K
qwen-media-content,MC,mc-003-blog-network,aligned-venture,primary,$50K
qwen-media-content,MC,mc-004-influencer-agency,aligned-venture,primary,$50K
qwen-media-content,MC,mc-005-content-creation-studio,aligned-venture,primary,$50K
qwen-media-content,MC,mc-006-video-production-company,aligned-venture,primary,$50K
qwen-media-content,MC,mc-007-animation-studio,aligned-venture,primary,$50K
qwen-media-content,MC,mc-008-music-production,aligned-venture,primary,$50K
qwen-media-content,MC,mc-009-stock-photography,aligned-venture,primary,$50K
qwen-media-content,MC,mc-010-stock-video,aligned-venture,primary,$50K
qwen-media-content,MC,mc-011-online-magazine,aligned-venture,primary,$50K
qwen-media-content,MC,mc-012-news-website,aligned-venture,primary,$50K
qwen-media-content,MC,mc-013-streaming-platform,aligned-venture,primary,$50K
qwen-media-content,MC,mc-014-gaming-channel,aligned-venture,primary,$50K
qwen-media-content,MC,mc-015-esports-team,aligned-venture,primary,$50K
qwen-media-content,MC,mc-016-virtual-events-platform,aligned-venture,primary,$50K
qwen-media-content,MC,mc-017-online-course-platform,aligned-venture,primary,$50K
qwen-media-content,MC,mc-018-membership-site,aligned-venture,primary,$50K
qwen-media-content,MC,mc-019-digital-download-store,aligned-venture,primary,$50K
qwen-media-content,MC,mc-020-nft-marketplace,aligned-venture,primary,$50K
qwen-operations,OPS,ops-001-fractional-cto-agency,aligned-venture,primary,$50K
qwen-operations,OPS,ops-002-supply-chain-optimizer,aligned-venture,primary,$50K
qwen-operations,OPS,ops-003-event-planning-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-004-inventory-management-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-005-project-management-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-006-document-automation-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-007-meeting-assistant-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-008-recruitment-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-009-onboarding-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-010-training-platform-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-011-performance-review-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-012-it-support-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-013-facilities-management-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-014-travel-booking-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-015-expense-management-ai,aligned-venture,primary,$50K
qwen-operations,OPS,ops-staff-001-staffing,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-001-business-consulting,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-002-legal-services,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-003-accounting-services,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-004-hr-consulting,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-005-marketing-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-006-web-design-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-007-it-support-services,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-008-virtual-assistant-service,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-009-bookkeeping-service,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-010-tax-preparation-service,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-011-real-estate-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-012-insurance-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-016-photography-service,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-017-videography-service,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-018-translation-services,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-019-copywriting-service,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-020-social-media-management,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-021-seo-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-022-ppc-management,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-023-pr-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-024-recruiting-agency,aligned-venture,primary,$50K
qwen-professional-services,PS,ps-025-business-brokerage,aligned-venture,primary,$50K
qwen-real-estate,RE,re-001-property-holdings,aligned-venture,primary,$50K
qwen-technology,TECH,tech-001-quantum-algorithm-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-002-ai-compliance-scanner,aligned-venture,primary,$50K
qwen-technology,TECH,tech-003-cloud-management-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-004-robotics-training-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-005-customer-insights-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-006-voice-assistant-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-007-blockchain-verifier-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-009-content-studio-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-010-smart-home-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-011-supply-chain-optimizer,aligned-venture,primary,$50K
qwen-technology,TECH,tech-012-data-visualization-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-013-workflow-automation,aligned-venture,primary,$50K
qwen-technology,TECH,tech-014-sentiment-analyzer,aligned-venture,primary,$50K
qwen-technology,TECH,tech-015-image-recognition-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-016-video-editor-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-017-speech-to-text-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-018-text-to-speech-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-020-recommendation-engine,aligned-venture,primary,$50K
qwen-technology,TECH,tech-021-network-security-ai,aligned-venture,primary,$50K
qwen-finance,FIN,tech-022-database-optimizer,aligned-venture,primary,$50K
qwen-technology,TECH,tech-023-ai-testing-platform,aligned-venture,primary,$50K
qwen-technology,TECH,tech-024-virtual-assistant-builder,aligned-venture,primary,$50K
qwen-technology,TECH,tech-025-machine-learning-builder,aligned-venture,primary,$50K
qwen-technology,TECH,tech-026-ai-ethics-auditor,aligned-venture,primary,$50K
qwen-technology,TECH,tech-027-predictive-analytics-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-028-ai-training-platform,aligned-venture,primary,$50K
qwen-technology,TECH,tech-029-digital-twin-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-030-ai-monitoring-system,aligned-venture,primary,$50K
qwen-technology,TECH,tech-031-edge-computing-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-032-ai-integration-hub,aligned-venture,primary,$50K
qwen-technology,TECH,tech-033-quantum-algorithm-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-034-ai-compliance-scanner,aligned-venture,primary,$50K
qwen-technology,TECH,tech-035-cloud-management-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-037-customer-insights-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-038-voice-assistant-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-039-blockchain-verifier-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-040-cybersecurity-shield,aligned-venture,primary,$50K
qwen-technology,TECH,tech-041-content-studio-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-042-smart-home-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-043-supply-chain-optimizer,aligned-venture,primary,$50K
qwen-technology,TECH,tech-044-data-visualization-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-045-workflow-automation,aligned-venture,primary,$50K
qwen-technology,TECH,tech-046-sentiment-analyzer,aligned-venture,primary,$50K
qwen-technology,TECH,tech-047-image-recognition-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-048-video-editor-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-049-speech-to-text-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-051-fraud-prevention-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-052-recommendation-engine,aligned-venture,primary,$50K
qwen-technology,TECH,tech-053-network-security-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-054-database-optimizer,aligned-venture,primary,$50K
qwen-technology,TECH,tech-055-ai-testing-platform,aligned-venture,primary,$50K
qwen-technology,TECH,tech-056-virtual-assistant-builder,aligned-venture,primary,$50K
qwen-technology,TECH,tech-057-machine-learning-builder,aligned-venture,primary,$50K
qwen-technology,TECH,tech-058-ai-ethics-auditor,aligned-venture,primary,$50K
qwen-technology,TECH,tech-059-predictive-analytics-ai,aligned-venture,primary,$50K
qwen-technology,TECH,tech-060-ai-training-platform,aligned-venture,primary,$50K
qwen-technology,TECH,tech-ventures-portfolio,aligned-venture,primary,$50K
