venture_id,name,sector,archetype,stage,capabilities,owned_caps,buy_caps,integration_pct,deal_layer
LT-021-Warehouse-Company,Warehouse Company,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-022-Fulfillment-Center,Fulfillment Center,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-023-Storage-Business,Storage Business,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-024-Distribution-Company,Distribution Company,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-025-Logistics-Marketplace,Logistics Marketplace,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-026-Shipping-Platform,Shipping Platform,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-027-Fleet-Management-SaaS,Fleet Management Saas,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-028-Freight-AI-Optimization,Freight Ai Optimization,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-029-Supply-Chain-Analytics,Supply Chain Analytics,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-030-Cold-Chain-Logistics,Cold Chain Logistics,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
PS-001-Business-Consulting,Business Consulting,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-002-Legal-Services,Legal Services,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-003-Accounting-Services,Accounting Services,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-004-HR-Consulting,Hr Consulting,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-005-Marketing-Agency,Marketing Agency,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-006-Web-Design-Agency,Web Design Agency,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-007-IT-Support-Services,It Support Services,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-008-Virtual-Assistant-Service,Virtual Assistant Service,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-009-Bookkeeping-Service,Bookkeeping Service,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-010-Tax-Preparation-Service,Tax Preparation Service,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-011-Real-Estate-Agency,Real Estate Agency,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-012-Insurance-Agency,Insurance Agency,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-013-Financial-Planning,Financial Planning,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-014-Event-Planning,Event Planning,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-015-Interior-Design,Interior Design,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-016-Photography-Service,Photography Service,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-017-Videography-Service,Videography Service,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-018-Translation-Services,Translation Services,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-019-Copywriting-Service,Copywriting Service,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-020-Social-Media-Management,Social Media Management,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-021-SEO-Agency,Seo Agency,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-022-PPC-Management,Ppc Management,professional-services,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-023-PR-Agency,Pr Agency,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-024-Recruiting-Agency,Recruiting Agency,professional-services,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
PS-025-Business-Brokerage,Business Brokerage,professional-services,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-001-YouTube-Channel-Network,Youtube Channel Network,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-002-Podcast-Network,Podcast Network,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-003-Blog-Network,Blog Network,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-004-Influencer-Agency,Influencer Agency,media-content,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-005-Content-Creation-Studio,Content Creation Studio,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-006-Video-Production-Company,Video Production Company,media-content,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-007-Animation-Studio,Animation Studio,media-content,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-008-Music-Production,Music Production,media-content,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-009-Stock-Photography,Stock Photography,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-010-Stock-Video,Stock Video,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-011-Online-Magazine,Online Magazine,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-012-News-Website,News Website,media-content,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-013-Streaming-Platform,Streaming Platform,media-content,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-014-Gaming-Channel,Gaming Channel,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-015-Esports-Team,Esports Team,media-content,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-016-Virtual-Events-Platform,Virtual Events Platform,media-content,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-017-Online-Course-Platform,Online Course Platform,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-018-Membership-Site,Membership Site,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-019-Digital-Download-Store,Digital Download Store,media-content,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
MC-020-NFT-Marketplace,Nft Marketplace,media-content,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
ET-001-Online-Tutoring-Platform,Online Tutoring Platform,education-training,edtech,mvp,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-002-Language-Learning-App,Language Learning App,education-training,edtech,mvp,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-003-Test-Prep-Service,Test Prep Service,education-training,edtech,validation,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-004-Coding-Bootcamp,Coding Bootcamp,education-training,edtech,validation,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-005-Professional-Certification,Professional Certification,education-training,edtech,validation,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-006-Corporate-Training,Corporate Training,education-training,edtech,validation,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-007-Skills-Assessment-Platform,Skills Assessment Platform,education-training,edtech,planned,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-008-Career-Coaching,Career Coaching,education-training,edtech,mvp,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-009-Resume-Writing-Service,Resume Writing Service,education-training,edtech,mvp,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-010-Interview-Prep-Platform,Interview Prep Platform,education-training,edtech,mvp,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-011-Mentorship-Platform,Mentorship Platform,education-training,edtech,planned,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-012-Educational-Content-Library,Educational Content Library,education-training,edtech,mvp,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-013-VR-Training-Simulations,Vr Training Simulations,education-training,edtech,planned,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-014-Gamified-Learning-App,Gamified Learning App,education-training,edtech,planned,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ET-015-Homeschool-Curriculum,Homeschool Curriculum,education-training,edtech,validation,api | authentication | dashboard | database | workspace,api | authentication | dashboard | database,workspace,80,L6 Software
ST-001-SaaS-Platform,Saas Platform,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-002-Mobile-App-Development,Mobile App Development,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-003-Web-Development-Agency,Web Development Agency,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-004-Custom-Software-Development,Custom Software Development,software-technology,devtools,validation,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-005-API-Development,Api Development,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-006-Cloud-Infrastructure,Cloud Infrastructure,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-007-DevOps-Consulting,Devops Consulting,software-technology,devtools,validation,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-008-Cybersecurity-Service,Cybersecurity Service,software-technology,devtools,validation,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-009-Data-Analytics-Platform,Data Analytics Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-010-Business-Intelligence-Tool,Business Intelligence Tool,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-011-CRM-Platform,Crm Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-012-Project-Management-Tool,Project Management Tool,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-013-Communication-Platform,Communication Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-014-Collaboration-Software,Collaboration Software,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-015-Automation-Platform,Automation Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-016-AI,Ai,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-017-Chatbot-Builder,Chatbot Builder,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-018-E-commerce-Platform,E Commerce Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-019-Payment-Processing,Payment Processing,software-technology,devtools,validation,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-020-Blockchain-Platform,Blockchain Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-021-IoT-Platform,Iot Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-022-AR,Ar,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-023-Game-Development,Game Development,software-technology,devtools,validation,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-024-Marketing-Automation,Marketing Automation,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-025-Sales-Automation,Sales Automation,software-technology,devtools,mvp,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-026-HR-Tech-Platform,Hr Tech Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-027-Legal-Tech-Platform,Legal Tech Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-028-Health-Tech-Platform,Health Tech Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-029-EdTech-Platform,Edtech Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
ST-030-PropTech-Platform,Proptech Platform,software-technology,devtools,planned,api | authentication | dashboard | database | monitoring,api | authentication | dashboard | database | monitoring,,100,L6 Software
EC-001-Angels-in-Daylight,Angels In Daylight,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-002-New-World-Apparel,New World Apparel,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-003-Shopify-Autopilot,Shopify Autopilot,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-004-Shoe-Customizer,Shoe Customizer,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-005-Sunglasses-AI,Sunglasses Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-006-Dropship-Hub,Dropship Hub,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-007-Personal-Shopper-AI,Personal Shopper Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-008-Custom-Sneaker-AI,Custom Sneaker Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-009-Sustainable-Fashion-AI,Sustainable Fashion Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-010-Jewelry-Designer-AI,Jewelry Designer Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-011-Virtual-Try-On-AI,Virtual Try On Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-012-Fashion-Designer-AI,Fashion Designer Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-013-Merch-Licensing,Merch Licensing,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-014-Subscription-Box-AI,Subscription Box Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-015-Surf-Gear-AI,Surf Gear Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-016-Ski-Gear-AI,Ski Gear Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-017-Golf-Gear-AI,Golf Gear Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-018-Fishing-Gear-AI,Fishing Gear Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-019-Yoga-Gear-AI,Yoga Gear Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-020-Costume-Shop-AI,Costume Shop Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-021-Luggage-AI,Luggage Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-022-Home-Appliance-AI,Home Appliance Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-023-Tool-Shop-AI,Tool Shop Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-024-Garden-Supply-AI,Garden Supply Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-025-Collectible-AI,Collectible Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-026-Hobby-Shop-AI,Hobby Shop Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-027-Kids-Toy-Line,Kids Toy Line,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-028-NFT-Fashion-Licensing,Nft Fashion Licensing,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-029-Instant-Brand-Generator,Instant Brand Generator,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-030-AI-Product-Photographer,Ai Product Photographer,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-031-Automated-Inventory-Forecaster,Automated Inventory Forecaster,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-032-Dynamic-Pricing-Engine,Dynamic Pricing Engine,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-033-Ad-Optimizer-AI,Ad Optimizer Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-034-Recommendation-Engine,Recommendation Engine,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-035-Review-Aggregator-AI,Review Aggregator Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-036-Fulfillment-Network-AI,Fulfillment Network Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-037-Return-Optimization-AI,Return Optimization Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-038-Chatbot-Customer-Service,Chatbot Customer Service,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-039-Visual-Search-AI,Visual Search Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-040-Abandoned-Cart-Recovery,Abandoned Cart Recovery,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-041-Seasonal-Trend-Predictor,Seasonal Trend Predictor,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-042-Influencer-Matchmaker,Influencer Matchmaker,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-043-UGC-Content-Aggregator,Ugc Content Aggregator,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-044-Live-Commerce-Platform,Live Commerce Platform,e-commerce,market,growth,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-045-AR-Virtual-Fitting-Room,Ar Virtual Fitting Room,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-046-3D-Product-Viewer,3D Product Viewer,e-commerce,market,growth,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-047-Carbon-Footprint-Tracker,Carbon Footprint Tracker,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-048-Wholesale-Marketplace-AI,Wholesale Marketplace Ai,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-049-Rental-Marketplace,Rental Marketplace,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-050-AI-Product-Descriptions,Ai Product Descriptions,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-051-AI-Email-Marketing,Ai Email Marketing,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-052-AI-Product-Bundler,Ai Product Bundler,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-053-AI-Visual-Merchandiser,Ai Visual Merchandiser,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-055-AI-Warehouse-Management,Ai Warehouse Management,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-056-AI-Supplier-Matching,Ai Supplier Matching,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-057-AI-Quality-Control,Ai Quality Control,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-058-AI-Packaging-Designer,Ai Packaging Designer,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-059-AI-Logistics-Planner,Ai Logistics Planner,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-061-AI-Gift-Finder,Ai Gift Finder,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-062-AI-Trend-Hunter,Ai Trend Hunter,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-063-AI-Market-Research,Ai Market Research,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-065-AI-Product-Development,Ai Product Development,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-066-AI-Customer-Journey,Ai Customer Journey,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
EC-067-AI-Payment-Optimization,Ai Payment Optimization,e-commerce,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
