venture_id,name,sector,stage,status,required_capabilities,implemented_capabilities,coverage_pct
PS-022-PPC-Management,Ppc Management,professional-services,mvp,development,analytics;api;authentication;crm;dashboard;database;ocr;payments;scheduling,,0.0
PS-023-PR-Agency,Pr Agency,professional-services,validation,validation,analytics;api;authentication;crm;dashboard;database;ocr;payments;scheduling,,0.0
PS-024-Recruiting-Agency,Recruiting Agency,professional-services,validation,validation,analytics;api;authentication;crm;dashboard;database;ocr;payments;scheduling,,0.0
PS-025-Business-Brokerage,Business Brokerage,professional-services,planned,planned,analytics;api;authentication;crm;dashboard;database;ocr;payments;scheduling,,0.0
MC-001-YouTube-Channel-Network,Youtube Channel Network,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-002-Podcast-Network,Podcast Network,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-003-Blog-Network,Blog Network,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-004-Influencer-Agency,Influencer Agency,media-content,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-005-Content-Creation-Studio,Content Creation Studio,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-006-Video-Production-Company,Video Production Company,media-content,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-007-Animation-Studio,Animation Studio,media-content,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-008-Music-Production,Music Production,media-content,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-009-Stock-Photography,Stock Photography,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-010-Stock-Video,Stock Video,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-011-Online-Magazine,Online Magazine,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-012-News-Website,News Website,media-content,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-013-Streaming-Platform,Streaming Platform,media-content,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-014-Gaming-Channel,Gaming Channel,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-015-Esports-Team,Esports Team,media-content,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-016-Virtual-Events-Platform,Virtual Events Platform,media-content,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-017-Online-Course-Platform,Online Course Platform,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-018-Membership-Site,Membership Site,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-019-Digital-Download-Store,Digital Download Store,media-content,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-020-NFT-Marketplace,Nft Marketplace,media-content,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
ET-001-Online-Tutoring-Platform,Online Tutoring Platform,education-training,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-002-Language-Learning-App,Language Learning App,education-training,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-003-Test-Prep-Service,Test Prep Service,education-training,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-004-Coding-Bootcamp,Coding Bootcamp,education-training,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-005-Professional-Certification,Professional Certification,education-training,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-006-Corporate-Training,Corporate Training,education-training,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-007-Skills-Assessment-Platform,Skills Assessment Platform,education-training,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-008-Career-Coaching,Career Coaching,education-training,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-009-Resume-Writing-Service,Resume Writing Service,education-training,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-010-Interview-Prep-Platform,Interview Prep Platform,education-training,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-011-Mentorship-Platform,Mentorship Platform,education-training,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-012-Educational-Content-Library,Educational Content Library,education-training,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-013-VR-Training-Simulations,Vr Training Simulations,education-training,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-014-Gamified-Learning-App,Gamified Learning App,education-training,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-015-Homeschool-Curriculum,Homeschool Curriculum,education-training,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ST-001-SaaS-Platform,Saas Platform,software-technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-002-Mobile-App-Development,Mobile App Development,software-technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-003-Web-Development-Agency,Web Development Agency,software-technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-004-Custom-Software-Development,Custom Software Development,software-technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-005-API-Development,Api Development,software-technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-006-Cloud-Infrastructure,Cloud Infrastructure,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-007-DevOps-Consulting,Devops Consulting,software-technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-008-Cybersecurity-Service,Cybersecurity Service,software-technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,,0.0
ST-009-Data-Analytics-Platform,Data Analytics Platform,software-technology,planned,planned,agent;analytics;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-010-Business-Intelligence-Tool,Business Intelligence Tool,software-technology,planned,planned,agent;analytics;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-011-CRM-Platform,Crm Platform,software-technology,planned,planned,agent;api;authentication;automation;crm;dashboard;database;devtools;llm;payments,,0.0
ST-012-Project-Management-Tool,Project Management Tool,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-013-Communication-Platform,Communication Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-014-Collaboration-Software,Collaboration Software,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;workspace,,0.0
ST-015-Automation-Platform,Automation Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-016-AI,Ai,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-017-Chatbot-Builder,Chatbot Builder,software-technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-018-E-commerce-Platform,E Commerce Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-019-Payment-Processing,Payment Processing,software-technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-020-Blockchain-Platform,Blockchain Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-021-IoT-Platform,Iot Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-022-AR,Ar,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-023-Game-Development,Game Development,software-technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-024-Marketing-Automation,Marketing Automation,software-technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-025-Sales-Automation,Sales Automation,software-technology,mvp,development,agent;api;authentication;automation;crm;dashboard;database;devtools;llm;payments,,0.0
ST-026-HR-Tech-Platform,Hr Tech Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-027-Legal-Tech-Platform,Legal Tech Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-028-Health-Tech-Platform,Health Tech Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-029-EdTech-Platform,Edtech Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-030-PropTech-Platform,Proptech Platform,software-technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
EC-001-Angels-in-Daylight,Angels In Daylight,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,dashboard;fashion-design;machine-learning,11.1
EC-002-New-World-Apparel,New World Apparel,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;notifications;payments;search,fashion-design,10.0
EC-003-Shopify-Autopilot,Shopify Autopilot,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-004-Shoe-Customizer,Shoe Customizer,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-005-Sunglasses-AI,Sunglasses Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-006-Dropship-Hub,Dropship Hub,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-007-Personal-Shopper-AI,Personal Shopper Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-008-Custom-Sneaker-AI,Custom Sneaker Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-009-Sustainable-Fashion-AI,Sustainable Fashion Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;llm;notifications;payments;search,fashion-design;llm,18.2
EC-010-Jewelry-Designer-AI,Jewelry Designer Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-011-Virtual-Try-On-AI,Virtual Try On Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-012-Fashion-Designer-AI,Fashion Designer Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;llm;notifications;payments;search,fashion-design;llm,18.2
EC-013-Merch-Licensing,Merch Licensing,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-014-Subscription-Box-AI,Subscription Box Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-015-Surf-Gear-AI,Surf Gear Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-016-Ski-Gear-AI,Ski Gear Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-017-Golf-Gear-AI,Golf Gear Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-018-Fishing-Gear-AI,Fishing Gear Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-019-Yoga-Gear-AI,Yoga Gear Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-020-Costume-Shop-AI,Costume Shop Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-021-Luggage-AI,Luggage Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-022-Home-Appliance-AI,Home Appliance Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-023-Tool-Shop-AI,Tool Shop Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-024-Garden-Supply-AI,Garden Supply Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-025-Collectible-AI,Collectible Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-026-Hobby-Shop-AI,Hobby Shop Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-027-Kids-Toy-Line,Kids Toy Line,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-028-NFT-Fashion-Licensing,Nft Fashion Licensing,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;notifications;payments;search,fashion-design,10.0
EC-029-Instant-Brand-Generator,Instant Brand Generator,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-030-AI-Product-Photographer,Ai Product Photographer,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-031-Automated-Inventory-Forecaster,Automated Inventory Forecaster,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-032-Dynamic-Pricing-Engine,Dynamic Pricing Engine,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-033-Ad-Optimizer-AI,Ad Optimizer Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-034-Recommendation-Engine,Recommendation Engine,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-035-Review-Aggregator-AI,Review Aggregator Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-036-Fulfillment-Network-AI,Fulfillment Network Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-037-Return-Optimization-AI,Return Optimization Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-038-Chatbot-Customer-Service,Chatbot Customer Service,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-039-Visual-Search-AI,Visual Search Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm;search,20.0
EC-040-Abandoned-Cart-Recovery,Abandoned Cart Recovery,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-041-Seasonal-Trend-Predictor,Seasonal Trend Predictor,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-042-Influencer-Matchmaker,Influencer Matchmaker,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-043-UGC-Content-Aggregator,Ugc Content Aggregator,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-044-Live-Commerce-Platform,Live Commerce Platform,e-commerce,growth,active,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-045-AR-Virtual-Fitting-Room,Ar Virtual Fitting Room,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-046-3D-Product-Viewer,3D Product Viewer,e-commerce,growth,active,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-047-Carbon-Footprint-Tracker,Carbon Footprint Tracker,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-048-Wholesale-Marketplace-AI,Wholesale Marketplace Ai,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-049-Rental-Marketplace,Rental Marketplace,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-050-AI-Product-Descriptions,Ai Product Descriptions,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-051-AI-Email-Marketing,Ai Email Marketing,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm;notifications,20.0
EC-052-AI-Product-Bundler,Ai Product Bundler,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-053-AI-Visual-Merchandiser,Ai Visual Merchandiser,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-055-AI-Warehouse-Management,Ai Warehouse Management,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-056-AI-Supplier-Matching,Ai Supplier Matching,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-057-AI-Quality-Control,Ai Quality Control,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-058-AI-Packaging-Designer,Ai Packaging Designer,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-059-AI-Logistics-Planner,Ai Logistics Planner,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-061-AI-Gift-Finder,Ai Gift Finder,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-062-AI-Trend-Hunter,Ai Trend Hunter,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-063-AI-Market-Research,Ai Market Research,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-065-AI-Product-Development,Ai Product Development,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-066-AI-Customer-Journey,Ai Customer Journey,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-067-AI-Payment-Optimization,Ai Payment Optimization,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm;payments,20.0
EC-068-AI-Returns-Management,Ai Returns Management,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-072-AI-Product-Cataloger,Ai Product Cataloger,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,crm;llm,20.0
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-078-AI-Product-Comparison,Ai Product Comparison,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-079-AI-Customer-Feedback,Ai Customer Feedback,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-080-AI-Product-Updates,Ai Product Updates,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-081-AI-Cross-Selling,Ai Cross Selling,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-082-AI-Up-Selling,Ai Up Selling,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-083-AI-Product-Education,Ai Product Education,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-084-AI-Purchase-Timing,Ai Purchase Timing,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-085-AI-Customer-Support,Ai Customer Support,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-086-AI-Order-Tracking,Ai Order Tracking,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-087-AI-Product-Reviews,Ai Product Reviews,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-088-AI-Customer-Community,Ai Customer Community,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-089-AI-Product-Customization,Ai Product Customization,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-090-AI-Gift-Registry,Ai Gift Registry,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-091-AI-Wedding-Registry,Ai Wedding Registry,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-092-AI-Baby-Registry,Ai Baby Registry,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-093-AI-Holiday-Planner,Ai Holiday Planner,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-094-AI-Personal-Shopper,Ai Personal Shopper,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-095-AI-Color-Match,Ai Color Match,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-098-AI-Outfit-Builder,Ai Outfit Builder,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-101-AI-Accessory-Match,Ai Accessory Match,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-102-AI-Shoe-Match,Ai Shoe Match,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-103-AI-Jewelry-Match,Ai Jewelry Match,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-104-AI-Bag-Match,Ai Bag Match,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-105-AI-Color-Palette,Ai Color Palette,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-107-AI-Style-Evolution,Ai Style Evolution,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-108-AI-Budget-Stylist,Ai Budget Stylist,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-109-AI-Trend-Archive,Ai Trend Archive,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,e-commerce,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-003-Cloud-Management-AI,Cloud Management Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-004-Robotics-Training-AI,Robotics Training Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-005-Customer-Insights-AI,Customer Insights Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-008-Cybersecurity-Shield,Cybersecurity Shield,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,,0.0
TECH-009-Content-Studio-AI,Content Studio Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
