rank,name,total_score,tier,category,stars,language,venture_match_count,strategic_importance,capability_depth,ecosystem_fit,production_readiness,agent_native,business_value,differentiation,maintenance_risk,url
406,awesome-cursorrules,27,D — Experimental/Retire,Asset,40261,javascript,91,6,6,2,0,4,3,6,0,https://github.com/PatrickJS/awesome-cursorrules
407,OpenSwarm,26,D — Experimental/Retire,Unclassified,2795,python,91,6,6,2,0,4,3,5,0,https://github.com/VRSEN/OpenSwarm
408,NotFair,26,D — Experimental/Retire,Asset,3090,typescript,91,6,6,2,0,4,3,5,0,https://github.com/nowork-studio/NotFair
409,claude-code-telegram,26,D — Experimental/Retire,Asset,2724,python,91,6,6,2,0,4,3,5,0,https://github.com/RichardAtCT/claude-code-telegram
410,cc-mirror,26,D — Experimental/Retire,Asset,2242,typescript,91,6,6,2,0,4,3,5,0,https://github.com/numman-ali/cc-mirror
411,magic-portfolio,26,D — Experimental/Retire,Product,1352,typescript,43,6,6,2,0,0,5,7,0,https://github.com/once-ui-system/magic-portfolio
412,Mindustry,26,D — Experimental/Retire,Unclassified,28160,java,2,6,6,2,3,0,3,6,0,https://github.com/Anuken/Mindustry
413,awesome-compose,26,D — Experimental/Retire,Unclassified,45788,html,288,6,6,2,3,0,3,6,0,https://github.com/docker/awesome-compose
414,comm-005-ace-food-security-ai,25,D — Experimental/Retire,Asset,0,typescript,28,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/comm-005-ace-food-security-ai
415,bw-001-up-next-code,25,D — Experimental/Retire,Asset,0,typescript,249,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/bw-001-up-next-code
416,ace-ecommerce-templates,25,D — Experimental/Retire,Asset,0,Unknown,249,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ace-ecommerce-templates
417,billionaire-brain-assistant,25,D — Experimental/Retire,Asset,0,python,293,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/billionaire-brain-assistant
418,ec-039-visual-search-ai,25,D — Experimental/Retire,Asset,0,Unknown,193,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ec-039-visual-search-ai
419,ec-051-ai-email-marketing,25,D — Experimental/Retire,Asset,0,Unknown,154,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ec-051-ai-email-marketing
420,ec-076-ai-sales-forecasting,25,D — Experimental/Retire,Asset,0,Unknown,132,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ec-076-ai-sales-forecasting
421,em-047-ai-environmental-monitoring,25,D — Experimental/Retire,Asset,0,Unknown,66,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/em-047-ai-environmental-monitoring
422,iza-os-ai-prediction-platform,25,D — Experimental/Retire,Asset,0,python,293,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/iza-os-ai-prediction-platform
423,iza-os-inventory-management-monitoring-bot,25,D — Experimental/Retire,Unclassified,0,typescript,99,10,6,2,5,0,3,0,-1,https://github.com/Worldwidebro/iza-os-inventory-management-monitoring-bot
424,iza-os-model-training,25,D — Experimental/Retire,Asset,0,Unknown,132,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/iza-os-model-training
425,iza-os-predictive-analytics-bot,25,D — Experimental/Retire,Asset,0,javascript,293,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/iza-os-predictive-analytics-bot
426,iza-os-semantic-search,25,D — Experimental/Retire,Asset,0,Unknown,193,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/iza-os-semantic-search
427,ops-006-document-automation-ai,25,D — Experimental/Retire,Asset,0,Unknown,249,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ops-006-document-automation-ai
428,quantum-brain-sync-website,25,D — Experimental/Retire,Asset,0,python,249,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/quantum-brain-sync-website
429,tech-021-network-security-ai,25,D — Experimental/Retire,Asset,0,Unknown,28,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/tech-021-network-security-ai
430,tech-027-predictive-analytics-ai,25,D — Experimental/Retire,Asset,0,Unknown,293,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/tech-027-predictive-analytics-ai
431,tech-030-ai-monitoring-system,25,D — Experimental/Retire,Asset,0,Unknown,66,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/tech-030-ai-monitoring-system
432,tech-053-network-security-ai,25,D — Experimental/Retire,Asset,0,Unknown,28,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/tech-053-network-security-ai
433,tech-059-predictive-analytics-ai,25,D — Experimental/Retire,Asset,0,Unknown,293,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/tech-059-predictive-analytics-ai
434,ai-002-ml-engine,25,D — Experimental/Retire,Asset,0,Unknown,2,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ai-002-ml-engine
435,ai-002-web-app,25,D — Experimental/Retire,Asset,0,Unknown,422,10,6,2,0,4,3,0,0,https://github.com/Worldwidebro/ai-002-web-app
436,typesense,25,D — Experimental/Retire,Product,26239,c++,0,6,6,2,0,0,5,6,0,https://github.com/typesense/typesense
437,claude-code-source,25,D — Experimental/Retire,Unclassified,787,typescript,91,6,6,2,0,4,3,4,0,https://github.com/hangsman/claude-code-source
438,CL1_LLM_Encoder,25,D — Experimental/Retire,Asset,232,python,66,6,6,2,0,4,3,4,0,https://github.com/4R7I5T/CL1_LLM_Encoder
439,pinchtab,25,D — Experimental/Retire,Product,9406,go,312,6,6,2,0,0,5,6,0,https://github.com/pinchtab/pinchtab
440,nn-zero-to-hero,25,D — Experimental/Retire,Unclassified,23417,jupyter notebook,0,6,6,2,3,0,3,6,-1,https://github.com/karpathy/nn-zero-to-hero
441,social-analyzer,25,D — Experimental/Retire,Service,23411,javascript,91,6,6,2,0,0,5,6,0,https://github.com/qeeqbox/social-analyzer
442,micrograd,25,D — Experimental/Retire,Service,16622,jupyter notebook,2,6,6,2,0,0,5,6,0,https://github.com/karpathy/micrograd
443,hoppscotch,25,D — Experimental/Retire,Service,79762,typescript,91,6,6,2,0,0,5,6,0,https://github.com/hoppscotch/hoppscotch
444,changedetection.io,25,D — Experimental/Retire,Product,32236,python,1,6,6,2,0,0,5,6,0,https://github.com/dgtlmoon/changedetection.io
445,note-companion,25,D — Experimental/Retire,Asset,852,typescript,64,6,6,2,0,4,3,4,0,https://github.com/Nexus-JPF/note-companion
446,tweakcn,25,D — Experimental/Retire,Product,10138,typescript,312,6,6,2,0,0,5,6,0,https://github.com/jnsahaj/tweakcn
447,firecrawl,25,D — Experimental/Retire,Service,147523,typescript,288,6,6,2,0,0,5,6,0,https://github.com/firecrawl/firecrawl
448,storybook,25,D — Experimental/Retire,Product,90513,typescript,10,6,6,2,0,0,5,6,0,https://github.com/storybookjs/storybook
449,the-book-of-secret-knowledge,25,D — Experimental/Retire,Unclassified,232224,Unknown,5,6,6,2,3,0,3,6,-1,https://github.com/trimstray/the-book-of-secret-knowledge
450,ec-003-shopify-autopilot,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-003-shopify-autopilot
451,comm-033-youth-innovation-hub,24,D — Experimental/Retire,Unclassified,0,typescript,119,10,3,5,4,0,3,0,-1,https://github.com/Worldwidebro/comm-033-youth-innovation-hub
452,comm-013-women-s-empowerment-network,24,D — Experimental/Retire,Unclassified,0,typescript,119,10,3,5,4,0,3,0,-1,https://github.com/Worldwidebro/comm-013-women-s-empowerment-network
453,comm-011-indigenous-creator-hub,24,D — Experimental/Retire,Unclassified,0,typescript,119,10,3,5,4,0,3,0,-1,https://github.com/Worldwidebro/comm-011-indigenous-creator-hub
454,comm-002-brotherhood-coaching-network,24,D — Experimental/Retire,Unclassified,0,typescript,119,10,3,5,4,0,3,0,-1,https://github.com/Worldwidebro/comm-002-brotherhood-coaching-network
455,ec-005-nwa-products,24,D — Experimental/Retire,Unclassified,0,Unknown,66,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-005-nwa-products
456,ec-006-dropship-hub,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-006-dropship-hub
457,ec-032-dynamic-pricing-engine,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-032-dynamic-pricing-engine
458,ec-034-recommendation-engine,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-034-recommendation-engine
459,ec-043-ugc-content-aggregator,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-043-ugc-content-aggregator
460,ec-049-rental-marketplace,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/ec-049-rental-marketplace
461,edu-001-youth-entrepreneurship-curriculum,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-001-youth-entrepreneurship-curriculum
462,edu-003-coding-mentor-certification,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-003-coding-mentor-certification
463,edu-004-real-estate-licensing-prep,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-004-real-estate-licensing-prep
464,edu-005-coding-bootcamp,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-005-coding-bootcamp
465,edu-009-voiceover-script-library,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-009-voiceover-script-library
466,edu-010-trade-skills-bootcamp,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-010-trade-skills-bootcamp
467,edu-011-franchise-blueprint-system,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-011-franchise-blueprint-system
468,edu-012-low-income-housing-blueprint,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-012-low-income-housing-blueprint
469,edu-014-bipoc-creator-incubator,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-014-bipoc-creator-incubator
470,edu-016-virtual-black-art-museum,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-016-virtual-black-art-museum
471,edu-018-online-course-creator,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-018-online-course-creator
472,edu-019-executive-education-program,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-019-executive-education-program
473,edu-020-youth-stem-program,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-020-youth-stem-program
474,edu-021-remote-work-certification,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-021-remote-work-certification
475,edu-023-personal-finance-coach,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/edu-023-personal-finance-coach
476,et-012-educational-content-library,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/et-012-educational-content-library
477,et-015-homeschool-curriculum,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/et-015-homeschool-curriculum
478,bw-040-beauty-tools-brand,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-040-beauty-tools-brand
479,bw-039-cosmetics-brand,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-039-cosmetics-brand
480,bw-038-photoshoot-makeup-team,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-038-photoshoot-makeup-team
481,bw-037-mobile-makeup-artist,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-037-mobile-makeup-artist
482,bw-035-makeup-studio,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-035-makeup-studio
483,bw-030-scalp-treatment-products,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-030-scalp-treatment-products
484,bw-028-wig-brand,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-028-wig-brand
485,bw-025-wig-installation-studio,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-025-wig-installation-studio
486,bw-022-barbershop,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-022-barbershop
487,bw-019-salon-management-software,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-019-salon-management-software
488,bw-010-online-lash-education,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-010-online-lash-education
489,bw-009-franchise-lash-salons,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-009-franchise-lash-salons
490,bw-008-private-label-lashes,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-008-private-label-lashes
491,bw-007-lash-kits---tools,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-007-lash-kits---tools
492,bw-006-lash-glue-brand,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-006-lash-glue-brand
493,bw-005-lash-supply-company,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-005-lash-supply-company
494,bw-003-luxury-lash-bar,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-003-luxury-lash-bar
495,bw-001-lash-extension-studio,24,D — Experimental/Retire,Unclassified,0,Unknown,141,10,6,2,0,4,3,0,-1,https://github.com/Worldwidebro/bw-001-lash-extension-studio
496,starter,24,D — Experimental/Retire,Product,1826,typescript,712,6,6,2,0,0,5,5,0,https://github.com/graphile/starter
497,saas,24,D — Experimental/Retire,Product,4487,typescript,712,6,6,2,0,0,5,5,0,https://github.com/async-labs/saas
498,awesome-startup-credits,24,D — Experimental/Retire,Unclassified,2906,Unknown,189,6,9,3,0,0,3,5,-2,https://github.com/dakshshah96/awesome-startup-credits
499,claude-code-voice-skill,24,D — Experimental/Retire,Unclassified,168,python,91,6,6,2,0,4,3,3,0,https://github.com/abracadabra50/claude-code-voice-skill
500,tech-interview-handbook,24,D — Experimental/Retire,Unclassified,140717,typescript,0,4,0,4,7,0,3,6,0,https://github.com/yangshun/tech-interview-handbook
501,code-server,24,D — Experimental/Retire,Unclassified,78236,typescript,0,4,0,4,7,0,3,6,0,https://github.com/coder/code-server
502,alpaca-py,24,D — Experimental/Retire,Service,1417,python,91,6,6,2,0,0,5,5,0,https://github.com/alpacahq/alpaca-py
503,nitro,24,D — Experimental/Retire,Unclassified,10999,typescript,0,4,0,4,7,0,3,6,0,https://github.com/nitrojs/nitro
504,eureka,24,D — Experimental/Retire,Unclassified,870,rust,91,4,3,5,7,0,3,4,-2,https://github.com/simeg/eureka
505,starship,24,D — Experimental/Retire,Unclassified,58735,rust,0,4,0,4,7,0,3,6,0,https://github.com/starship/starship
506,raft,24,D — Experimental/Retire,Product,1025,cuda,0,6,6,2,0,0,5,5,0,https://github.com/NVIDIA/raft
507,ec-010-jewelry-designer-ai,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai
508,ec-058-ai-packaging-designer,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/ec-058-ai-packaging-designer
509,ec-098-ai-outfit-builder,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/ec-098-ai-outfit-builder
510,em-034-education-equity-ai,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/em-034-education-equity-ai
511,em-035-health-equity-ai,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/em-035-health-equity-ai
512,em-036-economic-equity-ai,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/em-036-economic-equity-ai
513,em-039-peacebuilding-ai,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/em-039-peacebuilding-ai
514,fin-012-invoice-factoring-ai,23,D — Experimental/Retire,Service,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai
515,iza-os-api-gateway-bot,23,D — Experimental/Retire,Service,0,python,312,10,6,2,0,0,5,0,0,https://github.com/Worldwidebro/iza-os-api-gateway-bot
516,iza-os-sales-core,23,D — Experimental/Retire,Product,0,Unknown,2,10,6,2,0,0,5,0,0,https://github.com/Worldwidebro/iza-os-sales-core
517,op-001-venture-automation-agency,23,D — Experimental/Retire,Unclassified,0,python,312,10,6,2,0,0,6,0,-1,https://github.com/Worldwidebro/op-001-venture-automation-agency
518,op-003-agent-services-hub,23,D — Experimental/Retire,Product,0,python,141,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/op-003-agent-services-hub
519,ops-008-recruitment-ai,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/ops-008-recruitment-ai
520,unified-dashboard-system,23,D — Experimental/Retire,Product,0,python,119,10,6,2,0,0,5,0,0,https://github.com/Worldwidebro/unified-dashboard-system
521,bw-020-ai-nail-design-generator,23,D — Experimental/Retire,Product,0,Unknown,422,10,3,1,0,4,5,0,0,https://github.com/Worldwidebro/bw-020-ai-nail-design-generator
522,iza-os-sales-automation-monitoring-bot,23,D — Experimental/Retire,Unclassified,0,c,0,12,9,3,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-sales-automation-monitoring-bot
523,iza-os-sales-automation-analytics-bot,23,D — Experimental/Retire,Unclassified,0,c,0,12,9,3,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-sales-automation-analytics-bot
524,iza-os-sales-automation-security-bot,23,D — Experimental/Retire,Unclassified,0,c,0,12,9,3,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-sales-automation-security-bot
525,iza-os-sales-automation-reporting-bot,23,D — Experimental/Retire,Unclassified,0,c,0,12,9,3,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-sales-automation-reporting-bot
526,iza-os-sales-automation-alerting-bot,23,D — Experimental/Retire,Unclassified,0,c,0,12,9,3,0,0,3,0,-4,https://github.com/Worldwidebro/iza-os-sales-automation-alerting-bot
527,harness,23,D — Experimental/Retire,Product,8250,html,141,4,3,1,0,4,5,6,0,https://github.com/revfactory/harness
528,Open-LLM-VTuber,23,D — Experimental/Retire,Product,12404,python,422,4,3,1,0,4,5,6,0,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber
529,ai-engineering-from-scratch,23,D — Experimental/Retire,Product,37621,python,422,4,3,1,0,4,5,6,0,https://github.com/rohitg00/ai-engineering-from-scratch
530,paperclip,23,D — Experimental/Retire,Product,73047,typescript,141,4,3,1,0,4,5,6,0,https://github.com/paperclipai/paperclip
531,prometheus,23,D — Experimental/Retire,Infrastructure,64997,go,119,6,6,2,0,0,3,6,0,https://github.com/prometheus/prometheus
532,langgraph,23,D — Experimental/Retire,Product,36792,python,141,4,3,1,0,4,5,6,0,https://github.com/langchain-ai/langgraph
533,multica,23,D — Experimental/Retire,Product,39489,go,141,4,3,1,0,4,5,6,0,https://github.com/multica-ai/multica
534,tegaki,23,D — Experimental/Retire,Unclassified,2970,typescript,0,4,0,4,7,0,3,5,0,https://github.com/gkurt/tegaki
535,claurst,23,D — Experimental/Retire,Product,9983,rust,141,4,3,1,0,4,5,6,0,https://github.com/Kuberwastaken/claurst
536,agentscope,23,D — Experimental/Retire,Product,27574,python,141,4,3,1,0,4,5,6,0,https://github.com/agentscope-ai/agentscope
537,meetily,23,D — Experimental/Retire,Product,21311,rust,422,4,3,1,0,4,5,6,0,https://github.com/Zackriya-Solutions/meetily
538,agents.md,23,D — Experimental/Retire,Product,22878,typescript,141,4,3,1,0,4,5,6,0,https://github.com/agentsmd/agents.md
539,blinko,23,D — Experimental/Retire,Product,10662,typescript,422,4,3,1,0,4,5,6,0,https://github.com/blinkospace/blinko
540,valuecell,23,D — Experimental/Retire,Product,10919,python,141,4,3,1,0,4,5,6,0,https://github.com/ValueCell-ai/valuecell
541,twenty,23,D — Experimental/Retire,Product,52504,typescript,422,4,3,1,0,4,5,6,0,https://github.com/twentyhq/twenty
542,LocalAI,23,D — Experimental/Retire,Product,47408,go,422,4,3,1,0,4,5,6,0,https://github.com/mudler/LocalAI
543,adk-samples,23,D — Experimental/Retire,Product,9858,python,141,4,3,1,0,4,5,6,0,https://github.com/google/adk-samples
544,ROMA,23,D — Experimental/Retire,Product,5084,python,141,4,3,1,0,4,5,6,0,https://github.com/sentient-agi/ROMA
545,Archon,23,D — Experimental/Retire,Product,22767,typescript,422,4,3,1,0,4,5,6,0,https://github.com/coleam00/Archon
546,dyad,23,D — Experimental/Retire,Product,20866,typescript,422,4,3,1,0,4,5,6,0,https://github.com/dyad-sh/dyad
547,fastmcp,23,D — Experimental/Retire,Product,26037,python,0,4,3,1,0,4,5,6,0,https://github.com/PrefectHQ/fastmcp
548,dify,23,D — Experimental/Retire,Product,148161,typescript,141,4,3,1,0,4,5,6,0,https://github.com/langgenius/dify
549,dash,22,D — Experimental/Retire,Product,2101,python,141,4,3,1,0,4,5,5,0,https://github.com/agno-agi/dash
550,tinyfish-cookbook,22,D — Experimental/Retire,Product,2062,typescript,141,4,3,1,0,4,5,5,0,https://github.com/tinyfish-io/tinyfish-cookbook
551,open-claude-cowork,22,D — Experimental/Retire,Product,4302,javascript,422,4,3,1,0,4,5,5,0,https://github.com/composio-community/open-claude-cowork
552,polar,22,D — Experimental/Retire,Service,10043,python,712,4,3,1,0,0,8,6,0,https://github.com/polarsource/polar
553,awesome-local-llm,22,D — Experimental/Retire,Product,2369,Unknown,422,4,3,1,0,4,5,5,0,https://github.com/rafska/awesome-local-llm
554,x402,22,D — Experimental/Retire,Service,6274,typescript,712,4,3,1,0,0,8,6,0,https://github.com/x402-foundation/x402
555,bRAG-langchain,22,D — Experimental/Retire,Product,4137,jupyter notebook,0,4,3,1,0,4,5,5,0,https://github.com/bragai/bRAG-langchain
556,chef,22,D — Experimental/Retire,Product,4596,typescript,422,4,3,1,0,4,5,5,0,https://github.com/get-convex/chef
557,DeepResearchAgent,22,D — Experimental/Retire,Product,3486,python,141,4,3,1,0,4,5,5,0,https://github.com/SkyworkAI/DeepResearchAgent
558,github-cheat-sheet,22,D — Experimental/Retire,Unclassified,57782,Unknown,422,4,3,1,3,4,3,6,-2,https://github.com/tiimgreen/github-cheat-sheet
559,ec-072-ai-product-cataloger,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/ec-072-ai-product-cataloger
560,ec-050-ai-product-descriptions,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/ec-050-ai-product-descriptions
561,ec-030-ai-product-photographer,21,D — Experimental/Retire,Asset,0,Unknown,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/ec-030-ai-product-photographer
562,ec-002-new-world-apparel,21,D — Experimental/Retire,Product,0,javascript,5,10,3,1,0,0,5,2,0,https://github.com/Worldwidebro/ec-002-new-world-apparel
563,edu-006-homeschooling-content-ai,21,D — Experimental/Retire,Asset,0,shell,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/edu-006-homeschooling-content-ai
564,comm-050-community-cultural-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-050-community-cultural-ai
565,comm-049-public-event-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-049-public-event-ai
566,comm-048-community-transportation-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-048-community-transportation-ai
567,comm-047-public-fitness-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-047-public-fitness-ai
568,comm-046-community-pet-care-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-046-community-pet-care-ai
569,comm-045-public-childcare-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-045-public-childcare-ai
570,comm-044-community-volunteering-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-044-community-volunteering-ai
571,comm-043-local-food-network-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-043-local-food-network-ai
572,comm-042-community-energy-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-042-community-energy-ai
573,comm-041-public-wi-fi-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-041-public-wi-fi-ai
574,comm-040-community-recycling-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-040-community-recycling-ai
575,comm-039-public-space-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-039-public-space-ai
576,comm-038-community-policing-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-038-community-policing-ai
577,comm-037-neighborhood-development-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-037-neighborhood-development-ai
578,comm-036-public-infrastructure-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-036-public-infrastructure-ai
579,comm-035-community-arts-ai,21,D — Experimental/Retire,Asset,0,typescript,422,10,3,1,0,4,3,0,0,https://github.com/Worldwidebro/comm-035-community-arts-ai
