entity_id,entity_name,layer_id,layer_name,occupancy_status,venture_id,sector_id,sector_name,executive_division,live_vercel_url,primary_starred_repo,data_room_path,distance_to_cash,ultimate_owner
ENT-086,Laboratory Logistics Company,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-087,Pharmacy Logistics Company,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-088,Hospital Logistics Company,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-089,Healthcare Dispatch Software,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-090,Healthcare Logistics Marketplace,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-091,Worldwidebro Real Estate Holdings,7,REAL ESTATE EMPIRE,OCCUPIED_LIVE,RE-001,SEC-020,Real Estate & Property,10. Assets & Investments,https://re-001-worldwidebro-holdings.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Active Pipeline (5d),Worldwidebro Master Holdings
ENT-092,Property Holding LLC #1,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-093,Property Holding LLC #2,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-094,Property Holding LLC #3,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-095,Property Holding LLC #4,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-096,Property Holding LLC #5,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-097,Residential Portfolio LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-098,Multifamily Portfolio LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-099,Commercial Portfolio LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-100,Industrial Portfolio LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-101,Retail Portfolio LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-102,Office Portfolio LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-103,Land Holding LLC,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-104,Development SPV,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-105,Construction SPV,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Development SPV
ENT-106,Real Estate Investment Fund,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-107,Real Estate Syndication Vehicle,7,REAL ESTATE EMPIRE,FORMED_SHELL,RE-001,SEC-020,Real Estate & Property,10. Assets & Investments,https://re-001-worldwidebro-holdings.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Active Pipeline (5d),Worldwidebro Real Estate Holdings
ENT-108,Property Management Company,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-109,Real Estate Brokerage Company,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-110,Real Estate Asset Management Company,7,REAL ESTATE EMPIRE,OPEN_OPERATING_DESK,UNASSIGNED,SEC-020,Real Estate & Property,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Staging,Worldwidebro Real Estate Holdings
ENT-111,Ace Construction Holdings,8,CONSTRUCTION / FIELD SERVICES,OCCUPIED_LIVE,CON-001,SEC-002,Construction & Infrastructure,10. Assets & Investments,https://constructionos-dashboard.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Short-Term (72h),Worldwidebro Master Holdings
ENT-112,Ace Construction OpCo,8,CONSTRUCTION / FIELD SERVICES,OCCUPIED_LIVE,CON-001,SEC-002,Construction & Infrastructure,10. Assets & Investments,https://constructionos-dashboard.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Short-Term (72h),Ace Construction Holdings
ENT-113,General Contracting Company,8,CONSTRUCTION / FIELD SERVICES,OPEN_OPERATING_DESK,UNASSIGNED,SEC-002,Construction & Field Services,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Staging,Ace Construction Holdings
ENT-114,Specialty Contractor Company,8,CONSTRUCTION / FIELD SERVICES,OPEN_OPERATING_DESK,UNASSIGNED,SEC-002,Construction & Field Services,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Staging,Ace Construction Holdings
ENT-115,Construction Management Company,8,CONSTRUCTION / FIELD SERVICES,OPEN_OPERATING_DESK,UNASSIGNED,SEC-002,Construction & Field Services,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Staging,Ace Construction Holdings
ENT-116,Development Services Company,8,CONSTRUCTION / FIELD SERVICES,OPEN_OPERATING_DESK,UNASSIGNED,SEC-002,Construction & Field Services,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Staging,Ace Construction Holdings
ENT-117,Equipment Holding Company,8,CONSTRUCTION / FIELD SERVICES,OPEN_OPERATING_DESK,UNASSIGNED,SEC-002,Construction & Field Services,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Staging,Ace Construction Holdings
ENT-118,Equipment Leasing Company,8,CONSTRUCTION / FIELD SERVICES,OPEN_OPERATING_DESK,UNASSIGNED,SEC-002,Construction & Field Services,10. Assets & Investments,https://vex-hero-site-sigma.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Staging,Ace Construction Holdings
ENT-119,Worldwidebro Technology Holdings,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Master Holdings
ENT-120,Company Brain,9,TECHNOLOGY / IP / COMPANY BRAIN,OCCUPIED_LIVE,COMPANY-BRAIN,SEC-032,Artificial Intelligence & ML,12. Intelligence & Knowledge,NONE / UNALLOCATED,garrytan/gbrain,The Company/Company Brain,Knowledge Core,Worldwidebro Technology Holdings
ENT-121,VEX,9,TECHNOLOGY / IP / COMPANY BRAIN,OCCUPIED_LIVE,VEX,SEC-024,Technology & Software,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,23-VENTURES/Worldwidebro-Vex,Platform Core,Worldwidebro Technology Holdings
ENT-122,AI Infrastructure Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OCCUPIED_LIVE,OMNIROUTE,SEC-032,Artificial Intelligence & ML,05. Technology,NONE / UNALLOCATED,diegosouzapw/OmniRoute,The Company/Company Brain,Model Router,Worldwidebro Technology Holdings
ENT-123,Agent Platform Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-124,Software IP Holding Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-125,Trademark Holding Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-126,Patent Holding Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-127,Data IP Holding Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-128,Licensing Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-129,SaaS Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-130,Technology Services Company,9,TECHNOLOGY / IP / COMPANY BRAIN,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-024,Technology & IP,05. Technology,https://vex-hero-site-sigma.vercel.app,trailhq/Graft,The Company/Company Brain,Infrastructure Core,Worldwidebro Technology Holdings
ENT-131,Worldwidebro Investment Holdings,10,INVESTMENT / CAPITAL VEHICLES,OCCUPIED_LIVE,FIN-037,SEC-037,Capital & Quantitative Trading,02. Finance & Capital,https://genixbank-hero-site.vercel.app,Open-Finance-Lab/AgenticTrading,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Master Holdings
ENT-132,Family Investment LLC,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-133,Private Investment Fund,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-134,Venture Capital Vehicle,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-135,Private Equity Vehicle,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-136,Real Estate Investment Fund,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-137,Public Securities Portfolio,10,INVESTMENT / CAPITAL VEHICLES,FORMED_SHELL,FIN-037,SEC-037,Capital & Quantitative Trading,02. Finance & Capital,NONE / UNALLOCATED,Open-Finance-Lab/AgenticTrading,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-138,Private Credit Vehicle,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-139,Acquisition SPV,10,INVESTMENT / CAPITAL VEHICLES,FORMED_SHELL,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-140,Opportunity Fund,10,INVESTMENT / CAPITAL VEHICLES,OPEN_TECH_CAPITAL_DESK,UNASSIGNED,SEC-037,Capital Markets & Trading,02. Finance & Capital,https://vex-hero-site-sigma.vercel.app,Python MLX Engine,BUSINESS-CAPITAL-DATA-ROOM/FIN-037,Capital Yield,Worldwidebro Investment Holdings
ENT-141,Single-Family Office,11,FAMILY OFFICE / CAPITAL ADMINISTRATION,OPEN_ADVISORY_SLOT,UNASSIGNED,FOUNDATION-001,Philanthropy & Endowment,11. Public & Institutional,https://vex-hero-site-sigma.vercel.app,knadh/listmonk,NONE,Endowment,Family Ownership Trust
ENT-142,Investment Management Office,11,FAMILY OFFICE / CAPITAL ADMINISTRATION,OPEN_ADVISORY_SLOT,UNASSIGNED,FOUNDATION-001,Philanthropy & Endowment,11. Public & Institutional,https://vex-hero-site-sigma.vercel.app,knadh/listmonk,NONE,Endowment,Single-Family Office
ENT-143,Family Accounting Office,11,FAMILY OFFICE / CAPITAL ADMINISTRATION,OPEN_ADVISORY_SLOT,UNASSIGNED,FOUNDATION-001,Philanthropy & Endowment,11. Public & Institutional,https://vex-hero-site-sigma.vercel.app,knadh/listmonk,NONE,Endowment,Single-Family Office
ENT-144,Family Treasury Office,11,FAMILY OFFICE / CAPITAL ADMINISTRATION,OPEN_ADVISORY_SLOT,UNASSIGNED,FOUNDATION-001,Philanthropy & Endowment,11. Public & Institutional,https://vex-hero-site-sigma.vercel.app,knadh/listmonk,NONE,Endowment,Single-Family Office
ENT-145,Family Risk Management Office,11,FAMILY OFFICE / CAPITAL ADMINISTRATION,OCCUPIED_LIVE,UNASSIGNED,FOUNDATION-001,Philanthropy & Endowment,11. Public & Institutional,https://vex-hero-site-sigma.vercel.app,knadh/listmonk,NONE,Endowment,Single-Family Office
ENT-146,Worldwidebro Foundation,12,CHARITY / FOUNDATION / COMMUNITY,OCCUPIED_LIVE,UNASSIGNED,ADVISORY-001,Retained Fiduciary & Professional Advisory,03. Legal & Risk,https://vex-hero-site-sigma.vercel.app,documenso/documenso,NONE,Fiduciary,Board of Directors
ENT-147,Worldwidebro Community Charity,12,CHARITY / FOUNDATION / COMMUNITY,OPEN_ADVISORY_SLOT,UNASSIGNED,ADVISORY-001,Retained Fiduciary & Professional Advisory,03. Legal & Risk,https://vex-hero-site-sigma.vercel.app,documenso/documenso,NONE,Fiduciary,Worldwidebro Foundation
ENT-148,Worldwidebro Scholarship Fund,12,CHARITY / FOUNDATION / COMMUNITY,OPEN_ADVISORY_SLOT,UNASSIGNED,ADVISORY-001,Retained Fiduciary & Professional Advisory,03. Legal & Risk,https://vex-hero-site-sigma.vercel.app,documenso/documenso,NONE,Fiduciary,Worldwidebro Foundation
ENT-149,Worldwidebro Community Development Fund,12,CHARITY / FOUNDATION / COMMUNITY,OPEN_ADVISORY_SLOT,UNASSIGNED,ADVISORY-001,Retained Fiduciary & Professional Advisory,03. Legal & Risk,https://vex-hero-site-sigma.vercel.app,documenso/documenso,NONE,Fiduciary,Worldwidebro Foundation
ENT-150,Worldwidebro Endowment,12,CHARITY / FOUNDATION / COMMUNITY,OPEN_ADVISORY_SLOT,UNASSIGNED,ADVISORY-001,Retained Fiduciary & Professional Advisory,03. Legal & Risk,https://vex-hero-site-sigma.vercel.app,documenso/documenso,NONE,Fiduciary,Worldwidebro Foundation
