venture_id,venture_name,sector,required_shared_services,service_count
EC-067-AI-Payment-Optimization,Ai Payment Optimization,market,shared-kernels,1
EC-068-AI-Returns-Management,Ai Returns Management,market,shared-kernels,1
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,market,shared-kernels,1
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,market,shared-kernels,1
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,market,shared-kernels,1
EC-072-AI-Product-Cataloger,Ai Product Cataloger,market,shared-kernels,1
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,market,shared-kernels,1
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,market,shared-kernels,1
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,market,shared-kernels,1
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,market,shared-kernels,1
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,market,shared-kernels,1
EC-078-AI-Product-Comparison,Ai Product Comparison,market,shared-kernels,1
EC-079-AI-Customer-Feedback,Ai Customer Feedback,market,shared-kernels,1
EC-080-AI-Product-Updates,Ai Product Updates,market,shared-kernels,1
EC-081-AI-Cross-Selling,Ai Cross Selling,market,shared-kernels,1
EC-082-AI-Up-Selling,Ai Up Selling,market,shared-kernels,1
EC-083-AI-Product-Education,Ai Product Education,market,shared-kernels,1
EC-084-AI-Purchase-Timing,Ai Purchase Timing,market,shared-kernels,1
EC-085-AI-Customer-Support,Ai Customer Support,market,shared-kernels,1
EC-086-AI-Order-Tracking,Ai Order Tracking,market,shared-kernels,1
EC-087-AI-Product-Reviews,Ai Product Reviews,market,shared-kernels,1
EC-088-AI-Customer-Community,Ai Customer Community,market,shared-kernels,1
EC-089-AI-Product-Customization,Ai Product Customization,market,shared-kernels,1
EC-090-AI-Gift-Registry,Ai Gift Registry,market,shared-kernels,1
EC-091-AI-Wedding-Registry,Ai Wedding Registry,market,shared-kernels,1
EC-092-AI-Baby-Registry,Ai Baby Registry,market,shared-kernels,1
EC-093-AI-Holiday-Planner,Ai Holiday Planner,market,shared-kernels,1
EC-094-AI-Personal-Shopper,Ai Personal Shopper,market,shared-kernels,1
EC-095-AI-Color-Match,Ai Color Match,market,shared-kernels,1
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,market,shared-kernels,1
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,market,shared-kernels,1
EC-098-AI-Outfit-Builder,Ai Outfit Builder,market,shared-kernels,1
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,market,shared-kernels,1
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,market,shared-kernels,1
EC-101-AI-Accessory-Match,Ai Accessory Match,market,shared-kernels,1
EC-102-AI-Shoe-Match,Ai Shoe Match,market,shared-kernels,1
EC-103-AI-Jewelry-Match,Ai Jewelry Match,market,shared-kernels,1
EC-104-AI-Bag-Match,Ai Bag Match,market,shared-kernels,1
EC-105-AI-Color-Palette,Ai Color Palette,market,shared-kernels,1
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,market,shared-kernels,1
EC-107-AI-Style-Evolution,Ai Style Evolution,market,shared-kernels,1
EC-108-AI-Budget-Stylist,Ai Budget Stylist,market,shared-kernels,1
EC-109-AI-Trend-Archive,Ai Trend Archive,market,shared-kernels,1
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,market,shared-kernels,1
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-003-Cloud-Management-AI,Cloud Management Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-004-Robotics-Training-AI,Robotics Training Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-005-Customer-Insights-AI,Customer Insights Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-008-Cybersecurity-Shield,Cybersecurity Shield,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-009-Content-Studio-AI,Content Studio Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-010-Smart-Home-AI,Smart Home Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-012-Data-Visualization-AI,Data Visualization Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-013-Workflow-Automation,Workflow Automation,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-014-Sentiment-Analyzer,Sentiment Analyzer,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-015-Image-Recognition-AI,Image Recognition Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-016-Video-Editor-AI,Video Editor Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-017-Speech-to-Text-AI,Speech To Text Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-018-Text-to-Speech-AI,Text To Speech Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-019-Fraud-Prevention-AI,Fraud Prevention Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-020-Recommendation-Engine,Recommendation Engine,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-021-Network-Security-AI,Network Security Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-022-Database-Optimizer,Database Optimizer,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-023-AI-Testing-Platform,Ai Testing Platform,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-025-Machine-Learning-Builder,Machine Learning Builder,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-028-AI-Training-Platform,Ai Training Platform,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-029-Digital-Twin-AI,Digital Twin Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-030-AI-Monitoring-System,Ai Monitoring System,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-031-Edge-Computing-AI,Edge Computing Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-032-AI-Integration-Hub,Ai Integration Hub,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-035-Cloud-Management-AI,Cloud Management Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-036-Robotics-Training-AI,Robotics Training Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-037-Customer-Insights-AI,Customer Insights Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-038-Voice-Assistant-AI,Voice Assistant Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-039-Blockchain-Verifier-AI,Blockchain Verifier Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-040-Cybersecurity-Shield,Cybersecurity Shield,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-041-Content-Studio-AI,Content Studio Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-042-Smart-Home-AI,Smart Home Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-044-Data-Visualization-AI,Data Visualization Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-045-Workflow-Automation,Workflow Automation,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-046-Sentiment-Analyzer,Sentiment Analyzer,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-047-Image-Recognition-AI,Image Recognition Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-048-Video-Editor-AI,Video Editor Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-049-Speech-to-Text-AI,Speech To Text Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-050-Text-to-Speech-AI,Text To Speech Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-052-Recommendation-Engine,Recommendation Engine,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-053-Network-Security-AI,Network Security Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-054-Database-Optimizer,Database Optimizer,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-055-AI-Testing-Platform,Ai Testing Platform,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-057-Machine-Learning-Builder,Machine Learning Builder,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
TECH-060-AI-Training-Platform,Ai Training Platform,devtools,shared-kernels | iza-os-infrastructure | iza-os-analytics,3
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,infra,shared-kernels,1
OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,infra,shared-kernels,1
OPS-003-Event-Planning-AI,Event Planning Ai,infra,shared-kernels,1
OPS-004-Inventory-Management-AI,Inventory Management Ai,infra,shared-kernels,1
OPS-005-Project-Management-AI,Project Management Ai,infra,shared-kernels,1
OPS-006-Document-Automation-AI,Document Automation Ai,infra,shared-kernels,1
OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,infra,shared-kernels,1
OPS-008-Recruitment-AI,Recruitment Ai,infra,shared-kernels,1
OPS-009-Onboarding-AI,Onboarding Ai,infra,shared-kernels,1
OPS-010-Training-Platform-AI,Training Platform Ai,infra,shared-kernels,1
OPS-011-Performance-Review-AI,Performance Review Ai,infra,shared-kernels,1
OPS-012-IT-Support-AI,It Support Ai,infra,shared-kernels,1
OPS-013-Facilities-Management-AI,Facilities Management Ai,infra,shared-kernels,1
OPS-014-Travel-Booking-AI,Travel Booking Ai,infra,shared-kernels,1
OPS-015-Expense-Management-AI,Expense Management Ai,infra,shared-kernels,1
OPS-016-Contract-Management-AI,Contract Management Ai,infra,shared-kernels,1
OPS-017-Compliance-Monitoring-AI,Compliance Monitoring Ai,infra,shared-kernels,1
OPS-018-Quality-Control-AI,Quality Control Ai,infra,shared-kernels,1
OPS-019-Asset-Management-AI,Asset Management Ai,infra,shared-kernels,1
OPS-020-Time-Tracking-AI,Time Tracking Ai,infra,shared-kernels,1
OPS-021-Document-Security-AI,Document Security Ai,infra,shared-kernels,1
OPS-022-Knowledge-Management-AI,Knowledge Management Ai,infra,shared-kernels,1
OPS-023-Meeting-Transcription-AI,Meeting Transcription Ai,infra,shared-kernels,1
OPS-024-Task-Automation-AI,Task Automation Ai,infra,shared-kernels,1
OPS-025-Resource-Allocation-AI,Resource Allocation Ai,infra,shared-kernels,1
OPS-026-Budget-Planning-AI,Budget Planning Ai,infra,shared-kernels,1
OPS-027-Cost-Optimization-AI,Cost Optimization Ai,infra,shared-kernels,1
OPS-028-Procurement-AI,Procurement Ai,infra,shared-kernels,1
OPS-029-Vendor-Management-AI,Vendor Management Ai,infra,shared-kernels,1
OPS-030-Contract-Negotiation-AI,Contract Negotiation Ai,infra,shared-kernels,1
OPS-031-Legal-Document-AI,Legal Document Ai,infra,shared-kernels,1
OPS-032-Compliance-Reporting-AI,Compliance Reporting Ai,infra,shared-kernels,1
OPS-033-Training-Content-AI,Training Content Ai,infra,shared-kernels,1
OPS-034-Employee-Engagement-AI,Employee Engagement Ai,infra,shared-kernels,1
OPS-035-Succession-Planning-AI,Succession Planning Ai,infra,shared-kernels,1
OPS-036-Workspace-Design-AI,Workspace Design Ai,infra,shared-kernels,1
OPS-037-Energy-Efficiency-AI,Energy Efficiency Ai,infra,shared-kernels,1
OPS-038-Security-Monitoring-AI,Security Monitoring Ai,infra,shared-kernels,1
OPS-039-Health-Safety-AI,Health Safety Ai,infra,shared-kernels,1
OPS-040-Disaster-Recovery-AI,Disaster Recovery Ai,infra,shared-kernels,1
OPS-041-IT-Asset-Management,It Asset Management,infra,shared-kernels,1
OPS-042-Cloud-Cost-Management,Cloud Cost Management,infra,shared-kernels,1
OPS-043-Data-Governance-AI,Data Governance Ai,infra,shared-kernels,1
OPS-044-Network-Monitoring-AI,Network Monitoring Ai,infra,shared-kernels,1
OPS-045-Software-Licensing-AI,Software Licensing Ai,infra,shared-kernels,1
OPS-046-IT-Procurement-AI,It Procurement Ai,infra,shared-kernels,1
OPS-047-System-Integration-AI,System Integration Ai,infra,shared-kernels,1
OPS-048-Data-Backup-AI,Data Backup Ai,infra,shared-kernels,1
OPS-049-Business-Continuity-AI,Business Continuity Ai,infra,shared-kernels,1
OPS-050-Compliance-Audit-AI,Compliance Audit Ai,infra,shared-kernels,1
OPS-051-Document-Collaboration-AI,Document Collaboration Ai,infra,shared-kernels,1
OPS-052-Video-Conferencing-AI,Video Conferencing Ai,infra,shared-kernels,1
OPS-053-Email-Management-AI,Email Management Ai,infra,shared-kernels,1
OPS-054-Calendar-Optimization-AI,Calendar Optimization Ai,infra,shared-kernels,1
OPS-055-Project-Budget-AI,Project Budget Ai,infra,shared-kernels,1
OPS-056-Resource-Forecasting-AI,Resource Forecasting Ai,infra,shared-kernels,1
OPS-057-Task-Prioritization-AI,Task Prioritization Ai,infra,shared-kernels,1
OPS-058-Time-Management-AI,Time Management Ai,infra,shared-kernels,1
OPS-059-Meeting-Minutes-AI,Meeting Minutes Ai,infra,shared-kernels,1
OPS-060-Document-Translation-AI,Document Translation Ai,infra,shared-kernels,1
OPS-061-Form-Automation-AI,Form Automation Ai,infra,shared-kernels,1
OPS-062-Report-Generation-AI,Report Generation Ai,infra,shared-kernels,1
OPS-063-Dashboard-Creation-AI,Dashboard Creation Ai,infra,shared-kernels,1
OPS-064-Analytics-Platform-AI,Analytics Platform Ai,infra,shared-kernels,1
OPS-065-Data-Cleaning-AI,Data Cleaning Ai,infra,shared-kernels,1
OPS-066-Workflow-Management-AI,Workflow Management Ai,infra,shared-kernels,1
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-002-AI-Literacy-Program,Ai Literacy Program,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-005-Coding-Bootcamp,Coding Bootcamp,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-006-Homeschooling-Content-AI,Homeschooling Content Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-009-Voiceover-Script-Library,Voiceover Script Library,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-013-Automated-Empire-Book,Automated Empire Book,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-017-AI-Coding-Tutor,Ai Coding Tutor,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-018-Online-Course-Creator,Online Course Creator,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-019-Executive-Education-Program,Executive Education Program,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-020-Youth-STEM-Program,Youth Stem Program,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-021-Remote-Work-Certification,Remote Work Certification,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-022-AI-Research-Assistant,Ai Research Assistant,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-023-Personal-Finance-Coach,Personal Finance Coach,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-024-Language-Learning-AI,Language Learning Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-025-Test-Preparation-AI,Test Preparation Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-026-Corporate-Training-AI,Corporate Training Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-027-Medical-Education-AI,Medical Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-028-Legal-Education-AI,Legal Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-029-Music-Education-AI,Music Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-030-Art-Education-AI,Art Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-031-Physical-Education-AI,Physical Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-032-Environmental-Education-AI,Environmental Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-033-Social-Studies-AI,Social Studies Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-034-Math-Education-AI,Math Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-035-Science-Education-AI,Science Education Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-037-Writing-Instruction-AI,Writing Instruction Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-038-Critical-Thinking-AI,Critical Thinking Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
EDU-040-Time-Management-AI,Time Management Ai,edtech,shared-kernels | iza-os-sales-core | iza-os-legal-core,3
COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,market,shared-kernels,1
COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,market,shared-kernels,1
COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,market,shared-kernels,1
COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,market,shared-kernels,1
COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,market,shared-kernels,1
COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,market,shared-kernels,1
COMM-007-Youth-Leadership-AI,Youth Leadership Ai,market,shared-kernels,1
COMM-008-Community-Fundraising-AI,Community Fundraising Ai,market,shared-kernels,1
COMM-009-Volunteer-Hub-AI,Volunteer Hub Ai,market,shared-kernels,1
COMM-010-Disaster-Relief-AI,Disaster Relief Ai,market,shared-kernels,1
COMM-011-Indigenous-Creator-Hub,Indigenous Creator Hub,market,shared-kernels,1
COMM-012-Black-Art-Museum-AI,Black Art Museum Ai,market,shared-kernels,1
COMM-013-Women-s-Empowerment-Network,Women S Empowerment Network,market,shared-kernels,1
COMM-014-Veterans-Support-AI,Veterans Support Ai,market,shared-kernels,1
COMM-015-Youth-Mentorship-Program,Youth Mentorship Program,market,shared-kernels,1
COMM-016-Community-Health-AI,Community Health Ai,market,shared-kernels,1
COMM-017-Local-Business-Directory,Local Business Directory,market,shared-kernels,1
COMM-018-Neighborhood-Watch-AI,Neighborhood Watch Ai,market,shared-kernels,1
COMM-019-Community-Garden-AI,Community Garden Ai,market,shared-kernels,1
COMM-020-Public-Transportation-AI,Public Transportation Ai,market,shared-kernels,1
COMM-021-Housing-Assistance-AI,Housing Assistance Ai,market,shared-kernels,1
COMM-022-Job-Training-Center,Job Training Center,market,shared-kernels,1
COMM-023-Elder-Companion-AI,Elder Companion Ai,market,shared-kernels,1
COMM-024-Youth-Sports-AI,Youth Sports Ai,market,shared-kernels,1
COMM-025-Community-Legal-Aid,Community Legal Aid,market,shared-kernels,1
COMM-026-Public-Education-AI,Public Education Ai,market,shared-kernels,1
COMM-027-Local-Government-AI,Local Government Ai,market,shared-kernels,1
COMM-028-Public-Safety-AI,Public Safety Ai,market,shared-kernels,1
COMM-029-Community-Wellness-AI,Community Wellness Ai,market,shared-kernels,1
COMM-030-Cultural-Exchange-AI,Cultural Exchange Ai,market,shared-kernels,1
COMM-031-Community-Investment-AI,Community Investment Ai,market,shared-kernels,1
COMM-032-Public-Health-AI,Public Health Ai,market,shared-kernels,1
COMM-033-Youth-Innovation-Hub,Youth Innovation Hub,market,shared-kernels,1
COMM-034-Senior-Tech-Support,Senior Tech Support,market,shared-kernels,1
COMM-035-Community-Arts-AI,Community Arts Ai,market,shared-kernels,1
COMM-036-Public-Infrastructure-AI,Public Infrastructure Ai,market,shared-kernels,1
COMM-037-Neighborhood-Development-AI,Neighborhood Development Ai,market,shared-kernels,1
COMM-038-Community-Policing-AI,Community Policing Ai,market,shared-kernels,1
COMM-039-Public-Space-AI,Public Space Ai,market,shared-kernels,1
COMM-040-Community-Recycling-AI,Community Recycling Ai,market,shared-kernels,1
COMM-041-Public-Wi-Fi-AI,Public Wi Fi Ai,market,shared-kernels,1
COMM-042-Community-Energy-AI,Community Energy Ai,market,shared-kernels,1
COMM-043-Local-Food-Network-AI,Local Food Network Ai,market,shared-kernels,1
COMM-044-Community-Volunteering-AI,Community Volunteering Ai,market,shared-kernels,1
COMM-045-Public-Childcare-AI,Public Childcare Ai,market,shared-kernels,1
COMM-046-Community-Pet-Care-AI,Community Pet Care Ai,market,shared-kernels,1
COMM-047-Public-Fitness-AI,Public Fitness Ai,market,shared-kernels,1
COMM-048-Community-Transportation-AI,Community Transportation Ai,market,shared-kernels,1
COMM-049-Public-Event-AI,Public Event Ai,market,shared-kernels,1
COMM-050-Community-Cultural-AI,Community Cultural Ai,market,shared-kernels,1
EM-001-Space-Habitat-AI,Space Habitat Ai,ai,shared-kernels,1
EM-002-Fusion-Energy-AI,Fusion Energy Ai,ai,shared-kernels,1
EM-003-Teleportation-Research-AI,Teleportation Research Ai,ai,shared-kernels,1
EM-004-Climate-Solutions-AI,Climate Solutions Ai,ai,shared-kernels,1
EM-005-Holographic-Events-AI,Holographic Events Ai,ai,shared-kernels,1
EM-006-Neurofeedback-AI,Neurofeedback Ai,ai,shared-kernels,1
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,ai,shared-kernels,1
EM-008-Gene-Editing-AI,Gene Editing Ai,ai,shared-kernels,1
EM-009-Space-Tourism-AI,Space Tourism Ai,ai,shared-kernels,1
EM-010-Wearables-AI,Wearables Ai,ai,shared-kernels,1
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,ai,shared-kernels,1
EM-012-Energy-Grid-AI,Energy Grid Ai,ai,shared-kernels,1
EM-013-Brain-Computer-Interface,Brain Computer Interface,ai,shared-kernels,1
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,ai,shared-kernels,1
EM-015-Crypto-Trading-AI,Crypto Trading Ai,ai,shared-kernels,1
EM-016-Synthetic-Media-AI,Synthetic Media Ai,ai,shared-kernels,1
EM-017-Space-Mining-AI,Space Mining Ai,ai,shared-kernels,1
EM-018-VR-Therapy-AI,Vr Therapy Ai,ai,shared-kernels,1
EM-019-Weather-Prediction-AI,Weather Prediction Ai,ai,shared-kernels,1
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,ai,shared-kernels,1
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,ai,shared-kernels,1
EM-022-Smart-Grid-AI,Smart Grid Ai,ai,shared-kernels,1
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,ai,shared-kernels,1
EM-024-Nanotech-AI,Nanotech Ai,ai,shared-kernels,1
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,ai,shared-kernels,1
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,ai,shared-kernels,1
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,ai,shared-kernels,1
EM-028-Renewable-Energy-AI,Renewable Energy Ai,ai,shared-kernels,1
EM-029-Climate-Modeling-AI,Climate Modeling Ai,ai,shared-kernels,1
EM-030-Policy-Advisor-AI,Policy Advisor Ai,ai,shared-kernels,1
EM-031-Governance-Hub-AI,Governance Hub Ai,ai,shared-kernels,1
EM-032-Global-Challenges-AI,Global Challenges Ai,ai,shared-kernels,1
EM-033-Space-Exploration-AI,Space Exploration Ai,ai,shared-kernels,1
EM-034-Education-Equity-AI,Education Equity Ai,ai,shared-kernels,1
EM-035-Health-Equity-AI,Health Equity Ai,ai,shared-kernels,1
EM-036-Economic-Equity-AI,Economic Equity Ai,ai,shared-kernels,1
EM-037-Environmental-Justice-AI,Environmental Justice Ai,ai,shared-kernels,1
EM-038-Human-Rights-AI,Human Rights Ai,ai,shared-kernels,1
EM-039-Peacebuilding-AI,Peacebuilding Ai,ai,shared-kernels,1
EM-040-Telemedicine-AI,Telemedicine Ai,ai,shared-kernels,1
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,ai,shared-kernels,1
EM-042-Space-Agriculture-AI,Space Agriculture Ai,ai,shared-kernels,1
