master_id,uuid,name,sector
EM-028-Renewable-Energy-AI,c9b5a5f2-5901-40aa-90a2-c7eda2259360,Renewable Energy Ai,ai
EM-029-Climate-Modeling-AI,d65afe5a-bdf0-4f71-8f0f-413a55166c5a,Climate Modeling Ai,ai
EM-030-Policy-Advisor-AI,e59aaf3e-62d8-47b5-89cb-1bba1fa81404,Policy Advisor Ai,ai
EM-031-Governance-Hub-AI,c733691c-866c-4f3a-86ca-cc71b2d86265,Governance Hub Ai,ai
EM-032-Global-Challenges-AI,eb2d7881-299f-4dd2-9241-d579b309de2c,Global Challenges Ai,ai
EM-033-Space-Exploration-AI,c74bf3af-4f91-4781-a379-e0ae3885030f,Space Exploration Ai,ai
EM-034-Education-Equity-AI,4dca4506-63b7-47fe-aaed-02f187174e0c,Education Equity Ai,ai
EM-035-Health-Equity-AI,423e48d7-b18c-433c-976f-6891707eb8db,Health Equity Ai,ai
EM-036-Economic-Equity-AI,ebfcbbfd-0c78-4a4a-bbfa-f093388079c1,Economic Equity Ai,ai
EM-037-Environmental-Justice-AI,068d1f15-87ae-483c-8f6d-d720b47353ad,Environmental Justice Ai,ai
EM-038-Human-Rights-AI,6e32000d-b9a2-4ceb-980b-b86e4b4472ff,Human Rights Ai,ai
EM-039-Peacebuilding-AI,75d57c4e-04e8-4c92-9b3e-4af48bb31e73,Peacebuilding Ai,ai
EM-040-Telemedicine-AI,bddbf6d2-0a57-4029-8f4a-5a836f9b2518,Telemedicine Ai,ai
EM-041-AI-Climate-Adaptation,29799a86-6a8c-4a38-870b-05dc18536eee,Ai Climate Adaptation,ai
EM-042-Space-Agriculture-AI,31235023-353f-4589-a488-017922da121d,Space Agriculture Ai,ai
EM-043-Quantum-Communication-AI,331be19d-de55-4ef5-816c-61b2864cc5f6,Quantum Communication Ai,ai
EM-044-Robotics-Surgery-AI,616c179b-5df3-42f5-b7c8-49ae5b70d9ee,Robotics Surgery Ai,ai
EM-045-AI-Disaster-Response,7cceb5d5-d2de-4a59-8527-c3d852a9f509,Ai Disaster Response,ai
EM-046-Smart-City-Governance,310c6e69-8b89-4b1f-b438-dc63dd0bc542,Smart City Governance,ai
EM-047-AI-Environmental-Monitoring,af7e5551-0af1-4c68-8358-cfdb842b2750,Ai Environmental Monitoring,ai
EM-048-Space-Manufacturing-AI,4f9fc8f1-343e-4350-b721-507bd19da93c,Space Manufacturing Ai,ai
ET-004-Coding-Bootcamp,f3a1e437-3730-4ecc-93de-8bd39ce4ab73,Coding Bootcamp,edtech
FIN-001-GenixBank-Lite,3b1b67db-86a0-43f5-ab28-c3c8f2e30747,Genixbank Lite,fintech
FIN-002-Credit-Repair-Automation,963b382c-a761-465c-b417-02501d107650,Credit Repair Automation,fintech
FIN-003-AI-Boss-Hub-Lite,bdf2e0fb-7dde-478e-a48e-d363192d733c,Ai Boss Hub Lite,fintech
FIN-004-GenixBanks-AI-Treasurer,358c0fb7-60f0-49f0-af22-165ab5d8088a,Genixbanks Ai Treasurer,fintech
FIN-005-U-Haul-Rental-Affiliate,31814643-600d-495d-8d8e-200317f998bf,U Haul Rental Affiliate,fintech
FIN-006-Tax-Prep-Filing-Services,15572af9-e058-492c-b9e9-0938b4d07fb7,Tax Prep Filing Services,fintech
FIN-007-Business-Credit-Building,146ed62c-d9e8-4285-b2c8-8b852dbfa76b,Business Credit Building,fintech
FIN-008-Business-Formation-Services,e8306358-7f14-4b3a-85e2-38c42a2025c5,Business Formation Services,fintech
FIN-009-Crypto-Tax-Optimizer,762cb3e5-3aad-4234-9035-0792b876af01,Crypto Tax Optimizer,fintech
FIN-010-AI-Powered-Garbage-Collection,48078344-8da1-4ee7-8dba-049b8b3e0ec6,Ai Powered Garbage Collection,fintech
FIN-011-Automated-Bookkeeping,6a871b02-00ea-42b9-b16d-c14212aa34a3,Automated Bookkeeping,fintech
FIN-012-Invoice-Factoring-AI,dccea2da-3d6e-4869-8e37-65d90a529fa4,Invoice Factoring Ai,fintech
FIN-013-Charity-Donation-AI,f9de7000-12db-42f4-bf35-6dda7e18e11d,Charity Donation Ai,fintech
FIN-014-Expense-Tracker-AI,2d717fcc-a5b1-40db-90c5-0c0c86f2be1e,Expense Tracker Ai,fintech
FIN-015-Financial-Wellness-Coach,3d54893a-074f-4fbe-834c-e5290d6a81dd,Financial Wellness Coach,fintech
FIN-016-Trade-Finance-AI,01f74934-8d29-4292-86d9-4a5c6af217ed,Trade Finance Ai,fintech
FIN-017-Remittance-AI,60598b62-cd1d-4be5-8021-3cb3bf7ff370,Remittance Ai,fintech
FIN-018-Wealth-Transfer-AI,6ecd4ac6-2f01-42c2-8719-7ed67242746e,Wealth Transfer Ai,fintech
FIN-019-Payment-Gateway-AI,2b8ec933-7b91-4aa0-b80a-788d979179e1,Payment Gateway Ai,fintech
FIN-020-Debt-Consolidation-AI,62adf78e-c391-4e8d-a0c5-c45f73b4fa06,Debt Consolidation Ai,fintech
FIN-021-Tax-Deduction-Finder,987c8140-a75c-4ba6-a401-fe9f9835b963,Tax Deduction Finder,fintech
FIN-022-Budget-Forecasting-AI,55c975e3-18d8-4af6-be4c-dc5be06d881d,Budget Forecasting Ai,fintech
FIN-023-Investment-Portfolio-AI,30a407a5-4af5-42e5-8400-e5df314732e2,Investment Portfolio Ai,fintech
FIN-024-Crowdfunding-AI,bb1e8456-d7f0-44fa-a8c3-7fc7cf06363a,Crowdfunding Ai,fintech
FIN-025-Escrow-Automation,2c7f67bd-5ef9-43dc-9415-a20b5785d344,Escrow Automation,fintech
OPS-001-Fractional-CTO-Agency,b416b597-7785-44d4-b385-3474f465f588,Fractional Cto Agency,infra
OPS-002-Supply-Chain-Optimizer,a90fb2af-322e-4d30-a788-cbceb022ffd4,Supply Chain Optimizer,infra
OPS-003-Event-Planning-AI,5e3fc237-1b40-4f1a-81f7-b66908c2d4fa,Event Planning Ai,infra
OPS-004-Inventory-Management-AI,1fb0e709-9257-4ae0-813c-6cb58db2e67f,Inventory Management Ai,infra
OPS-005-Project-Management-AI,0c242bc0-f5ff-4fdc-b9d4-9852ef03e2e9,Project Management Ai,infra
OPS-006-Document-Automation-AI,8bbadd79-cc3b-4b86-8e03-cfcf42ba8020,Document Automation Ai,infra
OPS-007-Meeting-Assistant-AI,3a440860-6aed-44b2-8493-72da772496b6,Meeting Assistant Ai,infra
OPS-008-Recruitment-AI,03bdd08f-74c4-4136-9e20-b1116922c386,Recruitment Ai,infra
OPS-009-Onboarding-AI,df8ee065-d3df-42ba-965a-36aa4447dad0,Onboarding Ai,infra
OPS-010-Training-Platform-AI,5c08d1ff-20c0-4a01-87cb-956b582323f6,Training Platform Ai,infra
OPS-011-Performance-Review-AI,5aa9e65e-074b-4408-807c-0a61a3933178,Performance Review Ai,infra
OPS-012-IT-Support-AI,ca25a4c2-eb95-4398-8a59-9582d5b1d55e,It Support Ai,infra
OPS-013-Facilities-Management-AI,0237b0cc-4b8b-4979-9c97-31ecd9f9645d,Facilities Management Ai,infra
OPS-014-Travel-Booking-AI,774b5bed-dc3f-4806-9fb0-f5c21915d1d2,Travel Booking Ai,infra
OPS-015-Expense-Management-AI,0cb23daa-89cf-4024-8d48-19ef3070544b,Expense Management Ai,infra
OPS-016-Contract-Management-AI,fafe2c68-f76b-4d84-9253-8ea7ac027ba4,Contract Management Ai,infra
OPS-017-Compliance-Monitoring-AI,72608f4f-f023-4385-821e-8ad4f20052ac,Compliance Monitoring Ai,infra
OPS-018-Quality-Control-AI,2dbe782e-9a2d-4c1d-876f-1809ee9b1044,Quality Control Ai,infra
OPS-019-Asset-Management-AI,0560c36b-06ee-4de2-97ab-60b75d4d1036,Asset Management Ai,infra
OPS-020-Time-Tracking-AI,2471d5ff-1524-4bca-98f6-48080f8b75d6,Time Tracking Ai,infra
OPS-021-Document-Security-AI,5e14ba4a-4152-4f8b-b782-1e9cc56299d4,Document Security Ai,infra
OPS-022-Knowledge-Management-AI,f7a0bd5f-e055-49a7-87ad-36d53d8998c6,Knowledge Management Ai,infra
OPS-023-Meeting-Transcription-AI,735005b0-79ea-4830-9dea-3cbe38f8bdc5,Meeting Transcription Ai,infra
OPS-024-Task-Automation-AI,4d4db78a-818f-4ad3-81fb-cb4b4a1f9fbe,Task Automation Ai,infra
OPS-025-Resource-Allocation-AI,933b10c3-7a89-4d1b-82b1-febd2e6a61c1,Resource Allocation Ai,infra
OPS-026-Budget-Planning-AI,4f023153-7cc2-4fd6-a3cd-f26cd8027276,Budget Planning Ai,infra
OPS-027-Cost-Optimization-AI,783ccaf8-0436-4f3d-9284-79e695dcdf33,Cost Optimization Ai,infra
OPS-028-Procurement-AI,2b217759-65d7-4d87-bced-0e92d53f7731,Procurement Ai,infra
OPS-029-Vendor-Management-AI,9161fa5c-e0fb-4f9d-9a95-6f1134138635,Vendor Management Ai,infra
OPS-030-Contract-Negotiation-AI,64ce1558-ee32-401f-b32d-282226c6334b,Contract Negotiation Ai,infra
OPS-031-Legal-Document-AI,a261645e-f15b-413d-8da7-a5322ba956df,Legal Document Ai,infra
OPS-032-Compliance-Reporting-AI,2f16da0b-8695-4e68-afe3-b40d36cb83ea,Compliance Reporting Ai,infra
OPS-033-Training-Content-AI,f63eb65f-2a9c-4cf6-857c-a306d4e95c7f,Training Content Ai,infra
OPS-034-Employee-Engagement-AI,213c42db-79a1-4d1f-84da-4f7fe03ab2fd,Employee Engagement Ai,infra
OPS-035-Succession-Planning-AI,0a663217-7731-41d7-873f-13f9742a9a8c,Succession Planning Ai,infra
OPS-036-Workspace-Design-AI,39a765a6-ab7e-4202-a7a0-2f46f2770030,Workspace Design Ai,infra
OPS-037-Energy-Efficiency-AI,ee6e566c-e19d-47b1-a996-460577499ee4,Energy Efficiency Ai,infra
OPS-038-Security-Monitoring-AI,7a6cd400-f3e4-4653-8fcb-4c4c6a4918ab,Security Monitoring Ai,infra
OPS-039-Health-Safety-AI,012af0d5-5417-42ba-8396-a5b6a507f98a,Health Safety Ai,infra
OPS-040-Disaster-Recovery-AI,082e7623-58f3-484b-a306-43d607fbf147,Disaster Recovery Ai,infra
OPS-041-IT-Asset-Management,47f63152-0995-4ec3-b05a-aa6fa827cbd7,It Asset Management,infra
OPS-042-Cloud-Cost-Management,de6c1ef8-064c-459a-b0ba-80ff12ef8e57,Cloud Cost Management,infra
OPS-043-Data-Governance-AI,b1d14f32-5a17-4f6a-93a2-e6b71b9df4f9,Data Governance Ai,infra
OPS-044-Network-Monitoring-AI,69639ed0-9841-4162-9ace-487b616a5091,Network Monitoring Ai,infra
OPS-045-Software-Licensing-AI,66f63ebc-0cf0-41c6-87e0-ece2ac619d71,Software Licensing Ai,infra
OPS-046-IT-Procurement-AI,622c2502-572f-453f-93f4-13b966aa4d29,It Procurement Ai,infra
OPS-047-System-Integration-AI,95727391-6ad0-4fd1-9802-046ed618ca5d,System Integration Ai,infra
OPS-048-Data-Backup-AI,5f4b6855-0f89-4ea3-9c09-d10c6e1b4306,Data Backup Ai,infra
OPS-049-Business-Continuity-AI,b8200ab5-1190-49c0-b132-4724ca99e76b,Business Continuity Ai,infra
OPS-050-Compliance-Audit-AI,b3f6845c-1dcd-49dd-942a-d40a725a0c33,Compliance Audit Ai,infra
OPS-051-Document-Collaboration-AI,ebb70e0c-1063-4a75-a802-6388956cf2c9,Document Collaboration Ai,infra
OPS-052-Video-Conferencing-AI,b4aadd69-a0cd-4372-accb-0f10755d6931,Video Conferencing Ai,infra
OPS-053-Email-Management-AI,0c6aee03-1791-4ee5-be62-3b728b329507,Email Management Ai,infra
OPS-054-Calendar-Optimization-AI,d948b9d2-9bdc-4bfc-9844-a1e41782328d,Calendar Optimization Ai,infra
OPS-055-Project-Budget-AI,865e4148-4fb4-4fb6-96ec-65c6602936e8,Project Budget Ai,infra
OPS-056-Resource-Forecasting-AI,203edd61-c09c-41e0-abef-16e704e8a993,Resource Forecasting Ai,infra
OPS-057-Task-Prioritization-AI,cd364a11-c88e-4bd2-8e33-597a2d0a1ec9,Task Prioritization Ai,infra
OPS-058-Time-Management-AI,f2dd65e6-3f8c-4797-8d8f-b00486d6c65a,Time Management Ai,infra
OPS-059-Meeting-Minutes-AI,ea968b19-2da6-411f-b8be-2afe004e4eea,Meeting Minutes Ai,infra
OPS-060-Document-Translation-AI,0b77ec4f-069c-4cec-a1ab-e512b6112c51,Document Translation Ai,infra
OPS-061-Form-Automation-AI,9535c69f-9a5a-48bf-a7b1-4aed7892a4b8,Form Automation Ai,infra
OPS-062-Report-Generation-AI,69d0a7bd-f645-48e8-9370-1598d91fce73,Report Generation Ai,infra
OPS-063-Dashboard-Creation-AI,8e2753b4-45a7-4962-8133-b68e39ecb7b6,Dashboard Creation Ai,infra
OPS-064-Analytics-Platform-AI,5ed5ea2b-a0c7-49c6-88af-40910a9737b4,Analytics Platform Ai,infra
OPS-065-Data-Cleaning-AI,e5ba6735-4b66-48a7-8233-01e0820580e8,Data Cleaning Ai,infra
OPS-066-Workflow-Management-AI,070d3984-7a16-478c-af2d-eb1ee1956679,Workflow Management Ai,infra
RE-001-PROPERTY-HOLDINGS,f55e7200-983b-40d2-b70c-ad15bc7a4f5d,Property Holdings,re
SPEC-018-AI-Personal-Shopper,b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b,Ai Personal Shopper,market
TECH-001-Quantum-Algorithm-AI,53d29854-db4f-4077-9bc4-a425e90dd022,Quantum Algorithm Ai,devtools
TECH-002-AI-Compliance-Scanner,983772dd-4f7e-47ce-afc6-99391b68aa7b,Ai Compliance Scanner,devtools
TECH-003-Cloud-Management-AI,ad144268-9278-4730-aac8-5ca2410c6e9c,Cloud Management Ai,devtools
TECH-004-Robotics-Training-AI,76da1050-6573-4962-acd6-03457e2ab645,Robotics Training Ai,devtools
TECH-005-Customer-Insights-AI,06018304-6677-466a-b2ca-48b723420496,Customer Insights Ai,devtools
TECH-006-Voice-Assistant-AI,1beee46c-512a-4465-bea0-930c5cf9b6c4,Voice Assistant Ai,devtools
TECH-007-Blockchain-Verifier-AI,69a09970-4f23-4629-898f-68945a6c432b,Blockchain Verifier Ai,devtools
TECH-008-Cybersecurity-Shield,974d3937-2057-4deb-89e2-c14f919472ab,Cybersecurity Shield,devtools
TECH-009-Content-Studio-AI,0d31cc43-724b-4f18-ab7e-eee59d351acd,Content Studio Ai,devtools
TECH-010-Smart-Home-AI,e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0,Smart Home Ai,devtools
TECH-011-Supply-Chain-Optimizer,a90fb2af-322e-4d30-a788-cbceb022ffd4,Supply Chain Optimizer,devtools
TECH-012-Data-Visualization-AI,4f726b51-54a4-472d-9f27-78ae5868efb5,Data Visualization Ai,devtools
TECH-013-Workflow-Automation,3a5d86be-26e5-44f4-8ab2-e7c7725e98ba,Workflow Automation,devtools
TECH-014-Sentiment-Analyzer,8071f41e-7e52-471b-bd3a-827275046c85,Sentiment Analyzer,devtools
TECH-015-Image-Recognition-AI,de1cd4e3-c1c1-4413-9ebf-38e5cc542990,Image Recognition Ai,devtools
TECH-016-Video-Editor-AI,9e4f8a59-04d9-4057-a45f-1674be04bf5c,Video Editor Ai,devtools
TECH-017-Speech-to-Text-AI,0d0043e7-228c-4c3c-8a34-bf38798c692c,Speech To Text Ai,devtools
TECH-018-Text-to-Speech-AI,d798fded-ea57-4f57-bc7b-d8da7dd04c61,Text To Speech Ai,devtools
TECH-019-Fraud-Prevention-AI,6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5,Fraud Prevention Ai,devtools
TECH-020-Recommendation-Engine,70a6dd47-0fe7-456e-bf0e-497b09bab3f4,Recommendation Engine,devtools
TECH-021-Network-Security-AI,80a66845-2d08-4c50-b0eb-fdfde32cbf73,Network Security Ai,devtools
TECH-022-Database-Optimizer,a1fe0e85-0c38-4f3c-8f31-a6170dddfa05,Database Optimizer,devtools
TECH-023-AI-Testing-Platform,fa284812-facc-4c83-b825-106ea6626efd,Ai Testing Platform,devtools
TECH-024-Virtual-Assistant-Builder,0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,Virtual Assistant Builder,devtools
TECH-025-Machine-Learning-Builder,554e22d2-a833-48b3-b9db-a02721589a59,Machine Learning Builder,devtools
TECH-026-AI-Ethics-Auditor,150c4561-556e-49c2-a85f-a313bf3157bf,Ai Ethics Auditor,devtools
TECH-027-Predictive-Analytics-AI,557a4aa2-7e4e-4eb6-8970-59813355bf0f,Predictive Analytics Ai,devtools
TECH-028-AI-Training-Platform,51b7ebf7-d058-49ec-8833-8021a05b7a09,Ai Training Platform,devtools
TECH-029-Digital-Twin-AI,f98ce20d-3fb9-4dae-a8af-890f97920a98,Digital Twin Ai,devtools
TECH-030-AI-Monitoring-System,2fb6e87b-cb75-429f-b212-1b62959a69d6,Ai Monitoring System,devtools
TECH-031-Edge-Computing-AI,01c5e938-dbea-4bc7-9cdf-441ebc75c1a6,Edge Computing Ai,devtools
TECH-032-AI-Integration-Hub,0f6a2756-2bc4-4fd5-abb9-30d24b087aca,Ai Integration Hub,devtools
TECH-033-Quantum-Algorithm-AI,53d29854-db4f-4077-9bc4-a425e90dd022,Quantum Algorithm Ai,devtools
TECH-034-AI-Compliance-Scanner,983772dd-4f7e-47ce-afc6-99391b68aa7b,Ai Compliance Scanner,devtools
TECH-035-Cloud-Management-AI,ad144268-9278-4730-aac8-5ca2410c6e9c,Cloud Management Ai,devtools
TECH-036-Robotics-Training-AI,76da1050-6573-4962-acd6-03457e2ab645,Robotics Training Ai,devtools
TECH-037-Customer-Insights-AI,06018304-6677-466a-b2ca-48b723420496,Customer Insights Ai,devtools
TECH-038-Voice-Assistant-AI,1beee46c-512a-4465-bea0-930c5cf9b6c4,Voice Assistant Ai,devtools
TECH-039-Blockchain-Verifier-AI,69a09970-4f23-4629-898f-68945a6c432b,Blockchain Verifier Ai,devtools
TECH-040-Cybersecurity-Shield,974d3937-2057-4deb-89e2-c14f919472ab,Cybersecurity Shield,devtools
TECH-041-Content-Studio-AI,0d31cc43-724b-4f18-ab7e-eee59d351acd,Content Studio Ai,devtools
TECH-042-Smart-Home-AI,e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0,Smart Home Ai,devtools
TECH-043-Supply-Chain-Optimizer,a90fb2af-322e-4d30-a788-cbceb022ffd4,Supply Chain Optimizer,devtools
TECH-044-Data-Visualization-AI,4f726b51-54a4-472d-9f27-78ae5868efb5,Data Visualization Ai,devtools
TECH-045-Workflow-Automation,3a5d86be-26e5-44f4-8ab2-e7c7725e98ba,Workflow Automation,devtools
TECH-046-Sentiment-Analyzer,8071f41e-7e52-471b-bd3a-827275046c85,Sentiment Analyzer,devtools
TECH-047-Image-Recognition-AI,de1cd4e3-c1c1-4413-9ebf-38e5cc542990,Image Recognition Ai,devtools
TECH-048-Video-Editor-AI,9e4f8a59-04d9-4057-a45f-1674be04bf5c,Video Editor Ai,devtools
TECH-049-Speech-to-Text-AI,0d0043e7-228c-4c3c-8a34-bf38798c692c,Speech To Text Ai,devtools
TECH-050-Text-to-Speech-AI,d798fded-ea57-4f57-bc7b-d8da7dd04c61,Text To Speech Ai,devtools
TECH-051-Fraud-Prevention-AI,6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5,Fraud Prevention Ai,devtools
TECH-052-Recommendation-Engine,70a6dd47-0fe7-456e-bf0e-497b09bab3f4,Recommendation Engine,devtools
TECH-053-Network-Security-AI,80a66845-2d08-4c50-b0eb-fdfde32cbf73,Network Security Ai,devtools
TECH-054-Database-Optimizer,a1fe0e85-0c38-4f3c-8f31-a6170dddfa05,Database Optimizer,devtools
TECH-055-AI-Testing-Platform,fa284812-facc-4c83-b825-106ea6626efd,Ai Testing Platform,devtools
TECH-056-Virtual-Assistant-Builder,0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,Virtual Assistant Builder,devtools
TECH-057-Machine-Learning-Builder,554e22d2-a833-48b3-b9db-a02721589a59,Machine Learning Builder,devtools
TECH-058-AI-Ethics-Auditor,150c4561-556e-49c2-a85f-a313bf3157bf,Ai Ethics Auditor,devtools
TECH-059-Predictive-Analytics-AI,557a4aa2-7e4e-4eb6-8970-59813355bf0f,Predictive Analytics Ai,devtools
TECH-060-AI-Training-Platform,51b7ebf7-d058-49ec-8833-8021a05b7a09,Ai Training Platform,devtools
DELIV-713-Roadrunner-Cannabis,d4e5f6a7-b8c9-4d0e-a1f2-3g4h5i6j7k8l,Roadrunner Cannabis Delivery,services
