venture_id_human,venture_name,sector,uuid_classification,in_classification
EC-091-AI-Wedding-Registry,Ai Wedding Registry,market,dd8c7cb1-1fd7-45b2-9518-3d7bec60cf89,yes
EC-092-AI-Baby-Registry,Ai Baby Registry,market,8d5ae8d2-1bbc-4f9f-b4d7-7ecc849614c9,yes
EC-093-AI-Holiday-Planner,Ai Holiday Planner,market,9c7bfa8b-7f10-4440-8653-fb724bb14b96,yes
EC-094-AI-Personal-Shopper,Ai Personal Shopper,market,b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b,yes
EC-095-AI-Color-Match,Ai Color Match,market,57f222b2-4bd7-47fe-a6b9-4ca9fb85f397,yes
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,market,b908c142-2cd7-4dd3-80a3-333072fc2139,yes
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,market,53092cce-000a-4f02-acbd-c38c3e47fe4b,yes
EC-098-AI-Outfit-Builder,Ai Outfit Builder,market,248ceb22-f8ba-41b3-81e0-83deabb758af,yes
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,market,d164ed2d-5fee-4093-8a56-497160748693,yes
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,market,e52fe3ef-7143-493b-972b-842b0e3dc914,yes
EC-101-AI-Accessory-Match,Ai Accessory Match,market,efb86511-f300-4a3b-b79c-fd66c475c586,yes
EC-102-AI-Shoe-Match,Ai Shoe Match,market,e6196ee6-bfda-4687-bff6-2ca57d6b5f4c,yes
EC-103-AI-Jewelry-Match,Ai Jewelry Match,market,69cafbde-7fc1-4870-b3e6-3e5d4149db1c,yes
EC-104-AI-Bag-Match,Ai Bag Match,market,59e5eaf3-ebcb-4166-b3f7-ad1535df269d,yes
EC-105-AI-Color-Palette,Ai Color Palette,market,d6153a57-d968-48fd-aa9f-bf8ba187b554,yes
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,market,75c46304-481e-4f5e-9d1a-ab0474e66c89,yes
EC-107-AI-Style-Evolution,Ai Style Evolution,market,f18dc898-2522-49f6-928c-7f9ca7598d20,yes
EC-108-AI-Budget-Stylist,Ai Budget Stylist,market,2aa052f5-86fa-4b5f-b82c-3803b6fa0658,yes
EC-109-AI-Trend-Archive,Ai Trend Archive,market,8ae79082-a341-4e02-b85d-2d8cb240399d,yes
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,market,058bc6e3-2b03-4234-ade7-5bdc10a27e79,yes
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,devtools,53d29854-db4f-4077-9bc4-a425e90dd022,yes
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,devtools,983772dd-4f7e-47ce-afc6-99391b68aa7b,yes
TECH-003-Cloud-Management-AI,Cloud Management Ai,devtools,ad144268-9278-4730-aac8-5ca2410c6e9c,yes
TECH-004-Robotics-Training-AI,Robotics Training Ai,devtools,76da1050-6573-4962-acd6-03457e2ab645,yes
TECH-005-Customer-Insights-AI,Customer Insights Ai,devtools,06018304-6677-466a-b2ca-48b723420496,yes
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,devtools,1beee46c-512a-4465-bea0-930c5cf9b6c4,yes
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,devtools,69a09970-4f23-4629-898f-68945a6c432b,yes
TECH-008-Cybersecurity-Shield,Cybersecurity Shield,devtools,974d3937-2057-4deb-89e2-c14f919472ab,yes
TECH-009-Content-Studio-AI,Content Studio Ai,devtools,0d31cc43-724b-4f18-ab7e-eee59d351acd,yes
TECH-010-Smart-Home-AI,Smart Home Ai,devtools,e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0,yes
TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,devtools,a90fb2af-322e-4d30-a788-cbceb022ffd4,yes
TECH-012-Data-Visualization-AI,Data Visualization Ai,devtools,4f726b51-54a4-472d-9f27-78ae5868efb5,yes
TECH-013-Workflow-Automation,Workflow Automation,devtools,3a5d86be-26e5-44f4-8ab2-e7c7725e98ba,yes
TECH-014-Sentiment-Analyzer,Sentiment Analyzer,devtools,8071f41e-7e52-471b-bd3a-827275046c85,yes
TECH-015-Image-Recognition-AI,Image Recognition Ai,devtools,de1cd4e3-c1c1-4413-9ebf-38e5cc542990,yes
TECH-016-Video-Editor-AI,Video Editor Ai,devtools,9e4f8a59-04d9-4057-a45f-1674be04bf5c,yes
TECH-017-Speech-to-Text-AI,Speech To Text Ai,devtools,0d0043e7-228c-4c3c-8a34-bf38798c692c,yes
TECH-018-Text-to-Speech-AI,Text To Speech Ai,devtools,d798fded-ea57-4f57-bc7b-d8da7dd04c61,yes
TECH-019-Fraud-Prevention-AI,Fraud Prevention Ai,devtools,6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5,yes
TECH-020-Recommendation-Engine,Recommendation Engine,devtools,70a6dd47-0fe7-456e-bf0e-497b09bab3f4,yes
TECH-021-Network-Security-AI,Network Security Ai,devtools,80a66845-2d08-4c50-b0eb-fdfde32cbf73,yes
TECH-022-Database-Optimizer,Database Optimizer,devtools,a1fe0e85-0c38-4f3c-8f31-a6170dddfa05,yes
TECH-023-AI-Testing-Platform,Ai Testing Platform,devtools,fa284812-facc-4c83-b825-106ea6626efd,yes
TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,devtools,0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,yes
TECH-025-Machine-Learning-Builder,Machine Learning Builder,devtools,554e22d2-a833-48b3-b9db-a02721589a59,yes
TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,devtools,150c4561-556e-49c2-a85f-a313bf3157bf,yes
TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,devtools,557a4aa2-7e4e-4eb6-8970-59813355bf0f,yes
TECH-028-AI-Training-Platform,Ai Training Platform,devtools,51b7ebf7-d058-49ec-8833-8021a05b7a09,yes
TECH-029-Digital-Twin-AI,Digital Twin Ai,devtools,f98ce20d-3fb9-4dae-a8af-890f97920a98,yes
TECH-030-AI-Monitoring-System,Ai Monitoring System,devtools,2fb6e87b-cb75-429f-b212-1b62959a69d6,yes
TECH-031-Edge-Computing-AI,Edge Computing Ai,devtools,01c5e938-dbea-4bc7-9cdf-441ebc75c1a6,yes
TECH-032-AI-Integration-Hub,Ai Integration Hub,devtools,0f6a2756-2bc4-4fd5-abb9-30d24b087aca,yes
TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,devtools,53d29854-db4f-4077-9bc4-a425e90dd022,yes
TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,devtools,983772dd-4f7e-47ce-afc6-99391b68aa7b,yes
TECH-035-Cloud-Management-AI,Cloud Management Ai,devtools,ad144268-9278-4730-aac8-5ca2410c6e9c,yes
TECH-036-Robotics-Training-AI,Robotics Training Ai,devtools,76da1050-6573-4962-acd6-03457e2ab645,yes
TECH-037-Customer-Insights-AI,Customer Insights Ai,devtools,06018304-6677-466a-b2ca-48b723420496,yes
TECH-038-Voice-Assistant-AI,Voice Assistant Ai,devtools,1beee46c-512a-4465-bea0-930c5cf9b6c4,yes
TECH-039-Blockchain-Verifier-AI,Blockchain Verifier Ai,devtools,69a09970-4f23-4629-898f-68945a6c432b,yes
TECH-040-Cybersecurity-Shield,Cybersecurity Shield,devtools,974d3937-2057-4deb-89e2-c14f919472ab,yes
TECH-041-Content-Studio-AI,Content Studio Ai,devtools,0d31cc43-724b-4f18-ab7e-eee59d351acd,yes
TECH-042-Smart-Home-AI,Smart Home Ai,devtools,e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0,yes
TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,devtools,a90fb2af-322e-4d30-a788-cbceb022ffd4,yes
TECH-044-Data-Visualization-AI,Data Visualization Ai,devtools,4f726b51-54a4-472d-9f27-78ae5868efb5,yes
TECH-045-Workflow-Automation,Workflow Automation,devtools,3a5d86be-26e5-44f4-8ab2-e7c7725e98ba,yes
TECH-046-Sentiment-Analyzer,Sentiment Analyzer,devtools,8071f41e-7e52-471b-bd3a-827275046c85,yes
TECH-047-Image-Recognition-AI,Image Recognition Ai,devtools,de1cd4e3-c1c1-4413-9ebf-38e5cc542990,yes
TECH-048-Video-Editor-AI,Video Editor Ai,devtools,9e4f8a59-04d9-4057-a45f-1674be04bf5c,yes
TECH-049-Speech-to-Text-AI,Speech To Text Ai,devtools,0d0043e7-228c-4c3c-8a34-bf38798c692c,yes
TECH-050-Text-to-Speech-AI,Text To Speech Ai,devtools,d798fded-ea57-4f57-bc7b-d8da7dd04c61,yes
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,devtools,6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5,yes
TECH-052-Recommendation-Engine,Recommendation Engine,devtools,70a6dd47-0fe7-456e-bf0e-497b09bab3f4,yes
TECH-053-Network-Security-AI,Network Security Ai,devtools,80a66845-2d08-4c50-b0eb-fdfde32cbf73,yes
TECH-054-Database-Optimizer,Database Optimizer,devtools,a1fe0e85-0c38-4f3c-8f31-a6170dddfa05,yes
TECH-055-AI-Testing-Platform,Ai Testing Platform,devtools,fa284812-facc-4c83-b825-106ea6626efd,yes
TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,devtools,0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,yes
TECH-057-Machine-Learning-Builder,Machine Learning Builder,devtools,554e22d2-a833-48b3-b9db-a02721589a59,yes
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,devtools,150c4561-556e-49c2-a85f-a313bf3157bf,yes
TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,devtools,557a4aa2-7e4e-4eb6-8970-59813355bf0f,yes
TECH-060-AI-Training-Platform,Ai Training Platform,devtools,51b7ebf7-d058-49ec-8833-8021a05b7a09,yes
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,infra,b416b597-7785-44d4-b385-3474f465f588,yes
OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,infra,a90fb2af-322e-4d30-a788-cbceb022ffd4,yes
OPS-003-Event-Planning-AI,Event Planning Ai,infra,5e3fc237-1b40-4f1a-81f7-b66908c2d4fa,yes
OPS-004-Inventory-Management-AI,Inventory Management Ai,infra,1fb0e709-9257-4ae0-813c-6cb58db2e67f,yes
OPS-005-Project-Management-AI,Project Management Ai,infra,0c242bc0-f5ff-4fdc-b9d4-9852ef03e2e9,yes
OPS-006-Document-Automation-AI,Document Automation Ai,infra,8bbadd79-cc3b-4b86-8e03-cfcf42ba8020,yes
OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,infra,3a440860-6aed-44b2-8493-72da772496b6,yes
OPS-008-Recruitment-AI,Recruitment Ai,infra,03bdd08f-74c4-4136-9e20-b1116922c386,yes
OPS-009-Onboarding-AI,Onboarding Ai,infra,df8ee065-d3df-42ba-965a-36aa4447dad0,yes
OPS-010-Training-Platform-AI,Training Platform Ai,infra,5c08d1ff-20c0-4a01-87cb-956b582323f6,yes
OPS-011-Performance-Review-AI,Performance Review Ai,infra,5aa9e65e-074b-4408-807c-0a61a3933178,yes
OPS-012-IT-Support-AI,It Support Ai,infra,ca25a4c2-eb95-4398-8a59-9582d5b1d55e,yes
OPS-013-Facilities-Management-AI,Facilities Management Ai,infra,0237b0cc-4b8b-4979-9c97-31ecd9f9645d,yes
OPS-014-Travel-Booking-AI,Travel Booking Ai,infra,774b5bed-dc3f-4806-9fb0-f5c21915d1d2,yes
OPS-015-Expense-Management-AI,Expense Management Ai,infra,0cb23daa-89cf-4024-8d48-19ef3070544b,yes
OPS-016-Contract-Management-AI,Contract Management Ai,infra,fafe2c68-f76b-4d84-9253-8ea7ac027ba4,yes
OPS-017-Compliance-Monitoring-AI,Compliance Monitoring Ai,infra,72608f4f-f023-4385-821e-8ad4f20052ac,yes
OPS-018-Quality-Control-AI,Quality Control Ai,infra,2dbe782e-9a2d-4c1d-876f-1809ee9b1044,yes
OPS-019-Asset-Management-AI,Asset Management Ai,infra,0560c36b-06ee-4de2-97ab-60b75d4d1036,yes
OPS-020-Time-Tracking-AI,Time Tracking Ai,infra,2471d5ff-1524-4bca-98f6-48080f8b75d6,yes
OPS-021-Document-Security-AI,Document Security Ai,infra,5e14ba4a-4152-4f8b-b782-1e9cc56299d4,yes
OPS-022-Knowledge-Management-AI,Knowledge Management Ai,infra,f7a0bd5f-e055-49a7-87ad-36d53d8998c6,yes
OPS-023-Meeting-Transcription-AI,Meeting Transcription Ai,infra,735005b0-79ea-4830-9dea-3cbe38f8bdc5,yes
OPS-024-Task-Automation-AI,Task Automation Ai,infra,4d4db78a-818f-4ad3-81fb-cb4b4a1f9fbe,yes
OPS-025-Resource-Allocation-AI,Resource Allocation Ai,infra,933b10c3-7a89-4d1b-82b1-febd2e6a61c1,yes
OPS-026-Budget-Planning-AI,Budget Planning Ai,infra,4f023153-7cc2-4fd6-a3cd-f26cd8027276,yes
OPS-027-Cost-Optimization-AI,Cost Optimization Ai,infra,783ccaf8-0436-4f3d-9284-79e695dcdf33,yes
OPS-028-Procurement-AI,Procurement Ai,infra,2b217759-65d7-4d87-bced-0e92d53f7731,yes
OPS-029-Vendor-Management-AI,Vendor Management Ai,infra,9161fa5c-e0fb-4f9d-9a95-6f1134138635,yes
OPS-030-Contract-Negotiation-AI,Contract Negotiation Ai,infra,64ce1558-ee32-401f-b32d-282226c6334b,yes
OPS-031-Legal-Document-AI,Legal Document Ai,infra,a261645e-f15b-413d-8da7-a5322ba956df,yes
OPS-032-Compliance-Reporting-AI,Compliance Reporting Ai,infra,2f16da0b-8695-4e68-afe3-b40d36cb83ea,yes
OPS-033-Training-Content-AI,Training Content Ai,infra,f63eb65f-2a9c-4cf6-857c-a306d4e95c7f,yes
OPS-034-Employee-Engagement-AI,Employee Engagement Ai,infra,213c42db-79a1-4d1f-84da-4f7fe03ab2fd,yes
OPS-035-Succession-Planning-AI,Succession Planning Ai,infra,0a663217-7731-41d7-873f-13f9742a9a8c,yes
OPS-036-Workspace-Design-AI,Workspace Design Ai,infra,39a765a6-ab7e-4202-a7a0-2f46f2770030,yes
OPS-037-Energy-Efficiency-AI,Energy Efficiency Ai,infra,ee6e566c-e19d-47b1-a996-460577499ee4,yes
OPS-038-Security-Monitoring-AI,Security Monitoring Ai,infra,7a6cd400-f3e4-4653-8fcb-4c4c6a4918ab,yes
OPS-039-Health-Safety-AI,Health Safety Ai,infra,012af0d5-5417-42ba-8396-a5b6a507f98a,yes
OPS-040-Disaster-Recovery-AI,Disaster Recovery Ai,infra,082e7623-58f3-484b-a306-43d607fbf147,yes
OPS-041-IT-Asset-Management,It Asset Management,infra,47f63152-0995-4ec3-b05a-aa6fa827cbd7,yes
OPS-042-Cloud-Cost-Management,Cloud Cost Management,infra,de6c1ef8-064c-459a-b0ba-80ff12ef8e57,yes
OPS-043-Data-Governance-AI,Data Governance Ai,infra,b1d14f32-5a17-4f6a-93a2-e6b71b9df4f9,yes
OPS-044-Network-Monitoring-AI,Network Monitoring Ai,infra,69639ed0-9841-4162-9ace-487b616a5091,yes
OPS-045-Software-Licensing-AI,Software Licensing Ai,infra,66f63ebc-0cf0-41c6-87e0-ece2ac619d71,yes
OPS-046-IT-Procurement-AI,It Procurement Ai,infra,622c2502-572f-453f-93f4-13b966aa4d29,yes
OPS-047-System-Integration-AI,System Integration Ai,infra,95727391-6ad0-4fd1-9802-046ed618ca5d,yes
OPS-048-Data-Backup-AI,Data Backup Ai,infra,5f4b6855-0f89-4ea3-9c09-d10c6e1b4306,yes
OPS-049-Business-Continuity-AI,Business Continuity Ai,infra,b8200ab5-1190-49c0-b132-4724ca99e76b,yes
OPS-050-Compliance-Audit-AI,Compliance Audit Ai,infra,b3f6845c-1dcd-49dd-942a-d40a725a0c33,yes
OPS-051-Document-Collaboration-AI,Document Collaboration Ai,infra,ebb70e0c-1063-4a75-a802-6388956cf2c9,yes
OPS-052-Video-Conferencing-AI,Video Conferencing Ai,infra,b4aadd69-a0cd-4372-accb-0f10755d6931,yes
OPS-053-Email-Management-AI,Email Management Ai,infra,0c6aee03-1791-4ee5-be62-3b728b329507,yes
OPS-054-Calendar-Optimization-AI,Calendar Optimization Ai,infra,d948b9d2-9bdc-4bfc-9844-a1e41782328d,yes
OPS-055-Project-Budget-AI,Project Budget Ai,infra,865e4148-4fb4-4fb6-96ec-65c6602936e8,yes
OPS-056-Resource-Forecasting-AI,Resource Forecasting Ai,infra,203edd61-c09c-41e0-abef-16e704e8a993,yes
OPS-057-Task-Prioritization-AI,Task Prioritization Ai,infra,cd364a11-c88e-4bd2-8e33-597a2d0a1ec9,yes
OPS-058-Time-Management-AI,Time Management Ai,infra,f2dd65e6-3f8c-4797-8d8f-b00486d6c65a,yes
OPS-059-Meeting-Minutes-AI,Meeting Minutes Ai,infra,ea968b19-2da6-411f-b8be-2afe004e4eea,yes
OPS-060-Document-Translation-AI,Document Translation Ai,infra,0b77ec4f-069c-4cec-a1ab-e512b6112c51,yes
OPS-061-Form-Automation-AI,Form Automation Ai,infra,9535c69f-9a5a-48bf-a7b1-4aed7892a4b8,yes
OPS-062-Report-Generation-AI,Report Generation Ai,infra,69d0a7bd-f645-48e8-9370-1598d91fce73,yes
OPS-063-Dashboard-Creation-AI,Dashboard Creation Ai,infra,8e2753b4-45a7-4962-8133-b68e39ecb7b6,yes
OPS-064-Analytics-Platform-AI,Analytics Platform Ai,infra,5ed5ea2b-a0c7-49c6-88af-40910a9737b4,yes
OPS-065-Data-Cleaning-AI,Data Cleaning Ai,infra,e5ba6735-4b66-48a7-8233-01e0820580e8,yes
OPS-066-Workflow-Management-AI,Workflow Management Ai,infra,070d3984-7a16-478c-af2d-eb1ee1956679,yes
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,edtech,1982f9d5-9906-4258-b726-8b7a1dc134ad,yes
EDU-002-AI-Literacy-Program,Ai Literacy Program,edtech,86a605b4-2b10-40a8-aab4-f18b84d5c0fb,yes
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,edtech,f46b7bb4-f6c6-48f8-ba17-40df684211eb,yes
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,edtech,0142298f-d27e-4f27-b9f7-621d7df2051d,yes
EDU-005-Coding-Bootcamp,Coding Bootcamp,edtech,f3a1e437-3730-4ecc-93de-8bd39ce4ab73,yes
EDU-006-Homeschooling-Content-AI,Homeschooling Content Ai,edtech,970a10cd-39de-444c-ab02-a322ffe9595b,yes
EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,edtech,76fc699c-07a5-47f1-850b-1b87d4b09383,yes
EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,edtech,f0148df8-77c8-4c40-9ef8-fcd5cb87edef,yes
EDU-009-Voiceover-Script-Library,Voiceover Script Library,edtech,50fdd75b-08e3-4b25-adb5-3252b0218edc,yes
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,edtech,ec0ff7a7-721f-46a0-90a3-e3844221e78f,yes
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,edtech,ddd8bd06-d375-4481-bbc8-094e7dd3297a,yes
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,edtech,4285eea8-23f3-45c8-8a66-f9fb65d29550,yes
EDU-013-Automated-Empire-Book,Automated Empire Book,edtech,5e6d3547-fc5a-4511-b7dc-ea829aff7b17,yes
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,edtech,cbd335a4-72a4-4872-ae3d-cf1ba1a704d3,yes
EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,edtech,7bc634f2-5227-4b5b-986d-f73c46f575d3,yes
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,edtech,dc8b2b20-b9d9-4fe4-a751-0a6c19e15f63,yes
EDU-017-AI-Coding-Tutor,Ai Coding Tutor,edtech,563d83e2-b55d-4660-8124-578d94f48393,yes
EDU-018-Online-Course-Creator,Online Course Creator,edtech,a6ff4191-ea6d-4ae7-8594-4d8e5c817a24,yes
EDU-019-Executive-Education-Program,Executive Education Program,edtech,32788fce-aee1-4580-be35-f23a5ba2e185,yes
EDU-020-Youth-STEM-Program,Youth Stem Program,edtech,eab49199-7a5e-43e3-b17a-7783f2ba88df,yes
EDU-021-Remote-Work-Certification,Remote Work Certification,edtech,57714f4e-8b35-4ba2-acd6-be638b5651bc,yes
EDU-022-AI-Research-Assistant,Ai Research Assistant,edtech,13a359cd-b81e-4308-97ae-866caa26cbaf,yes
EDU-023-Personal-Finance-Coach,Personal Finance Coach,edtech,a7313b93-1f7c-4b8d-a76f-05adc9f19044,yes
EDU-024-Language-Learning-AI,Language Learning Ai,edtech,3579fc6c-200c-4f67-af16-e9d6daa8aeef,yes
EDU-025-Test-Preparation-AI,Test Preparation Ai,edtech,81a03724-68a5-4a57-bdfc-6439241ce809,yes
EDU-026-Corporate-Training-AI,Corporate Training Ai,edtech,3d9e26bd-f37c-4d22-a32c-e6fbc723b813,yes
EDU-027-Medical-Education-AI,Medical Education Ai,edtech,b0ebffe2-21fe-4d7f-917a-1c648598d852,yes
EDU-028-Legal-Education-AI,Legal Education Ai,edtech,01d525cb-7d20-400d-8755-feb73fdad2be,yes
EDU-029-Music-Education-AI,Music Education Ai,edtech,96e42cd0-c04d-49c2-a9c7-696fc08fe1f1,yes
EDU-030-Art-Education-AI,Art Education Ai,edtech,165c6d9c-7d5a-437e-bd7b-32ef5591b556,yes
EDU-031-Physical-Education-AI,Physical Education Ai,edtech,d1f6f63b-92ae-4fbe-8093-37109d55a981,yes
EDU-032-Environmental-Education-AI,Environmental Education Ai,edtech,46361eff-dc42-4c53-bb98-9c307b472ff2,yes
EDU-033-Social-Studies-AI,Social Studies Ai,edtech,09da8b0a-9a94-461e-a1ac-3009d7e8cf5e,yes
EDU-034-Math-Education-AI,Math Education Ai,edtech,db4cffab-87d5-450e-a9c6-6aa34417c735,yes
EDU-035-Science-Education-AI,Science Education Ai,edtech,8e3e7611-dbd2-4be2-bc92-d53f64b8faec,yes
EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,edtech,c001506d-453e-482d-991b-d08be43a4e68,yes
EDU-037-Writing-Instruction-AI,Writing Instruction Ai,edtech,85ce4f91-864f-40b1-946b-d9c061866584,yes
EDU-038-Critical-Thinking-AI,Critical Thinking Ai,edtech,da90d565-e3c0-4f88-b518-d36ebcd01c9b,yes
EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,edtech,6dbf2ae4-e7cb-4a89-a953-7f7810fff452,yes
EDU-040-Time-Management-AI,Time Management Ai,edtech,f2dd65e6-3f8c-4797-8d8f-b00486d6c65a,yes
COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,market,51b7c13a-d958-4d87-91c1-e4a5a49a789a,yes
COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,market,c4a823cd-b52a-41a9-bea1-1a9762807f93,yes
COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,market,5d0712c4-19f4-4fb0-9fd5-456d688e791b,yes
COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,market,a0243d57-44bb-4d84-b65b-6f365551c43a,yes
COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,market,96ce7a14-8c57-4c0a-9b22-e4e72ca2b6f5,yes
COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,market,691a2d51-26a0-40db-b14e-e62995a73f5e,yes
COMM-007-Youth-Leadership-AI,Youth Leadership Ai,market,90169a53-ccf0-4bae-b9c5-b8e5c953859b,yes
COMM-008-Community-Fundraising-AI,Community Fundraising Ai,market,bbdddf73-f481-4f73-ada7-6fb998501bd2,yes
COMM-009-Volunteer-Hub-AI,Volunteer Hub Ai,market,8d2ef00c-2f60-47ea-8d5f-f94e8b8bc701,yes
COMM-010-Disaster-Relief-AI,Disaster Relief Ai,market,3a4480a4-8bd4-4746-a444-4858dec05e59,yes
COMM-011-Indigenous-Creator-Hub,Indigenous Creator Hub,market,2016874b-887e-4fde-9df6-a28ab07a7f94,yes
COMM-012-Black-Art-Museum-AI,Black Art Museum Ai,market,28186c7a-9e4b-4b2c-884c-2bf6a7750009,yes
COMM-013-Women-s-Empowerment-Network,Women S Empowerment Network,market,858c5450-298c-4bd6-bf37-1ab288b1963c,yes
COMM-014-Veterans-Support-AI,Veterans Support Ai,market,7c7d17f8-d8d1-42ae-8d45-fe0baffe69f4,yes
COMM-015-Youth-Mentorship-Program,Youth Mentorship Program,market,e9e457f0-1c93-4c87-b5c2-3ca4024270b0,yes
COMM-016-Community-Health-AI,Community Health Ai,market,1f0860d6-28de-4dc9-94a9-b47451525e36,yes
COMM-017-Local-Business-Directory,Local Business Directory,market,a62dd704-6931-4492-a602-8b69579a8f1a,yes
COMM-018-Neighborhood-Watch-AI,Neighborhood Watch Ai,market,c6c67e0b-3945-4ce9-a06a-bc4908a07584,yes
COMM-019-Community-Garden-AI,Community Garden Ai,market,5dd46624-6e8a-467e-9e4b-b23248929ede,yes
COMM-020-Public-Transportation-AI,Public Transportation Ai,market,97e20624-c42a-4c26-a4f2-b2b4a23cf7e0,yes
COMM-021-Housing-Assistance-AI,Housing Assistance Ai,market,e0c4a3d9-eebb-40c4-94fc-778c2799ecb8,yes
COMM-022-Job-Training-Center,Job Training Center,market,1e024252-6dd8-4413-b4c2-462db4ed5320,yes
COMM-023-Elder-Companion-AI,Elder Companion Ai,market,8d2079c2-7cd5-4858-a4e4-38f13d063054,yes
COMM-024-Youth-Sports-AI,Youth Sports Ai,market,ed6015ca-25bd-44a5-830a-0c133c775458,yes
COMM-025-Community-Legal-Aid,Community Legal Aid,market,a479d43e-385b-4695-ad6d-7a846697369e,yes
COMM-026-Public-Education-AI,Public Education Ai,market,043c6a81-c6f6-40e2-9124-2b0e3558d65b,yes
COMM-027-Local-Government-AI,Local Government Ai,market,a28e1c68-b54f-4a44-baa8-3b710f6e7068,yes
COMM-028-Public-Safety-AI,Public Safety Ai,market,8ec68695-7424-4caa-8100-8f600999db01,yes
COMM-029-Community-Wellness-AI,Community Wellness Ai,market,84c1bc81-7c50-455d-958b-e6d4af9b2a24,yes
COMM-030-Cultural-Exchange-AI,Cultural Exchange Ai,market,6fc00e9b-1417-49ba-b99e-9123e2f6e0aa,yes
COMM-031-Community-Investment-AI,Community Investment Ai,market,f2a88c1a-16a4-4338-8635-285e380fa9eb,yes
COMM-032-Public-Health-AI,Public Health Ai,market,dc375d7b-5925-4346-b232-33e7c09e91ac,yes
COMM-033-Youth-Innovation-Hub,Youth Innovation Hub,market,35805956-8944-40e8-a4f4-8977fb6b3746,yes
COMM-034-Senior-Tech-Support,Senior Tech Support,market,4a1ed3f5-3513-4d52-8bf2-18010dc65aa3,yes
COMM-035-Community-Arts-AI,Community Arts Ai,market,05724c9d-2438-42d6-acb5-d56a1ee13700,yes
COMM-036-Public-Infrastructure-AI,Public Infrastructure Ai,market,68ec8784-6ac5-4852-ae40-3b82fd4d010e,yes
COMM-037-Neighborhood-Development-AI,Neighborhood Development Ai,market,42958522-0037-4ce0-a015-4a45bd3df1b6,yes
COMM-038-Community-Policing-AI,Community Policing Ai,market,c5e845a8-3112-44b9-8844-f4f54e8a2d9c,yes
COMM-039-Public-Space-AI,Public Space Ai,market,9b7afdc4-9d07-479c-aeca-87399619086c,yes
COMM-040-Community-Recycling-AI,Community Recycling Ai,market,2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef,yes
COMM-041-Public-Wi-Fi-AI,Public Wi Fi Ai,market,12502e9e-f74e-477a-aaa7-692515b8e7bf,yes
COMM-042-Community-Energy-AI,Community Energy Ai,market,cee277a2-252a-4d6d-a6b4-ca2291f3b047,yes
