opco_id,venture_id
EDUCATION,EDU-011-Franchise-Blueprint-System
EDUCATION,EDU-012-Low-Income-Housing-Blueprint
EDUCATION,EDU-013-Automated-Empire-Book
EDUCATION,EDU-014-BIPOC-Creator-Incubator
EDUCATION,EDU-015-AI-Legal-Doc-Generator
EDUCATION,EDU-016-Virtual-Black-Art-Museum
EDUCATION,EDU-017-AI-Coding-Tutor
EDUCATION,EDU-018-Online-Course-Creator
EDUCATION,EDU-019-Executive-Education-Program
EDUCATION,EDU-020-Youth-STEM-Program
EDUCATION,EDU-021-Remote-Work-Certification
EDUCATION,EDU-022-AI-Research-Assistant
EDUCATION,EDU-023-Personal-Finance-Coach
EDUCATION,EDU-024-Language-Learning-AI
EDUCATION,EDU-025-Test-Preparation-AI
EDUCATION,EDU-026-Corporate-Training-AI
EDUCATION,EDU-027-Medical-Education-AI
EDUCATION,EDU-028-Legal-Education-AI
EDUCATION,EDU-029-Music-Education-AI
EDUCATION,EDU-030-Art-Education-AI
EDUCATION,EDU-031-Physical-Education-AI
EDUCATION,EDU-032-Environmental-Education-AI
EDUCATION,EDU-033-Social-Studies-AI
EDUCATION,EDU-034-Math-Education-AI
EDUCATION,EDU-035-Science-Education-AI
EDUCATION,EDU-036-Reading-Comprehension-AI
EDUCATION,EDU-037-Writing-Instruction-AI
EDUCATION,EDU-038-Critical-Thinking-AI
EDUCATION,EDU-039-Emotional-Intelligence-AI
EDUCATION,EDU-040-Time-Management-AI
COMMUNITY,COMM-001-Luminary-Worldwide-Events
COMMUNITY,COMM-002-Brotherhood-Coaching-Network
COMMUNITY,COMM-003-Ace-Senior-Care-Connect
COMMUNITY,COMM-004-Community-Outreach-Nonprofit
COMMUNITY,COMM-005-Ace-Food-Security-AI
COMMUNITY,COMM-006-Community-Technology-Access-AI
COMMUNITY,COMM-007-Youth-Leadership-AI
COMMUNITY,COMM-008-Community-Fundraising-AI
COMMUNITY,COMM-009-Volunteer-Hub-AI
COMMUNITY,COMM-010-Disaster-Relief-AI
COMMUNITY,COMM-011-Indigenous-Creator-Hub
COMMUNITY,COMM-012-Black-Art-Museum-AI
COMMUNITY,COMM-013-Women-s-Empowerment-Network
COMMUNITY,COMM-014-Veterans-Support-AI
COMMUNITY,COMM-015-Youth-Mentorship-Program
COMMUNITY,COMM-016-Community-Health-AI
COMMUNITY,COMM-017-Local-Business-Directory
COMMUNITY,COMM-018-Neighborhood-Watch-AI
COMMUNITY,COMM-019-Community-Garden-AI
COMMUNITY,COMM-020-Public-Transportation-AI
COMMUNITY,COMM-021-Housing-Assistance-AI
COMMUNITY,COMM-022-Job-Training-Center
COMMUNITY,COMM-023-Elder-Companion-AI
COMMUNITY,COMM-024-Youth-Sports-AI
COMMUNITY,COMM-025-Community-Legal-Aid
COMMUNITY,COMM-026-Public-Education-AI
COMMUNITY,COMM-027-Local-Government-AI
COMMUNITY,COMM-028-Public-Safety-AI
COMMUNITY,COMM-029-Community-Wellness-AI
COMMUNITY,COMM-030-Cultural-Exchange-AI
COMMUNITY,COMM-031-Community-Investment-AI
COMMUNITY,COMM-032-Public-Health-AI
COMMUNITY,COMM-033-Youth-Innovation-Hub
COMMUNITY,COMM-034-Senior-Tech-Support
COMMUNITY,COMM-035-Community-Arts-AI
COMMUNITY,COMM-036-Public-Infrastructure-AI
COMMUNITY,COMM-037-Neighborhood-Development-AI
COMMUNITY,COMM-038-Community-Policing-AI
COMMUNITY,COMM-039-Public-Space-AI
COMMUNITY,COMM-040-Community-Recycling-AI
COMMUNITY,COMM-041-Public-Wi-Fi-AI
COMMUNITY,COMM-042-Community-Energy-AI
COMMUNITY,COMM-043-Local-Food-Network-AI
COMMUNITY,COMM-044-Community-Volunteering-AI
COMMUNITY,COMM-045-Public-Childcare-AI
COMMUNITY,COMM-046-Community-Pet-Care-AI
COMMUNITY,COMM-047-Public-Fitness-AI
COMMUNITY,COMM-048-Community-Transportation-AI
COMMUNITY,COMM-049-Public-Event-AI
COMMUNITY,COMM-050-Community-Cultural-AI
EMERGING,EM-001-Space-Habitat-AI
EMERGING,EM-002-Fusion-Energy-AI
EMERGING,EM-003-Teleportation-Research-AI
EMERGING,EM-004-Climate-Solutions-AI
EMERGING,EM-005-Holographic-Events-AI
EMERGING,EM-006-Neurofeedback-AI
EMERGING,EM-007-Autonomous-Delivery-AI
EMERGING,EM-008-Gene-Editing-AI
EMERGING,EM-009-Space-Tourism-AI
EMERGING,EM-010-Wearables-AI
EMERGING,EM-011-Metaverse-Hub-AI
EMERGING,EM-012-Energy-Grid-AI
EMERGING,EM-013-Brain-Computer-Interface
EMERGING,EM-014-Ocean-Cleanup-AI
EMERGING,EM-015-Crypto-Trading-AI
EMERGING,EM-016-Synthetic-Media-AI
EMERGING,EM-017-Space-Mining-AI
EMERGING,EM-018-VR-Therapy-AI
EMERGING,EM-019-Weather-Prediction-AI
EMERGING,EM-020-Autonomous-Farming-AI
EMERGING,EM-021-Traffic-Optimizer-AI
EMERGING,EM-022-Smart-Grid-AI
EMERGING,EM-023-Disaster-Prediction-AI
EMERGING,EM-024-Nanotech-AI
EMERGING,EM-025-Personalized-Medicine-AI
EMERGING,EM-026-AI-Diagnostic-Lab
EMERGING,EM-027-Sustainable-Cities-AI
EMERGING,EM-028-Renewable-Energy-AI
EMERGING,EM-029-Climate-Modeling-AI
EMERGING,EM-030-Policy-Advisor-AI
EMERGING,EM-031-Governance-Hub-AI
EMERGING,EM-032-Global-Challenges-AI
EMERGING,EM-033-Space-Exploration-AI
EMERGING,EM-034-Education-Equity-AI
EMERGING,EM-035-Health-Equity-AI
EMERGING,EM-036-Economic-Equity-AI
EMERGING,EM-037-Environmental-Justice-AI
EMERGING,EM-038-Human-Rights-AI
EMERGING,EM-039-Peacebuilding-AI
EMERGING,EM-040-Telemedicine-AI
EMERGING,EM-041-AI-Climate-Adaptation
EMERGING,EM-042-Space-Agriculture-AI
EMERGING,EM-043-Quantum-Communication-AI
EMERGING,EM-044-Robotics-Surgery-AI
EMERGING,EM-045-AI-Disaster-Response
EMERGING,EM-046-Smart-City-Governance
EMERGING,EM-047-AI-Environmental-Monitoring
EMERGING,EM-048-Space-Manufacturing-AI
EMERGING,EM-049-AI-Ocean-Exploration
EMERGING,EM-050-AI-Archaeology
SPECIALIZED,SPEC-001-AI-Auction-House
SPECIALIZED,SPEC-002-Smart-Marina-Management
SPECIALIZED,SPEC-003-AI-Surf-Report
SPECIALIZED,SPEC-004-Private-Chef-AI
SPECIALIZED,SPEC-005-Virtual-Concierge-AI
SPECIALIZED,SPEC-006-Smart-Parking-AI
SPECIALIZED,SPEC-007-AI-Interior-Design
SPECIALIZED,SPEC-008-Personal-Stylist-AI
SPECIALIZED,SPEC-009-Smart-Locker-System
SPECIALIZED,SPEC-010-AI-Fitness-Coach
SPECIALIZED,SPEC-011-Smart-Golf-Caddie
SPECIALIZED,SPEC-012-AI-Nutritionist
SPECIALIZED,SPEC-013-Smart-Hotel-Butler
SPECIALIZED,SPEC-014-AI-Language-Tutor
SPECIALIZED,SPEC-015-Smart-Transportation-AI
SPECIALIZED,SPEC-016-AI-Travel-Planner
SPECIALIZED,SPEC-017-Smart-Agriculture-AI
SPECIALIZED,SPEC-018-AI-Personal-Shopper
SPECIALIZED,SPEC-019-Smart-Home-Security
SPECIALIZED,SPEC-020-AI-Music-Producer
SPECIALIZED,SPEC-021-Smart-Restaurant-AI
SPECIALIZED,SPEC-022-AI-Movie-Critic
SPECIALIZED,SPEC-023-Smart-Museum-Guide
SPECIALIZED,SPEC-024-AI-Sports-Analyst
SPECIALIZED,SPEC-025-Smart-Library-AI
SPECIALIZED,SPEC-026-AI-Art-Curator
SPECIALIZED,SPEC-027-Smart-Fitness-AI
SPECIALIZED,SPEC-028-AI-Poetry-Generator
SPECIALIZED,SPEC-029-Smart-Dating-AI
SPECIALIZED,SPEC-030-AI-Journalism-Tool
SPECIALIZED,SPEC-031-Smart-Legal-AI
SPECIALIZED,SPEC-032-AI-Game-Designer
SPECIALIZED,SPEC-033-Smart-Real-Estate-AI
SPECIALIZED,SPEC-034-AI-Cooking-Assistant
SPECIALIZED,SPEC-035-Smart-Health-AI
SPECIALIZED,SPEC-036-AI-Photography-Tool
SPECIALIZED,SPEC-037-Smart-Writing-AI
SPECIALIZED,SPEC-038-AI-Comedy-Writer
SPECIALIZED,SPEC-039-Smart-Meditation-AI
SPECIALIZED,SPEC-040-AI-Debate-Coach
SPECIALIZED,SPEC-041-Smart-Parenting-AI
SPECIALIZED,SPEC-042-AI-Financial-Advisor
SPECIALIZED,SPEC-043-Smart-Automotive-AI
SPECIALIZED,SPEC-044-AI-Aviation-Planner
SPECIALIZED,SPEC-045-Smart-Maritime-AI
SPECIALIZED,SPEC-046-AI-Weather-Forecast
SPECIALIZED,SPEC-047-Smart-Energy-AI
SPECIALIZED,SPEC-048-AI-Sports-Coach
SPECIALIZED,SPEC-049-Smart-Education-AI
SPECIALIZED,SPEC-050-AI-Language-Translator
FINANCIAL,FI-dist
FINANCIAL,FI-node_modules
FINANCIAL,FI-public
FINANCIAL,FI-src
FINANCIAL,FI-supabase
CONSTRUCTION,CON-001-ACE-CONSTRUCTION
CONSTRUCTION,CON-002-RESIDENTIAL-CONSTRUCTION
CONSTRUCTION,CON-003-COMMERCIAL-CONSTRUCTION
CONSTRUCTION,CON-004-INDUSTRIAL-CONSTRUCTION
CONSTRUCTION,CON-005-CONSTRUCTION-EQUIPMENT-RENTAL
CONSTRUCTION,CON-006-CONSTRUCTION-PROJECT-MANAGEMENT
CONSTRUCTION,CON-007-GREEN-BUILDING-SERVICES
CONSTRUCTION,CON-008-HOME-RENOVATION-SERVICES
CONSTRUCTION,CON-009-ROOFING-COMPANY
CONSTRUCTION,CON-010-PLUMBING-SERVICES
CONSTRUCTION,CON-011-ELECTRICAL-SERVICES
CONSTRUCTION,CON-012-HVAC-SERVICES
CONSTRUCTION,CON-013-PAINTING-SERVICES
CONSTRUCTION,CON-014-FLOORING-SERVICES
CONSTRUCTION,CON-015-LANDSCAPING-SERVICES
CONSTRUCTION,CON-016-DEMOLITION-SERVICES
CONSTRUCTION,CON-017-CONCRETE-SERVICES
CONSTRUCTION,CON-018-CARPENTRY-SERVICES
CONSTRUCTION,CON-019-WINDOW-INSTALLATION
CONSTRUCTION,CON-020-INSULATION-SERVICES
REAL-ESTATE,RE-001-PROPERTY-HOLDINGS
OPERATIONS,OPS-001-VENTURE-STAFFING
MEDIA-CONTENT,PROFILE-001-DIVINE-JOHNS-PORTFOLIO
EDUCATION-TRAINING,ET-010-PERSONAL-RESUME
TECHNOLOGY,TECH-061-TECH-VENTURES-PORTFOLIO
