repo_name,owner,dockerized,has_package_manifest,mcp_compatible,has_license,archived,last_push,production_ready
code-server,coder,False,True,False,True,False,2026-06-24T22:08:04Z,False
coding-interview-university,jwasham,False,False,False,True,False,2025-08-28T14:42:47Z,False
BrowserOS,browseros-ai,False,False,False,True,False,2026-06-27T15:53:16Z,False
nn-zero-to-hero,karpathy,False,False,False,True,False,2024-08-18T12:16:26Z,False
aws-devops-zero-to-hero,iam-veeramalla,False,False,False,True,False,2025-07-14T11:33:48Z,False
cs249r_book,harvard-edge,False,True,False,True,False,2026-06-28T02:29:45Z,False
s,zquestz,True,True,False,True,False,2026-05-26T03:38:30Z,True
Mindustry,Anuken,False,False,False,True,False,2026-06-28T20:08:14Z,False
ladybird,LadybirdBrowser,False,True,False,True,False,2026-06-27T14:05:05Z,False
paperless-ngx,paperless-ngx,True,True,False,True,False,2026-06-28T19:55:17Z,True
server,nextcloud,False,True,False,True,False,2026-06-28T21:36:17Z,False
hacker101,Hacker0x01,False,False,False,True,False,2025-02-22T06:59:37Z,False
mediawiki,wikimedia,True,True,False,True,False,2026-06-28T17:35:16Z,True
wikipedia-data-science,WillKoehrsen,False,False,False,False,False,2023-04-29T05:49:29Z,False
bitcoin,bitcoin,False,False,False,True,False,2026-06-28T20:40:31Z,False
prompt-eng-interactive-tutorial,anthropics,False,False,False,False,False,2026-03-01T17:07:40Z,False
nitro,nitrojs,False,True,False,True,False,2026-06-28T10:37:36Z,False
openagents,OpenAgentsInc,False,True,False,False,False,2026-06-28T21:39:43Z,False
eureka,simeg,False,True,False,True,False,2023-11-04T06:12:54Z,False
firmware,meshtastic,True,False,False,True,False,2026-06-28T20:27:10Z,False
stremio-web,Stremio,True,True,False,True,False,2026-06-28T00:56:51Z,True
glide,glide-browser,False,True,False,True,False,2026-06-28T20:52:57Z,False
lazyssh,Adembc,False,True,False,True,False,2025-10-09T20:37:29Z,False
somo,theopfr,False,True,False,True,False,2026-06-27T17:44:42Z,False
erpnext,frappe,False,True,False,True,False,2026-06-28T20:04:10Z,False
deepeval,confident-ai,False,True,False,True,False,2026-06-26T09:43:57Z,False
starship,starship,False,True,False,True,False,2026-06-28T17:03:09Z,False
awesome-pandas-alternatives,baggiponte,False,False,False,True,False,2023-01-12T16:18:24Z,False
pathway,pathwaycom,False,True,False,True,False,2026-06-28T05:31:19Z,False
TradingAgents,TauricResearch,True,True,False,True,False,2026-06-22T02:05:09Z,True
BitNet,microsoft,False,True,False,True,False,2026-03-10T07:49:47Z,False
awesome-public-datasets,awesomedata,False,False,False,True,False,2026-06-24T15:14:15Z,False
awesome-compose,docker,False,False,False,True,False,2026-06-20T16:45:04Z,False
frontend-dev-bookmarks,dypsilon,False,False,False,False,False,2024-05-21T10:56:58Z,False
github-cheat-sheet,tiimgreen,False,False,False,True,False,2024-04-15T20:15:56Z,False
Agent-S,simular-ai,False,True,False,True,False,2026-05-13T07:28:44Z,False
ccpm,automazeio,False,False,False,True,False,2026-03-18T12:15:24Z,False
DeepCode,HKUDS,False,True,False,True,False,2026-05-18T03:30:41Z,False
HeadlessBrowsers,dhamaniasad,False,False,False,True,False,2025-10-12T07:30:27Z,False
awesome-mcp-servers,punkpeye,False,False,True,True,False,2026-06-26T06:26:58Z,False
telegraf,telegraf,False,True,False,True,False,2025-01-11T06:02:13Z,False
git-mcp,idosal,False,True,True,True,False,2026-05-08T14:21:24Z,False
midday,midday-ai,False,True,False,True,False,2026-06-13T13:40:35Z,False
lazydocker,jesseduffield,True,True,False,True,False,2026-04-19T02:51:06Z,True
vllm,vllm-project,False,True,False,True,False,2026-06-28T21:36:23Z,False
nautilus_trader,nautechsystems,False,True,False,True,False,2026-06-28T21:33:43Z,False
drizzle-kit-mirror,drizzle-team,False,False,False,False,True,2024-11-06T19:55:20Z,False
cuvs,rapidsai,True,True,False,True,False,2026-06-27T17:18:19Z,True
SuperClaude_Framework,SuperClaude-Org,False,True,False,True,False,2026-06-13T16:40:33Z,False
vite,vitejs,False,True,False,True,False,2026-06-28T07:52:23Z,False
awesome-react,enaqx,False,False,False,False,False,2026-06-02T08:27:23Z,False
awesome-mac,jaywcjlove,True,True,False,True,False,2026-06-27T01:19:34Z,True
Awesome-Hacking,Hack-with-Github,False,False,False,True,False,2026-05-07T16:44:36Z,False
awesome-go,avelino,False,True,False,True,False,2026-06-28T14:28:52Z,False
data-engineer-handbook,DataExpert-io,False,False,False,False,False,2026-04-02T23:14:21Z,False
claude-cookbooks,anthropics,False,True,False,True,False,2026-06-09T20:53:20Z,False
gitdiagram,ahmedkhaleel2004,True,True,False,True,False,2026-06-22T13:14:51Z,True
pear-desktop,pear-devs,False,True,False,True,False,2026-06-28T15:51:28Z,False
the-book-of-secret-knowledge,trimstray,False,False,False,True,False,2024-11-19T14:00:38Z,False
project-based-learning,practical-tutorials,False,False,False,True,False,2024-08-15T05:33:54Z,False
prompt-master,nidhinjs,False,False,False,True,False,2026-06-10T16:14:44Z,False
mcp-builder,anthropics,False,False,True,False,False,2026-06-27T16:07:58Z,False
