venture_id,venture_name,prefix,shared_services,infrastructure_repos,service_count
ST-019-Payment-Processing,Payment Processing,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-020-Blockchain-Platform,Blockchain Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-021-IoT-Platform,Iot Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-022-AR,Ar,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-023-Game-Development,Game Development,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-024-Marketing-Automation,Marketing Automation,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-025-Sales-Automation,Sales Automation,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-026-HR-Tech-Platform,Hr Tech Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-027-Legal-Tech-Platform,Legal Tech Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-028-Health-Tech-Platform,Health Tech Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-029-EdTech-Platform,Edtech Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
ST-030-PropTech-Platform,Proptech Platform,ST,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
EC-001-Angels-in-Daylight,Angels In Daylight,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-002-New-World-Apparel,New World Apparel,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-003-Shopify-Autopilot,Shopify Autopilot,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-004-Shoe-Customizer,Shoe Customizer,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-005-Sunglasses-AI,Sunglasses Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-006-Dropship-Hub,Dropship Hub,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-007-Personal-Shopper-AI,Personal Shopper Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-008-Custom-Sneaker-AI,Custom Sneaker Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-009-Sustainable-Fashion-AI,Sustainable Fashion Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-010-Jewelry-Designer-AI,Jewelry Designer Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-011-Virtual-Try-On-AI,Virtual Try On Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-012-Fashion-Designer-AI,Fashion Designer Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-013-Merch-Licensing,Merch Licensing,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-014-Subscription-Box-AI,Subscription Box Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-015-Surf-Gear-AI,Surf Gear Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-016-Ski-Gear-AI,Ski Gear Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-017-Golf-Gear-AI,Golf Gear Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-018-Fishing-Gear-AI,Fishing Gear Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-019-Yoga-Gear-AI,Yoga Gear Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-020-Costume-Shop-AI,Costume Shop Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-021-Luggage-AI,Luggage Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-022-Home-Appliance-AI,Home Appliance Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-023-Tool-Shop-AI,Tool Shop Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-024-Garden-Supply-AI,Garden Supply Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-025-Collectible-AI,Collectible Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-026-Hobby-Shop-AI,Hobby Shop Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-027-Kids-Toy-Line,Kids Toy Line,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-028-NFT-Fashion-Licensing,Nft Fashion Licensing,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-029-Instant-Brand-Generator,Instant Brand Generator,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-030-AI-Product-Photographer,Ai Product Photographer,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-031-Automated-Inventory-Forecaster,Automated Inventory Forecaster,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-032-Dynamic-Pricing-Engine,Dynamic Pricing Engine,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-033-Ad-Optimizer-AI,Ad Optimizer Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-034-Recommendation-Engine,Recommendation Engine,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-035-Review-Aggregator-AI,Review Aggregator Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-036-Fulfillment-Network-AI,Fulfillment Network Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-037-Return-Optimization-AI,Return Optimization Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-038-Chatbot-Customer-Service,Chatbot Customer Service,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-039-Visual-Search-AI,Visual Search Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-040-Abandoned-Cart-Recovery,Abandoned Cart Recovery,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-041-Seasonal-Trend-Predictor,Seasonal Trend Predictor,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-042-Influencer-Matchmaker,Influencer Matchmaker,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-043-UGC-Content-Aggregator,Ugc Content Aggregator,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-044-Live-Commerce-Platform,Live Commerce Platform,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-045-AR-Virtual-Fitting-Room,Ar Virtual Fitting Room,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-046-3D-Product-Viewer,3D Product Viewer,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-047-Carbon-Footprint-Tracker,Carbon Footprint Tracker,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-048-Wholesale-Marketplace-AI,Wholesale Marketplace Ai,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-049-Rental-Marketplace,Rental Marketplace,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-050-AI-Product-Descriptions,Ai Product Descriptions,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-051-AI-Email-Marketing,Ai Email Marketing,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-052-AI-Product-Bundler,Ai Product Bundler,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-053-AI-Visual-Merchandiser,Ai Visual Merchandiser,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-055-AI-Warehouse-Management,Ai Warehouse Management,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-056-AI-Supplier-Matching,Ai Supplier Matching,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-057-AI-Quality-Control,Ai Quality Control,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-058-AI-Packaging-Designer,Ai Packaging Designer,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-059-AI-Logistics-Planner,Ai Logistics Planner,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-061-AI-Gift-Finder,Ai Gift Finder,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-062-AI-Trend-Hunter,Ai Trend Hunter,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-063-AI-Market-Research,Ai Market Research,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-065-AI-Product-Development,Ai Product Development,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-066-AI-Customer-Journey,Ai Customer Journey,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-067-AI-Payment-Optimization,Ai Payment Optimization,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-068-AI-Returns-Management,Ai Returns Management,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-072-AI-Product-Cataloger,Ai Product Cataloger,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-078-AI-Product-Comparison,Ai Product Comparison,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-079-AI-Customer-Feedback,Ai Customer Feedback,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-080-AI-Product-Updates,Ai Product Updates,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-081-AI-Cross-Selling,Ai Cross Selling,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-082-AI-Up-Selling,Ai Up Selling,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-083-AI-Product-Education,Ai Product Education,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-084-AI-Purchase-Timing,Ai Purchase Timing,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
EC-085-AI-Customer-Support,Ai Customer Support,EC,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core|iza-os-customer-service-chatbot-bot|iza-os-sales-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,7
