File,Size,Modified,Full Path
/Volumes/T7,4.0K,Sep 1 09:24,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/x/tools/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:24,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/x/tools/._registry.go
/Volumes/T7,4.5K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/x/tools/registry_test.go
/Volumes/T7,3.3K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/x/tools/registry.go
/Volumes/T7,4.0K,Sep 1 09:25,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/openai/openai-go@v1.12.0/internal/apijson/._registry.go
/Volumes/T7,1.1K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/openai/openai-go@v1.12.0/internal/apijson/registry.go
/Volumes/T7,4.0K,Sep 1 09:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/redis/go-redis/v9@v9.18.0/push/._registry.go
/Volumes/T7,1.6K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/redis/go-redis/v9@v9.18.0/push/registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/._registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/bsoncodec/._registry_examples_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/bsoncodec/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/bsoncodec/._registry.go
/Volumes/T7,7.9K,Jul 9 14:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/bsoncodec/registry_examples_test.go
/Volumes/T7,29K,Jul 9 14:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/bsoncodec/registry_test.go
/Volumes/T7,19K,Jul 9 14:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/bsoncodec/registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/mgocompat/._registry.go
/Volumes/T7,4.9K,Jul 9 14:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/mgocompat/registry.go
/Volumes/T7,1.7K,Jul 9 14:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver@v1.17.9/bson/registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/._mgoregistry_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/._mgoregistry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/._registry_examples_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/._registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/mgocompat/._registry.go
/Volumes/T7,679B,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/mgocompat/registry.go
/Volumes/T7,55K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/mgoregistry_test.go
/Volumes/T7,6.9K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/mgoregistry.go
/Volumes/T7,8.0K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/registry_examples_test.go
/Volumes/T7,17K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/registry_test.go
/Volumes/T7,15K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.0/bson/registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/._mgoregistry_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/._mgoregistry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/._registry_examples_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/._registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/mgocompat/._registry.go
/Volumes/T7,679B,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/mgocompat/registry.go
/Volumes/T7,55K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/mgoregistry_test.go
/Volumes/T7,6.9K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/mgoregistry.go
/Volumes/T7,8.0K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/registry_examples_test.go
/Volumes/T7,17K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/registry_test.go
/Volumes/T7,15K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.mongodb.org/mongo-driver/v2@v2.5.1/bson/registry.go
/Volumes/T7,4.0K,Sep 1 09:10,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opencensus.io@v0.24.0/metric/._registry.go
/Volumes/T7,7.8K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opencensus.io@v0.24.0/metric/registry.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/contrib/propagators/autoprop@v0.67.0/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/contrib/propagators/autoprop@v0.67.0/._registry.go
/Volumes/T7,1.8K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/contrib/propagators/autoprop@v0.67.0/registry_test.go
/Volumes/T7,4.9K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/contrib/propagators/autoprop@v0.67.0/registry.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/otel@v1.43.0/semconv/templates/._registry
/Volumes/T7,4.0K,Sep 1 09:05,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/otel/sdk/metric@v1.43.0/._pipeline_registry_test.go
/Volumes/T7,28K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/go.opentelemetry.io/otel/sdk/metric@v1.43.0/pipeline_registry_test.go
/Volumes/T7,4.0K,Sep 1 09:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.31.0/windows/._registry
/Volumes/T7,4.0K,Sep 1 09:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.31.0/windows/registry/._registry_test.go
/Volumes/T7,19K,Mar 30 00:25,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.31.0/windows/registry/registry_test.go
/Volumes/T7,4.0K,Sep 1 09:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.38.0/windows/._registry
/Volumes/T7,4.0K,Sep 1 09:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.38.0/windows/registry/._registry_test.go
/Volumes/T7,19K,Jan 30 2026,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.38.0/windows/registry/registry_test.go
/Volumes/T7,4.0K,Sep 1 09:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.40.0/windows/._registry
/Volumes/T7,4.0K,Sep 1 09:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.40.0/windows/registry/._registry_test.go
/Volumes/T7,19K,Jul 9 14:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.40.0/windows/registry/registry_test.go
/Volumes/T7,4.0K,Sep 1 09:12,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.41.0/windows/._registry
/Volumes/T7,4.0K,Sep 1 09:12,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.41.0/windows/registry/._registry_test.go
/Volumes/T7,19K,Apr 21 14:30,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.41.0/windows/registry/registry_test.go
/Volumes/T7,4.0K,Sep 1 09:12,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.42.0/windows/._registry
/Volumes/T7,4.0K,Sep 1 09:12,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.42.0/windows/registry/._registry_test.go
/Volumes/T7,20K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.42.0/windows/registry/registry_test.go
/Volumes/T7,4.0K,Sep 1 09:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.43.0/windows/._registry
/Volumes/T7,4.0K,Sep 1 09:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.43.0/windows/registry/._registry_test.go
/Volumes/T7,20K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/golang.org/x/sys@v0.43.0/windows/registry/registry_test.go
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/._agentregistry
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/._apigeeregistry
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/._artifactregistry
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/agentregistry/v1alpha/._agentregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/agentregistry/v1alpha/._agentregistry-gen.go
/Volumes/T7,68K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/agentregistry/v1alpha/agentregistry-api.json
/Volumes/T7,128K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/agentregistry/v1alpha/agentregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/apigeeregistry/v1/._apigeeregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/apigeeregistry/v1/._apigeeregistry-gen.go
/Volumes/T7,233K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/apigeeregistry/v1/apigeeregistry-api.json
/Volumes/T7,528K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/apigeeregistry/v1/apigeeregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1/._artifactregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1/._artifactregistry-gen.go
/Volumes/T7,234K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1/artifactregistry-api.json
/Volumes/T7,489K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1/artifactregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta1/._artifactregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta1/._artifactregistry-gen.go
/Volumes/T7,88K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta1/artifactregistry-api.json
/Volumes/T7,162K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta1/artifactregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta2/._artifactregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:08,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta2/._artifactregistry-gen.go
/Volumes/T7,114K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta2/artifactregistry-api.json
/Volumes/T7,224K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.274.0/artifactregistry/v1beta2/artifactregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/._agentregistry
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/._apigeeregistry
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/._artifactregistry
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/agentregistry/v1alpha/._agentregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/agentregistry/v1alpha/._agentregistry-gen.go
/Volumes/T7,95K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/agentregistry/v1alpha/agentregistry-api.json
/Volumes/T7,185K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/agentregistry/v1alpha/agentregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/apigeeregistry/v1/._apigeeregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/apigeeregistry/v1/._apigeeregistry-gen.go
/Volumes/T7,233K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/apigeeregistry/v1/apigeeregistry-api.json
/Volumes/T7,528K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/apigeeregistry/v1/apigeeregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1/._artifactregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1/._artifactregistry-gen.go
/Volumes/T7,234K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1/artifactregistry-api.json
/Volumes/T7,489K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1/artifactregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta1/._artifactregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta1/._artifactregistry-gen.go
/Volumes/T7,88K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta1/artifactregistry-api.json
/Volumes/T7,162K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta1/artifactregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta2/._artifactregistry-api.json
/Volumes/T7,4.0K,Sep 1 09:06,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta2/._artifactregistry-gen.go
/Volumes/T7,114K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta2/artifactregistry-api.json
/Volumes/T7,224K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/api@v0.276.0/artifactregistry/v1beta2/artifactregistry-gen.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/appengine/legacy/._audit_data.pb.go
/Volumes/T7,7.9K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/appengine/legacy/audit_data.pb.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/appengine/v1beta/._audit_data.pb.go
/Volumes/T7,15K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/appengine/v1beta/audit_data.pb.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/._apigeeregistry
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/._audit
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/audit/._audit_log.pb.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/audit/._bigquery_audit_metadata.pb.go
/Volumes/T7,71K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/audit/audit_log.pb.go
/Volumes/T7,343K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/audit/bigquery_audit_metadata.pb.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/bigquery/logging/v1/._audit_data.pb.go
/Volumes/T7,185K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/bigquery/logging/v1/audit_data.pb.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/gkehub/._cloudauditlogging
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/gkehub/cloudauditlogging/v1alpha/._cloudauditlogging.pb.go
/Volumes/T7,9.4K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/cloud/gkehub/cloudauditlogging/v1alpha/cloudauditlogging.pb.go
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/devtools/._artifactregistry
/Volumes/T7,4.0K,Sep 1 09:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/iam/v1/logging/._audit_data.pb.go
/Volumes/T7,7.1K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto@v0.0.0-20260319201613-d00831a3d3e7/googleapis/iam/v1/logging/audit_data.pb.go
/Volumes/T7,4.0K,Sep 1 09:07,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto/googleapis/rpc@v0.0.0-20251111163417-95abcf5c77ba/context/._audit_context.pb.go
/Volumes/T7,9.8K,Jan 30 2026,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto/googleapis/rpc@v0.0.0-20251111163417-95abcf5c77ba/context/audit_context.pb.go
/Volumes/T7,4.0K,Sep 1 09:07,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto/googleapis/rpc@v0.0.0-20260401024825-9d38bb4040a9/context/._audit_context.pb.go
/Volumes/T7,9.8K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto/googleapis/rpc@v0.0.0-20260401024825-9d38bb4040a9/context/audit_context.pb.go
/Volumes/T7,4.0K,Sep 1 09:07,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto/googleapis/rpc@v0.0.0-20260420184626-e10c466a9529/context/._audit_context.pb.go
/Volumes/T7,9.8K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/google.golang.org/genproto/googleapis/rpc@v0.0.0-20260420184626-e10c466a9529/context/audit_context.pb.go
